temp_ch_ipcc,mass_remaining
-0.1435287736460142,117.98495224191316
-0.1319133257011855,114.12190171118446
0.0833736138284337,94.11274849409531
0.1016562514146834,99.8098085811864
0.1909476951352631,111.91804755627444
0.2314087884401598,91.75217529396392
0.2374210262441569,93.50822365509649
0.2524779717488781,110.85744554093682
0.3028923844731737,94.87726254014984
0.3530089022449858,93.05976753689392
0.3535286605061203,95.720360583567
0.373094646035073,90.5960297779993
0.3826520320932922,90.49037906782728
0.3922811293371855,90.25582335393804
0.478288564324949,76.73904509550157
0.9014667339962784,67.66971276204507
0.9049395549636868,68.61991546746745
0.913313145803356,66.10207163906989
0.9222489478058092,69.43783057430682
1.0587674077643272,72.83575953810342
1.2,64.2253094518188
1.4691135287002737,56.48927720929917
1.4885639337566965,58.12394705224334
1.4937790687750323,55.864190942806594
1.493791625332881,53.518852322430334
1.5283027574212975,54.54142127975362
1.5298023875255358,53.67326498716661
1.636714986028974,42.98971320114171
1.656830649489223,56.43312820250032
1.6599956464695365,53.43125807403139
1.664909941388102,43.48945078950455
1.6781632715811343,44.54400716768903
1.6787497715238051,52.3876569450392
1.6844760802167618,47.01130066357354
1.695689895147091,51.46656507740214
1.7054887108734946,45.73273538240617
1.7263241376269964,41.14696612549938
1.7300556075408982,53.158408419461225
1.9117346788457827,44.07892257907498
1.9477879408841847,40.70608920346479
1.996245046811256,39.1904036247735
2.049075466844948,37.00920559427175
2.049607531491984,44.929075189345234
2.0912659163195166,40.0036610982604
2.092677030991532,40.75117604256101
2.1396524250416253,41.52154604531867
2.1712205231308155,34.81189372267728
2.1761438977250376,43.39555112348197
2.189115489502097,39.36514457788738
2.191208340613269,34.753555908361164
2.3197325111266047,40.44909166303957
2.3233173057330725,42.90701452734824
2.404955505633247,30.029193015362083
2.594827136799448,30.501581001520357
2.687006726396547,27.888263538554668
2.718961154542893,33.224549692859135
2.7398348752990143,28.89992805525205
2.8141615409733487,34.508918774647704
2.843937216517189,27.64387263320047
2.950346953824412,30.753047774069
2.951472321285355,25.20441840321967
3.038482494458876,22.01230131519448
3.048039247761285,31.430545229676543
3.105613246951532,23.74157156432236
3.414119753355767,17.71162455844798
3.4545105505178424,29.071963022417616
3.5131147480935234,20.9553639155086
3.532319114202964,27.33554302224078
3.541685753482952,21.562795009854447
3.646967337572662,16.331939522374153
3.811452139882864,17.808474651429595
3.9907986846486527,27.12125762973337
4.001455331400752,19.354171223625677
4.16009837781178,16.528552709333386
4.439976778002009,8.872178409801625
4.5943250252311145,9.285897059235054
4.677751174879019,14.08054382507522
5.23054329301376,5.855636321763794
5.840495049230714,3.311640191766816
5.849304978170279,8.744514972223225
6.884360785697311,3.10441780724537
