temp_ch_ipcc,model_author,gcm,period_scenario,experiment,mass_percent_rel_2020
2.1396524250416253,OGGM_v16,mpi-esm1-2-hr,2041-2060_ssp585,mpi-esm1-2-hr_2041-2060_ssp585,41.52154604531867
2.1396524250416253,PyGEM-OGGM_v13,mpi-esm1-2-hr,2041-2060_ssp585,mpi-esm1-2-hr_2041-2060_ssp585,26.21030095613832
2.1712205231308155,GLIMB,ipsl-cm6a-lr,2081-2100_ssp126,ipsl-cm6a-lr_2081-2100_ssp126,34.811893722677276
2.1712205231308155,GloGEMflow,ipsl-cm6a-lr,2081-2100_ssp126,ipsl-cm6a-lr_2081-2100_ssp126,52.58797817386433
2.1712205231308155,OGGM_v16,ipsl-cm6a-lr,2081-2100_ssp126,ipsl-cm6a-lr_2081-2100_ssp126,25.570908829992824
2.1712205231308155,PyGEM-OGGM_v13,ipsl-cm6a-lr,2081-2100_ssp126,ipsl-cm6a-lr_2081-2100_ssp126,17.379167449669673
2.1761438977250376,GLIMB,ukesm1-0-ll,2021-2040_ssp126,ukesm1-0-ll_2021-2040_ssp126,43.39555112348197
2.1761438977250376,GloGEMflow,ukesm1-0-ll,2021-2040_ssp126,ukesm1-0-ll_2021-2040_ssp126,52.52349420406318
2.1761438977250376,OGGM_v16,ukesm1-0-ll,2021-2040_ssp126,ukesm1-0-ll_2021-2040_ssp126,28.44827037691594
2.1761438977250376,PyGEM-OGGM_v13,ukesm1-0-ll,2021-2040_ssp126,ukesm1-0-ll_2021-2040_ssp126,23.75013730571422
2.189115489502097,GLIMB,gfdl-esm4,2041-2060_ssp585,gfdl-esm4_2041-2060_ssp585,39.36514457788738
2.189115489502097,GloGEMflow,gfdl-esm4,2041-2060_ssp585,gfdl-esm4_2041-2060_ssp585,60.54056626533286
2.189115489502097,OGGM_v16,gfdl-esm4,2041-2060_ssp585,gfdl-esm4_2041-2060_ssp585,35.44851721568819
2.189115489502097,PyGEM-OGGM_v13,gfdl-esm4,2041-2060_ssp585,gfdl-esm4_2041-2060_ssp585,21.540679912494088
2.191208340613269,GLIMB,ipsl-cm6a-lr,2061-2080_ssp126,ipsl-cm6a-lr_2061-2080_ssp126,34.753555908361164
2.191208340613269,GloGEMflow,ipsl-cm6a-lr,2061-2080_ssp126,ipsl-cm6a-lr_2061-2080_ssp126,56.12938176066756
2.191208340613269,OGGM_v16,ipsl-cm6a-lr,2061-2080_ssp126,ipsl-cm6a-lr_2061-2080_ssp126,27.765344459408954
2.191208340613269,PyGEM-OGGM_v13,ipsl-cm6a-lr,2061-2080_ssp126,ipsl-cm6a-lr_2061-2080_ssp126,18.883328007230674
2.3197325111266047,GLIMB,ukesm1-0-ll,2021-2040_ssp585,ukesm1-0-ll_2021-2040_ssp585,41.76897474442479
2.3197325111266047,GloGEMflow,ukesm1-0-ll,2021-2040_ssp585,ukesm1-0-ll_2021-2040_ssp585,51.76569089909484
2.3197325111266047,OGGM_v16,ukesm1-0-ll,2021-2040_ssp585,ukesm1-0-ll_2021-2040_ssp585,26.317458164860493
2.3197325111266047,PyGEM-OGGM_v13,ukesm1-0-ll,2021-2040_ssp585,ukesm1-0-ll_2021-2040_ssp585,23.497239121224432
2.3233173057330725,GLIMB,ukesm1-0-ll,2021-2040_ssp370,ukesm1-0-ll_2021-2040_ssp370,42.90701452734824
