area_class,n_glaciers,rgi_area_km2,vol_2020_m3,experiment,gcm,period_scenario,temp_ch_ipcc,area_steady,volume_steady,mass_remaining
1-10 km2,38054,108106.559,6088123485274.87,0,era5,2014-2023,1.2,64208.1986367296,3435010637587.8228,56.42150074478551
1-10 km2,38054,108106.559,6088123485274.87,1,gfdl-esm4,1851-1870_hist,0.231409328,107235.88494233869,6379629475934.683,104.7881090349903
1-10 km2,38054,108106.559,6088123485274.87,2,gfdl-esm4,1901-1920_hist,0.478289046,97804.24983050146,5693302113728.268,93.51489219130421
1-10 km2,38054,108106.559,6088123485274.87,3,gfdl-esm4,1951-1970_hist,0.392281326,106739.82453683422,6335772052354.39,104.06773232636456
1-10 km2,38054,108106.559,6088123485274.87,4,gfdl-esm4,1995-2014_hist,0.901467077,88532.63054999073,5009806092403.774,82.28818131762301
1-10 km2,38054,108106.559,6088123485274.87,5,gfdl-esm4,2021-2040_ssp126,1.493792069,61123.54233847951,3194976879730.706,52.47884487655817
1-10 km2,38054,108106.559,6088123485274.87,6,gfdl-esm4,2041-2060_ssp126,1.678749959,54027.63199893369,2757092239214.829,45.28640468419064
1-10 km2,38054,108106.559,6088123485274.87,7,gfdl-esm4,2061-2080_ssp126,1.730055687,48050.00587817619,2386275009927.756,39.19557505197382
1-10 km2,38054,108106.559,6088123485274.87,8,gfdl-esm4,2081-2100_ssp126,1.684476548,51307.855454930635,2620806693448.7505,43.04785702503577
1-10 km2,38054,108106.559,6088123485274.87,9,gfdl-esm4,2021-2040_ssp370,1.488564228,58545.91840287193,3009365943849.8486,49.43010684866193
1-10 km2,38054,108106.559,6088123485274.87,10,gfdl-esm4,2041-2060_ssp370,2.049608082,44387.260073378,2196111431550.8525,36.072057947945865
1-10 km2,38054,108106.559,6088123485274.87,11,gfdl-esm4,2061-2080_ssp370,2.814161775,24709.985800033377,1135992997967.3462,18.659164859499523
1-10 km2,38054,108106.559,6088123485274.87,12,gfdl-esm4,2081-2100_ssp370,3.532319558,18343.733382669107,940896200645.3771,15.454617550401032
1-10 km2,38054,108106.559,6088123485274.87,13,gfdl-esm4,2021-2040_ssp585,1.529802668,57473.587489458216,2929840634076.2495,48.12387004242854
1-10 km2,38054,108106.559,6088123485274.87,14,gfdl-esm4,2041-2060_ssp585,2.18911609,36782.85689185044,1762507636037.145,28.949932443060007
1-10 km2,38054,108106.559,6088123485274.87,15,gfdl-esm4,2061-2080_ssp585,3.048039704,22462.525983785494,1027951348034.6246,16.884535120236873
1-10 km2,38054,108106.559,6088123485274.87,16,gfdl-esm4,2081-2100_ssp585,4.001455777,9875.228800104507,426835600759.0018,7.010955047008721
1-10 km2,38054,108106.559,6088123485274.87,17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,137332.31484260244,8904384844200.59,146.25828246975135
1-10 km2,38054,108106.559,6088123485274.87,18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,145419.8610936629,9602381131268.361,157.72316633349016
1-10 km2,38054,108106.559,6088123485274.87,19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,120452.76450112395,7478604637448.436,122.83924029360891
1-10 km2,38054,108106.559,6088123485274.87,20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,88222.40263226474,4971599069368.631,81.66061482480214
1-10 km2,38054,108106.559,6088123485274.87,21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,63827.22327441592,3358737809527.5957,55.168687324612534
1-10 km2,38054,108106.559,6088123485274.87,22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,49702.38711243993,2570001458189.4062,42.213359574676474
1-10 km2,38054,108106.559,6088123485274.87,23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,36423.98435324351,1805021244564.0488,29.64823642177742
1-10 km2,38054,108106.559,6088123485274.87,24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,36522.9645759368,1774711094742.6958,29.150379407302218
1-10 km2,38054,108106.559,6088123485274.87,25,ipsl-cm6a-lr,2021-2040_ssp370,1.678163601,63419.32027549806,3334992363329.4033,54.77865834021981
1-10 km2,38054,108106.559,6088123485274.87,26,ipsl-cm6a-lr,2041-2060_ssp370,2.594826972,32141.379738285163,1556445448149.7961,25.56527396190823
1-10 km2,38054,108106.559,6088123485274.87,27,ipsl-cm6a-lr,2061-2080_ssp370,3.513114684,18404.933769930834,930376961557.0852,15.281834604822903
