,gcm,period_scenario,temp_ch_ipcc,area_rgi,mass_2020,area_steady,volume_steady,mass_steady,mass_remaining
0,era5,2014-2023,1.2,105110.64199999999,24851,62045.85093329329,16814.913563345806,15133.422207011226,60.896632759290284
1,gfdl-esm4,1851-1870_hist,0.231409328,105110.64199999999,24851,85743.52268466025,24496.439759557063,22046.795783601356,88.71593007766833
2,gfdl-esm4,1901-1920_hist,0.478289046,105110.64199999999,24851,80326.98864304194,22491.73918870231,20242.565269832085,81.45573727347826
3,gfdl-esm4,1951-1970_hist,0.392281326,105110.64199999999,24851,82601.77608175632,23696.10993458859,21326.49894112973,85.81746787304225
4,gfdl-esm4,1995-2014_hist,0.901467077,105110.64199999999,24851,77111.72894816683,21185.53971913671,19066.98574722304,76.7252253318701
5,gfdl-esm4,2021-2040_ssp126,1.493792069,105110.64199999999,24851,76155.57855054809,21142.683777823302,19028.415400040973,76.57001891288469
6,gfdl-esm4,2041-2060_ssp126,1.678749959,105110.64199999999,24851,62844.24450720546,17902.269532831888,16112.0425795487,64.83458444146594
7,gfdl-esm4,2061-2080_ssp126,1.730055687,105110.64199999999,24851,66121.8981632521,19055.656182473827,17150.090564226444,69.01167182095868
8,gfdl-esm4,2081-2100_ssp126,1.684476548,105110.64199999999,24851,65561.09938588575,18140.988267528784,16326.889440775905,65.69912454539417
9,gfdl-esm4,2021-2040_ssp370,1.488564228,105110.64199999999,24851,72155.87308339043,20245.6953815395,18221.125843385547,73.32149951062551
10,gfdl-esm4,2041-2060_ssp370,2.049608082,105110.64199999999,24851,72760.11863715353,20476.499698050917,18428.849728245823,74.15737687918322
11,gfdl-esm4,2061-2080_ssp370,2.814161775,105110.64199999999,24851,53749.446596198,15207.727793194357,13686.955013874922,55.076073453281246
12,gfdl-esm4,2081-2100_ssp370,3.532319558,105110.64199999999,24851,62796.41832941797,15956.72926553399,14361.05633898059,57.78864568420019
13,gfdl-esm4,2021-2040_ssp585,1.529802668,105110.64199999999,24851,65559.97405465087,18746.305547134405,16871.674992420965,67.89133231025298
14,gfdl-esm4,2041-2060_ssp585,2.18911609,105110.64199999999,24851,56741.130777724364,15922.692145573972,14330.422931016576,57.66537737321064
15,gfdl-esm4,2061-2080_ssp585,3.048039704,105110.64199999999,24851,49890.07566907957,13759.078675341425,12383.170807807282,49.82966805282396
16,gfdl-esm4,2081-2100_ssp585,4.001455777,105110.64199999999,24851,36551.06698388513,10560.601187417671,9504.541068675904,38.24611109684079
17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,105110.64199999999,24851,88045.89847129473,25091.212805084222,22582.0915245758,90.86995100630075
18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,105110.64199999999,24851,98774.26179743305,29094.639548676867,26185.17559380918,105.36869982620087
19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,105110.64199999999,24851,76864.10788983175,22569.479564024514,20312.53160762206,81.73728062300131
20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,105110.64199999999,24851,72772.72538050257,21071.597875655298,18964.43808808977,76.31257530115396
21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,105110.64199999999,24851,64223.853274957364,18027.66984827503,16224.902863447525,65.2887322982879
22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,105110.64199999999,24851,59565.64388056605,15717.501318593113,14145.7511867338,56.92226142502837
23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,105110.64199999999,24851,50656.513893509415,14205.993630869614,12785.394267782653,51.448208393153806
24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,105110.64199999999,24851,55755.43831195524,15234.714773356842,13711.243296021157,55.17380908623861
25,ipsl-cm6a-lr,2021-2040_ssp370,1.678163601,105110.64199999999,24851,67362.59208624007,19072.01115442169,17164.81003897952,69.07090273622599
26,ipsl-cm6a-lr,2041-2060_ssp370,2.594826972,105110.64199999999,24851,50955.866569926744,14288.60188863012,12859.74169976711,51.7473811909666
27,ipsl-cm6a-lr,2061-2080_ssp370,3.513114684,105110.64199999999,24851,37541.715205471875,9241.707537136692,8317.536783423022,33.46962610527955
28,ipsl-cm6a-lr,2081-2100_ssp370,4.677751369,105110.64199999999,24851,16459.573696328363,4016.402593562321,3614.762334206089,14.545741958899395
