area_class,n_glaciers,rgi_area_km2,experiment,gcm,period_scenario,temp_ch_ipcc,AAR_mean_mean,AAR_mean_std,AAR_mean_median,AAR_mean_MAD,AAR_mean_area_weighted_mean,AAR_steady_mean,AAR_steady_std,AAR_steady_median,AAR_steady_MAD,AAR_steady_area_weighted_mean,disequilibrium_mean,disequilibrium_std,disequilibrium_median,disequilibrium_MAD,disequilibrium_area_weighted_mean
1-10 km2,38054,108106.559,0,era5,2014-2023,1.2,0.3361235034866703,0.21607649684508862,0.3120607551199349,0.15086920013169758,0.34427281735609383,0.5514143221868337,0.11200790988049956,0.5512543658919142,0.05145015250557394,0.5592021655554131,0.5882569840607819,0.3431391080571067,0.5622878825709106,0.21102599742281147,0.5939343480235014
1-10 km2,38054,108106.559,1,gfdl-esm4,1851-1870_hist,0.231409328,0.568457396219171,0.21680549407089547,0.5771773928095614,0.1454783609535631,0.5597870565806005,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,1.0254633680939327,0.3581744720303294,1.0211896891406156,0.2248753647254368,0.9919461495609903
1-10 km2,38054,108106.559,2,gfdl-esm4,1901-1920_hist,0.478289046,0.5197277788970622,0.2237262051975871,0.5179853183713274,0.1557994124832116,0.5136170052983455,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,0.9326052505318516,0.36472849684515857,0.9312089833440711,0.23777523075339568,0.9047022746372017
1-10 km2,38054,108106.559,3,gfdl-esm4,1951-1970_hist,0.392281326,0.5681968578125871,0.2217155196057077,0.577474887361209,0.154525563782276,0.5560479120008892,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,1.0277543754355714,0.371190335495153,1.0296201466915376,0.2505386785447301,0.9873575250585263
1-10 km2,38054,108106.559,4,gfdl-esm4,1995-2014_hist,0.901467077,0.47429054564781387,0.219350786441546,0.4728003387955654,0.14689404842059495,0.4722934969990304,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,0.8378371255220938,0.3330522688252675,0.8373045649909394,0.2152887369611735,0.8189385673628755
1-10 km2,38054,108106.559,5,gfdl-esm4,2021-2040_ssp126,1.493792069,0.3237721367169434,0.2030542215257095,0.3009998550568578,0.13061048295880257,0.3291377684521467,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,0.5661007362262642,0.3250448572134951,0.5249913408185949,0.20693853310024618,0.5654008684013254
1-10 km2,38054,108106.559,6,gfdl-esm4,2041-2060_ssp126,1.678749959,0.2878519617390397,0.20137561654987343,0.25531110023200587,0.12990517353507364,0.2933533057573463,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,0.4997920919771191,0.3180071807370766,0.45895636876508494,0.20563338765128453,0.49976275721562236
1-10 km2,38054,108106.559,7,gfdl-esm4,2061-2080_ssp126,1.730055687,0.2547253976229097,0.18873046059421092,0.2253775075036204,0.120324444493914,0.2615750077304396,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,0.4411446697187426,0.30014467336676676,0.40096325434107033,0.19634888456859112,0.44446892327944587
1-10 km2,38054,108106.559,8,gfdl-esm4,2081-2100_ssp126,1.684476548,0.27282984702932594,0.2036594081573715,0.24246575904752024,0.13552928059525807,0.2800188284713448,0.5548150294717271,0.10959976413512607,0.5501615456117632,0.050442836978540184,0.5643324727133452,0.4717954380947224,0.32486470414905594,0.4371295263703664,0.22365597066176635,0.47460446368411663
1-10 km2,38054,108106.559,9,gfdl-esm4,2021-2040_ssp370,1.488564228,0.3108114199703521,0.19750517110422275,0.28969874924936223,0.12971006760192977,0.31545233329384764,0.5522287176858974,0.11408688039577632,0.5491792343620714,0.05232532285648525,0.5617412571445598,0.5436422974107493,0.3088202077327359,0.510208978012194,0.1923200397500005,0.5415575053394454
