,gcm,period_scenario,temp_ch_ipcc,AAR_steady_mean,AAR_steady_std,AAR_steady_median,AAR_steady_MAD,AAR_steady_area_weighted_mean,AAR_mean_mean,AAR_mean_std,AAR_mean_median,AAR_mean_MAD,AAR_mean_area_weighted_mean,disequilibrium_mean,disequilibrium_std,disequilibrium_median,disequilibrium_MAD,disequilibrium_area_weighted_mean
0,era5,2014-2023,1.2,0.5224415388799906,0.08991953800771128,0.5178779889788172,0.038762115192461755,0.5452558178660373,0.4187775756224861,0.24135867024160262,0.37080629814448895,0.14981279155567961,0.2958533923180344,0.8050787595022119,0.47041056652602903,0.7160109254221578,0.28442169420415797,0.5407952313503435
1,gfdl-esm4,1851-1870_hist,0.231409328,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.6788747689139746,0.15900162841545296,0.6933726708298716,0.10192956518438634,0.5569554545637815,1.286482516735248,0.3421451552919219,1.2746065879796096,0.2078521959818327,1.0193629083234559
2,gfdl-esm4,1901-1920_hist,0.478289046,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.5999772325731685,0.19523720662736338,0.6033084988535333,0.14186934199755885,0.46598443098846803,1.1323910858910198,0.3912750101649958,1.109958861598608,0.2575974633378395,0.8474093389242132
3,gfdl-esm4,1951-1970_hist,0.392281326,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.6732036994432667,0.16408622646981663,0.6856811693446827,0.10594763722952782,0.5615443888598485,1.2753649297162215,0.3489958317723795,1.2563017692413334,0.21288677692563818,1.0267246666196597
4,gfdl-esm4,1995-2014_hist,0.901467077,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.6025942083341025,0.17676830887820494,0.6105353634908064,0.11795460114124978,0.49585157594076235,1.1318756257338491,0.3312419316983604,1.1257709095041784,0.22329639287120484,0.8977444624076273
5,gfdl-esm4,2021-2040_ssp126,1.493792069,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.4871123391169432,0.23496227497411845,0.4560425861193266,0.17337505833535966,0.3290802449322493,0.9119939236017925,0.4411019296402308,0.8664961731412316,0.3148452422529834,0.5947647504443817
6,gfdl-esm4,2041-2060_ssp126,1.678749959,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.27575663316869115,0.23535812482955434,0.21494420677557957,0.13024898388748019,0.21157657365637236,0.5105134163728434,0.4264361547814849,0.4065898490997795,0.24294379632396157,0.37485460375259616
7,gfdl-esm4,2061-2080_ssp126,1.730055687,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.24264220093300823,0.2177251784038739,0.19230797763852744,0.12334816674921964,0.1994366315939178,0.44738266080384204,0.3871789100354935,0.36224176346787385,0.23008780602548057,0.35363549719380294
8,gfdl-esm4,2081-2100_ssp126,1.684476548,0.5369856157376125,0.0878862098936716,0.5258219397009392,0.031155578333826428,0.553074204163324,0.32156815898743607,0.24392585944287937,0.2671183215361285,0.14882286821864826,0.24407015212221422,0.5945114154417593,0.4386498224874497,0.5020135095055822,0.2765845487694425,0.43424351798337774
9,gfdl-esm4,2021-2040_ssp370,1.488564228,0.5284846446264111,0.0807817623840866,0.5243415800818433,0.03084219102349728,0.5502131090516705,0.4374693079453878,0.2175605273305087,0.4004532962164126,0.13976219740031115,0.3119540339091156,0.8322624133261768,0.42050985276590724,0.7637259973811475,0.2687371454926296,0.5626328630030939
10,gfdl-esm4,2041-2060_ssp370,2.049608082,0.5284846446264111,0.0807817623840866,0.5243415800818433,0.03084219102349728,0.5502131090516705,0.3488387383846356,0.24768487962580352,0.2960397084613945,0.1492914283242989,0.23077366907994432,0.6621528472450149,0.4756093703709589,0.5610745328576126,0.28330546915710936,0.4143438300095775
11,gfdl-esm4,2061-2080_ssp370,2.814161775,0.5284846446264111,0.0807817623840866,0.5243415800818433,0.03084219102349728,0.5502131090516705,0.15472030175342769,0.24053628965315307,0.0270731646268697,0.0270731646268697,0.1245072112909184,0.29121631200327175,0.457154876049755,0.051300360258376906,0.051300360258376906,0.22067899472742902
12,gfdl-esm4,2081-2100_ssp370,3.532319558,0.5284846446264111,0.0807817623840866,0.5243415800818433,0.03084219102349728,0.5502131090516705,0.030206128176004498,0.11414763673169594,0.0,0.0,0.04162577705370794,0.057579261646711184,0.22165231060052998,0.0,0.0,0.071627086265222
13,gfdl-esm4,2021-2040_ssp585,1.529802668,0.5333639840858477,0.08346110346925757,0.523302776279826,0.03389104993185621,0.5527412740911313,0.5204803625760004,0.20494772015687712,0.503391914072788,0.14441900936898205,0.38245691506267565,0.9829431918276091,0.3953396983540776,0.9588726094833764,0.25968716699769023,0.6922658963703442
14,gfdl-esm4,2041-2060_ssp585,2.18911609,0.5333639840858477,0.08346110346925757,0.523302776279826,0.03389104993185621,0.5527412740911313,0.2404322016154805,0.21577415283573198,0.19640010548243494,0.12731022659594865,0.19851320715575607,0.44990764846017445,0.40115379175960714,0.3700710092397657,0.23414215453505274,0.3532544760731322
15,gfdl-esm4,2061-2080_ssp585,3.048039704,0.5333639840858477,0.08346110346925757,0.523302776279826,0.03389104993185621,0.5527412740911313,0.1003272276903264,0.18845148929102615,0.0,0.0,0.10026542383526657,0.18441398550377058,0.3434020522633521,0.0,0.0,0.17577117290578845
16,gfdl-esm4,2081-2100_ssp585,4.001455777,0.5333639840858477,0.08346110346925757,0.523302776279826,0.03389104993185621,0.5527412740911313,0.0318679893841681,0.13612598959224548,0.0,0.0,0.03048106772817061,0.0565625344586451,0.23978127643504688,0.0,0.0,0.05171484913974933
17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.8328627104237404,0.14580593553057053,0.8649338736251084,0.06106522687305671,0.7788923523592429,1.6543300677788522,0.41567168859159287,1.6719394087529345,0.2101956220871044,1.4818277670103712
18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.886682310779465,0.1327314384860072,0.9244699635495368,0.0416965128714476,0.8468409570382317,1.7647632367328154,0.42569400104777805,1.7918859992738343,0.2048513794043445,1.612674846845229
19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.8075397088188917,0.15221527940268476,0.8448392078360966,0.06805514880395791,0.7460558521128616,1.5997223986530458,0.3964810402717079,1.620514601448126,0.21335322107723598,1.4131289265873992
20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.6052317065775997,0.1754302436775023,0.6044342852729488,0.11709200067187997,0.4965654232010773,1.1838033990481214,0.34643185266507415,1.191112496031107,0.2195860872220805,0.9332292512997147
21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.4052652143691391,0.2375184186656126,0.3848437967454506,0.1650726994684839,0.2832394922380236,0.7861162142872223,0.4535440862870417,0.7578087680694118,0.32358537045923697,0.5331309487573107
22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.2395202047292971,0.22596643777275124,0.19055674996412725,0.14130557299617014,0.17724100019813188,0.4678549556525209,0.4364496911746621,0.3749480196610401,0.2797849301016717,0.3315519720746699
23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.11907493873344854,0.19975399070905955,0.0211661938739457,0.0211661938739457,0.09516182124684437,0.2219427939839488,0.36507468781045455,0.04127628384926506,0.04127628384926506,0.1732752447129292
24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,0.5186539392735285,0.09318422616863709,0.5082217800120509,0.04197555654354207,0.5375279080465986,0.19499145566392342,0.21286121864016158,0.13900062493729534,0.13856871980681615,0.15090901817534022,0.3745067078508296,0.40251726128269294,0.2735038725298223,0.2735038725298223,0.2798451491195529
25,ipsl-cm6a-lr,2021-2040_ssp370,1.678163601,0.5117978219940078,0.09098281057315462,0.5006085057002831,0.04141064701516067,0.5393039556671433,0.33609715211562186,0.22961908517571653,0.2954430532321456,0.13889830897877242,0.23166560407423567,0.6668096608230484,0.45342463474921213,0.5953175362743756,0.27891431708032205,0.4344704139993994
26,ipsl-cm6a-lr,2041-2060_ssp370,2.594826972,0.5117978219940078,0.09098281057315462,0.5006085057002831,0.04141064701516067,0.5393039556671433,0.18031016705255382,0.2431631213952652,0.08069385042759945,0.08069385042759945,0.1330661887531776,0.362624953222968,0.5002838342863356,0.1587281929037543,0.1587281929037543,0.250767281875354
27,ipsl-cm6a-lr,2061-2080_ssp370,3.513114684,0.5117978219940078,0.09098281057315462,0.5006085057002831,0.04141064701516067,0.5393039556671433,0.02630321504122842,0.11571918027686817,0.0,0.0,0.02513118264280919,0.04818102402267567,0.20771113091719792,0.0,0.0,0.04548942098855894
