,gcm,period_scenario,temp_ch_ipcc,area_rgi,mass_2020,area_steady,volume_steady,mass_steady,mass_remaining
0,era5,2014-2023,1.2,51591.6,12965,40670.17952551013,8611.738313882546,7750.564482494292,59.78067475892242
1,gfdl-esm4,1851-1870_hist,0.231409328,51591.6,12965,49551.4882471435,11163.868490949893,10047.481641854904,77.49696599965216
2,gfdl-esm4,1901-1920_hist,0.478289046,51591.6,12965,47417.07591399805,10605.725810352182,9545.153229316962,73.62246995230977
3,gfdl-esm4,1951-1970_hist,0.392281326,51591.6,12965,46688.20930131053,10465.87142751778,9419.284284766003,72.65163351150021
4,gfdl-esm4,1995-2014_hist,0.901467077,51591.6,12965,48720.84211004761,10977.471539756178,9879.72438578056,76.20304192657586
5,gfdl-esm4,2021-2040_ssp126,1.493792069,51591.6,12965,32316.22730855868,6850.929039048042,6165.836135143238,47.557548284945916
6,gfdl-esm4,2041-2060_ssp126,1.678749959,51591.6,12965,37177.469202410546,7933.337573491106,7140.003816141996,55.07137536553795
7,gfdl-esm4,2061-2080_ssp126,1.730055687,51591.6,12965,27345.387955852653,5662.237469185431,5096.013722266888,39.305929211468474
8,gfdl-esm4,2081-2100_ssp126,1.684476548,51591.6,12965,31028.903818752522,6497.080512715216,5847.372461443694,45.1012145117138
9,gfdl-esm4,2021-2040_ssp370,1.488564228,51591.6,12965,33081.22809884639,7007.900241746338,6307.110217571705,48.64720568894489
10,gfdl-esm4,2041-2060_ssp370,2.049608082,51591.6,12965,26131.834085447495,5177.914773206204,4660.123295885583,35.943874245164544
11,gfdl-esm4,2061-2080_ssp370,2.814161775,51591.6,12965,15312.970058508066,2769.5537892528723,2492.598410327585,19.22559514329028
12,gfdl-esm4,2081-2100_ssp370,3.532319558,51591.6,12965,5779.162594708275,1045.180490459878,940.6624414138903,7.255398699682917
13,gfdl-esm4,2021-2040_ssp585,1.529802668,51591.6,12965,37547.40460268302,8067.333946419236,7260.600551777313,56.001546870631024
14,gfdl-esm4,2041-2060_ssp585,2.18911609,51591.6,12965,25672.254719291217,5364.913275093463,4828.421947584117,37.241974142569354
15,gfdl-esm4,2061-2080_ssp585,3.048039704,51591.6,12965,9307.50145046984,1725.6680062571565,1553.101205631441,11.979184000242507
16,gfdl-esm4,2081-2100_ssp585,4.001455777,51591.6,12965,3108.8066730547025,512.8514565097934,461.56631085881406,3.560094954560849
17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,51591.6,12965,62939.32454841749,14843.108386030828,13358.797547427746,103.03738949037984
18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,51591.6,12965,62919.23795118346,14842.551613195274,13358.296451875745,103.03352450347663
19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,51591.6,12965,60718.81879774184,14226.473986611214,12803.826587950092,98.75685760084914
20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,51591.6,12965,50412.00386150199,11434.207350571167,10290.78661551405,79.37359518329387
21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,51591.6,12965,29260.114599818062,6244.519471097562,5620.067523987805,43.347994785868146
22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,51591.6,12965,12682.926075800233,2638.2253935823064,2374.4028542240753,18.31394411279657
23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,51591.6,12965,11756.59154531453,2402.9735204892454,2162.676168440321,16.680880589589826
24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,51591.6,12965,7695.88803409106,1536.0192833868587,1382.4173550481728,10.66268688814634
25,ipsl-cm6a-lr,2021-2040_ssp370,1.678163601,51591.6,12965,32125.044313655228,6575.09856170081,5917.588705530729,45.64279757447535
26,ipsl-cm6a-lr,2041-2060_ssp370,2.594826972,51591.6,12965,9824.626994683358,1938.655303837829,1744.789773454046,13.457692043610074
27,ipsl-cm6a-lr,2061-2080_ssp370,3.513114684,51591.6,12965,2545.187636284784,478.32388324260114,430.49149491834106,3.3204126102455924
28,ipsl-cm6a-lr,2081-2100_ssp370,4.677751369,51591.6,12965,453.40627518536405,72.35479901079349,65.11931910971414,0.5022701049727276
29,ipsl-cm6a-lr,2021-2040_ssp585,1.66491004,51591.6,12965,34961.04202265949,7483.530024760843,6735.177022284758,51.94891648503477
30,ipsl-cm6a-lr,2041-2060_ssp585,2.84393776,51591.6,12965,8308.448504926377,1679.9902424102793,1511.9912181692514,11.662099638790986
31,ipsl-cm6a-lr,2061-2080_ssp585,4.160098437,51591.6,12965,965.1298120676449,167.10499327277574,150.39449394549817,1.1600038098380112
32,ipsl-cm6a-lr,2081-2100_ssp585,5.849305066,51591.6,12965,55.710418725097945,6.939970735775361,6.245973662197825,0.048175654934036444
33,mpi-esm1-2-hr,1851-1870_hist,0.083373661,51591.6,12965,53867.821889343555,12253.946225555846,11028.55160300026,85.06403087543588
