,gcm,period_scenario,temp_ch_ipcc,area_rgi,mass_2020,area_steady,volume_steady,mass_steady,mass_remaining
0,era5,2014-2023,1.2,132867.219,41377,96187.98029098132,28149.27779489926,25334.35001540933,61.228097772698185
1,gfdl-esm4,1851-1870_hist,0.231409328,132867.219,41377,135666.31290469161,43241.99965308052,38917.799687772465,94.05660073899138
2,gfdl-esm4,1901-1920_hist,0.478289046,132867.219,41377,95121.38921834173,27691.106386276388,24921.995747648747,60.23151931664632
3,gfdl-esm4,1951-1970_hist,0.392281326,132867.219,41377,136873.94282452977,43749.29350030625,39374.36415027562,95.16002646464369
4,gfdl-esm4,1995-2014_hist,0.901467077,132867.219,41377,115101.16031385926,35260.85896149652,31734.773065346868,76.69665047090622
5,gfdl-esm4,2021-2040_ssp126,1.493792069,132867.219,41377,67270.62607641575,17955.84874258845,16160.263868329605,39.05615165026368
6,gfdl-esm4,2041-2060_ssp126,1.678749959,132867.219,41377,86488.31524658963,24646.989187973268,22182.29026917594,53.61019471971371
7,gfdl-esm4,2061-2080_ssp126,1.730055687,132867.219,41377,91988.23631880309,26640.29945842579,23976.26951258321,57.94588663407983
8,gfdl-esm4,2081-2100_ssp126,1.684476548,132867.219,41377,92602.49170932542,26891.33022681248,24202.197204131233,58.491909041571965
9,gfdl-esm4,2021-2040_ssp370,1.488564228,132867.219,41377,87783.98842263475,25126.324443951682,22613.691999556515,54.65280711399211
10,gfdl-esm4,2041-2060_ssp370,2.049608082,132867.219,41377,76993.30486947564,21329.051472195988,19196.146324976387,46.39327724333902
11,gfdl-esm4,2061-2080_ssp370,2.814161775,132867.219,41377,55577.53777919832,14210.702698822994,12789.632428940695,30.910004178506647
12,gfdl-esm4,2081-2100_ssp370,3.532319558,132867.219,41377,31114.59183421524,6855.788965518967,6170.21006896707,14.912173596362882
13,gfdl-esm4,2021-2040_ssp585,1.529802668,132867.219,41377,64327.951790810825,16971.558629546395,15274.402766591757,36.9152011179925
14,gfdl-esm4,2041-2060_ssp585,2.18911609,132867.219,41377,56141.87415770875,14350.544185948693,12915.489767353823,31.214176395953846
15,gfdl-esm4,2061-2080_ssp585,3.048039704,132867.219,41377,42949.846927869075,10273.136864804339,9245.823178323906,22.34532029466589
16,gfdl-esm4,2081-2100_ssp585,4.001455777,132867.219,41377,15239.83277132111,2798.4353851525498,2518.5918466372946,6.086936816679059
17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,132867.219,41377,171920.10971573865,58190.454459372195,52371.409013434975,126.57130534701639
18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,132867.219,41377,164597.641583638,55097.768759076935,49587.99188316924,119.84433835988409
19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,132867.219,41377,130046.10515853325,40985.990104025914,36887.39109362333,89.14950599034084
20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,132867.219,41377,112420.91300168671,34195.84121299259,30776.257091693336,74.38010752759585
21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,132867.219,41377,88710.81872763901,25435.11252104563,22891.601268941067,55.32445868221734
22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,132867.219,41377,88692.31078094555,25458.3404868704,22912.50643818336,55.37498232878981
23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,132867.219,41377,99495.14784295202,29416.883893285965,26475.19550395737,63.98529498020004
24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,132867.219,41377,74445.62994419657,20404.624801350892,18364.162321215805,44.3825369679189
25,ipsl-cm6a-lr,2021-2040_ssp370,1.678163601,132867.219,41377,88137.04958869962,25224.742829194143,22702.26854627473,54.86687905424446
26,ipsl-cm6a-lr,2041-2060_ssp370,2.594826972,132867.219,41377,57283.49503933966,14738.169046820542,13264.352142138487,32.057307543172506
27,ipsl-cm6a-lr,2061-2080_ssp370,3.513114684,132867.219,41377,43949.1117339249,10577.067150968904,9519.360435872011,23.006405577668783
28,ipsl-cm6a-lr,2081-2100_ssp370,4.677751369,132867.219,41377,27045.83904379338,5764.361281391141,5187.925153252027,12.538185835734893
29,ipsl-cm6a-lr,2021-2040_ssp585,1.66491004,132867.219,41377,87751.91664913027,25071.56090597847,22564.40481538062,54.533689768181894
30,ipsl-cm6a-lr,2041-2060_ssp585,2.84393776,132867.219,41377,50404.65180328138,12558.824505342733,11302.94205480846,27.316968496528165
31,ipsl-cm6a-lr,2061-2080_ssp585,4.160098437,132867.219,41377,34211.99450569749,7725.406094324095,6952.865484891686,16.803696461540678
32,ipsl-cm6a-lr,2081-2100_ssp585,5.849305066,132867.219,41377,15080.772652332806,2768.4023321004643,2491.5620988904175,6.02161127894825
33,mpi-esm1-2-hr,1851-1870_hist,0.083373661,132867.219,41377,121037.01826091741,37449.598422536765,33704.63858028309,81.45742460855811
34,mpi-esm1-2-hr,1901-1920_hist,0.101656085,132867.219,41377,147114.17477184336,47865.25423240059,43078.72880916053,104.11274091683913
35,mpi-esm1-2-hr,1951-1970_hist,0.353009146,132867.219,41377,129264.41985050858,40666.161310863696,36599.54517977733,88.45383952383528
36,mpi-esm1-2-hr,1995-2014_hist,0.904939372,132867.219,41377,105215.72051793491,31448.028771469682,28303.225894322717,68.40328176117823
37,mpi-esm1-2-hr,2021-2040_ssp126,1.469113359,132867.219,41377,65732.41736113885,17452.638960470806,15707.375064423726,37.961609262207816
38,mpi-esm1-2-hr,2041-2060_ssp126,1.656830929,132867.219,41377,88094.71328021899,25211.243561293908,22690.11920516452,54.83751650715257
39,mpi-esm1-2-hr,2061-2080_ssp126,1.695689732,132867.219,41377,84276.4864243217,23870.29747435874,21483.267726922862,51.92079591783566
40,mpi-esm1-2-hr,2081-2100_ssp126,1.659995843,132867.219,41377,60014.20239397162,15599.632699572323,14039.669429615093,33.93109560774124
41,mpi-esm1-2-hr,2021-2040_ssp370,1.493779364,132867.219,41377,82991.085324478,23404.048541849166,21063.643687664247,50.90664786636113
42,mpi-esm1-2-hr,2041-2060_ssp370,2.092677072,132867.219,41377,45463.036436748574,10994.556610442185,9895.100949397965,23.91449585373025
43,mpi-esm1-2-hr,2061-2080_ssp370,2.718960922,132867.219,41377,30756.265431502718,6739.99861508501,6065.998753576509,14.660315522093214
44,mpi-esm1-2-hr,2081-2100_ssp370,3.454510652,132867.219,41377,16995.239461062883,3214.131975646532,2892.7187780818786,6.991127384976868
45,mpi-esm1-2-hr,2021-2040_ssp585,1.528303178,132867.219,41377,88591.02072226265,25396.23050250781,22856.607452257027,55.2398855698988
46,mpi-esm1-2-hr,2041-2060_ssp585,2.139652727,132867.219,41377,78529.35447110177,21875.47674829977,19687.929073469793,47.58181857908934
47,mpi-esm1-2-hr,2061-2080_ssp585,2.950347,132867.219,41377,68830.79976617494,18566.42791672176,16709.785125049588,40.384235505352216
48,mpi-esm1-2-hr,2081-2100_ssp585,3.99079854,132867.219,41377,35247.76253630419,8041.141740220674,7237.027566198607,17.490459835654125
49,mri-esm2-0,1851-1870_hist,0.190948213,132867.219,41377,180043.2514980228,61780.96250967772,55602.86625870995,134.38109640309824
50,mri-esm2-0,1901-1920_hist,0.252478266,132867.219,41377,153793.10678734185,50644.7363893748,45580.26275043732,110.15845216046915
51,mri-esm2-0,1951-1970_hist,0.382652065,132867.219,41377,162155.84429073485,54146.054795314696,48731.449315783226,117.77424490848351
52,mri-esm2-0,1995-2014_hist,0.922248887,132867.219,41377,111314.99174815163,33794.628119916175,30415.165307924555,73.50742032511917
53,mri-esm2-0,2021-2040_ssp126,1.72632431,132867.219,41377,56940.154901541486,14544.533333159598,13090.079999843638,31.636126350010002
54,mri-esm2-0,2041-2060_ssp126,1.996245332,132867.219,41377,86377.48316338041,24630.675490998285,22167.607941898455,53.574710447587925
55,mri-esm2-0,2061-2080_ssp126,2.09126599,132867.219,41377,69813.77374717132,18819.34920009022,16937.414280081197,40.934370012521924
56,mri-esm2-0,2081-2100_ssp126,1.94778826,132867.219,41377,71604.03710314058,19495.975141359875,17546.377627223887,42.406113607134124
57,mri-esm2-0,2021-2040_ssp370,1.705488886,132867.219,41377,84248.83724166799,23853.46790268363,21468.12111241527,51.88418955558709
58,mri-esm2-0,2041-2060_ssp370,2.404955866,132867.219,41377,56487.13012601031,14469.077434487446,13022.169691038702,31.472000606710736
59,mri-esm2-0,2061-2080_ssp370,3.105613809,132867.219,41377,18792.06721944536,3627.6554488198863,3264.8899039378975,7.89059115918964
60,mri-esm2-0,2081-2100_ssp370,3.811452497,132867.219,41377,16604.594892220706,3119.900182485154,2807.9101642366386,6.786161790938537
61,mri-esm2-0,2021-2040_ssp585,1.911734937,132867.219,41377,71989.50733133315,19587.712211168116,17628.940990051306,42.6056528749095
62,mri-esm2-0,2041-2060_ssp585,2.687007085,132867.219,41377,47019.792304331255,11476.969763646961,10329.272787282265,24.963803048269003
63,mri-esm2-0,2061-2080_ssp585,3.541685939,132867.219,41377,15229.486819148759,2793.8989307329634,2514.509037659667,6.077069477390016
64,mri-esm2-0,2081-2100_ssp585,4.594325176,132867.219,41377,926.9426023840504,94.8320600508256,85.34885404574305,0.2062712474218601
65,ukesm1-0-ll,1851-1870_hist,0.373094842,132867.219,41377,136367.0152500571,43431.33349924764,39088.200149322874,94.46842484791762
66,ukesm1-0-ll,1901-1920_hist,0.353528895,132867.219,41377,146534.5213905245,47575.10599708759,42817.59539737883,103.48163326818964
67,ukesm1-0-ll,1951-1970_hist,0.23742077,132867.219,41377,127760.98645732708,40026.315370821685,36023.68383373952,87.062096898614
68,ukesm1-0-ll,1995-2014_hist,1.058767333,132867.219,41377,108357.47806202382,32676.314759942914,29408.683283948623,71.07495295441579
69,ukesm1-0-ll,2021-2040_ssp126,2.176143904,132867.219,41377,71077.73410668618,19261.92128940487,17335.729160464383,41.89701805463031
70,ukesm1-0-ll,2041-2060_ssp126,2.739835015,132867.219,41377,47951.840688502016,11718.219652486441,10546.397687237799,25.48855085491408
71,ukesm1-0-ll,2061-2080_ssp126,2.951472593,132867.219,41377,42581.65774379849,10085.714585502581,9077.143126952322,21.937654075820678
72,ukesm1-0-ll,2081-2100_ssp126,3.038482623,132867.219,41377,42414.02187829427,10011.885389604933,9010.69685064444,21.777066608609708
73,ukesm1-0-ll,2021-2040_ssp370,2.32331738,132867.219,41377,76977.327215005,21276.71215987223,19149.040943885007,46.27943288272472
74,ukesm1-0-ll,2041-2060_ssp370,3.414120006,132867.219,41377,22278.196195570003,4467.3997975775965,4020.659817819837,9.717137099886017
