,gcm,period_scenario,temp_ch_ipcc,area_rgi,mass_2020,area_steady,volume_steady,mass_steady,mass_remaining
0,era5,2014-2023,1.2,86725.05299999999,16246,52565.72658189069,14729.902951734079,13256.91265656067,81.60108738496041
1,gfdl-esm4,1851-1870_hist,0.231409328,86725.05299999999,16246,74986.22994264028,19024.098511583827,17121.688660425443,105.39018010849097
2,gfdl-esm4,1901-1920_hist,0.478289046,86725.05299999999,16246,64487.09479494048,17001.073191225016,15300.965872102513,94.18297348333444
3,gfdl-esm4,1951-1970_hist,0.392281326,86725.05299999999,16246,71576.30550312228,18218.793443635186,16396.914099271668,100.92893080925562
4,gfdl-esm4,1995-2014_hist,0.901467077,86725.05299999999,16246,63922.019985411585,16715.01006568644,15043.509059117798,92.59823377519265
5,gfdl-esm4,2021-2040_ssp126,1.493792069,86725.05299999999,16246,51875.93146058853,13757.541831076982,12381.787647969284,76.21437675716659
6,gfdl-esm4,2041-2060_ssp126,1.678749959,86725.05299999999,16246,47077.14610593263,12951.119488948969,11656.007540054072,71.74693795429073
7,gfdl-esm4,2061-2080_ssp126,1.730055687,86725.05299999999,16246,47051.832915046776,13378.770456319511,12040.89341068756,74.11604955489081
8,gfdl-esm4,2081-2100_ssp126,1.684476548,86725.05299999999,16246,43210.09335921497,12426.579361541375,11183.921425387238,68.84107734449857
9,gfdl-esm4,2021-2040_ssp370,1.488564228,86725.05299999999,16246,52828.37549194153,14291.472388799171,12862.325149919254,79.17225870933925
10,gfdl-esm4,2041-2060_ssp370,2.049608082,86725.05299999999,16246,46945.200544486615,13073.263321654402,11765.936989488962,72.42359343523921
11,gfdl-esm4,2061-2080_ssp370,2.814161775,86725.05299999999,16246,38456.45072640091,10941.518619060009,9847.366757154008,60.61410043797862
12,gfdl-esm4,2081-2100_ssp370,3.532319558,86725.05299999999,16246,26090.089182803444,8536.334855983021,7682.701370384719,47.289802846145015
13,gfdl-esm4,2021-2040_ssp585,1.529802668,86725.05299999999,16246,54189.98724911694,14687.80606391334,13219.025457522006,81.36787798548569
14,gfdl-esm4,2041-2060_ssp585,2.18911609,86725.05299999999,16246,41936.48577287955,12075.540719755976,10867.98664778038,66.89638463486631
15,gfdl-esm4,2061-2080_ssp585,3.048039704,86725.05299999999,16246,34215.96553303677,10358.29684783046,9322.467163047411,57.38315377968368
16,gfdl-esm4,2081-2100_ssp585,4.001455777,86725.05299999999,16246,29170.65343433282,9064.752037116648,8158.276833404983,50.21714165582287
17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,86725.05299999999,16246,96658.95815651989,23735.21922072318,21361.69729865086,131.4889652754577
18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,86725.05299999999,16246,100202.91696881386,24510.61907301048,22059.557165709433,135.78454490772765
19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,86725.05299999999,16246,86550.52686064247,21349.631832473424,19214.66864922608,118.27322817448038
20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,86725.05299999999,16246,69404.35219443348,17704.187118741596,15933.768406867439,98.07810172884058
21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,86725.05299999999,16246,56072.03144847596,14746.114619291242,13271.503157362118,81.69089718922885
22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,86725.05299999999,16246,46049.203688245194,12561.743969906398,11305.569572915758,69.58986564640993
23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,86725.05299999999,16246,35923.250740220145,10507.920122630147,9457.128110367132,58.21204056609093
24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,86725.05299999999,16246,41355.75604210287,11673.679583612044,10506.311625250837,64.67014419088291
25,ipsl-cm6a-lr,2021-2040_ssp370,1.678163601,86725.05299999999,16246,58056.69100369375,14859.113649908311,13373.20228491748,82.31689206523131
26,ipsl-cm6a-lr,2041-2060_ssp370,2.594826972,86725.05299999999,16246,36840.71825725652,10581.378184502591,9523.240366052332,58.61898538749435
27,ipsl-cm6a-lr,2061-2080_ssp370,3.513114684,86725.05299999999,16246,24749.591971424677,8161.623097194821,7345.460787475338,45.21396520666834
28,ipsl-cm6a-lr,2081-2100_ssp370,4.677751369,86725.05299999999,16246,19340.89842519471,6535.829331808994,5882.246398628094,36.207351955115676
29,ipsl-cm6a-lr,2021-2040_ssp585,1.66491004,86725.05299999999,16246,51113.02110294055,13924.967064949755,12532.470358454779,77.14188328483799
30,ipsl-cm6a-lr,2041-2060_ssp585,2.84393776,86725.05299999999,16246,34021.468075127494,10178.430971462783,9160.587874316505,56.38672826736738
31,ipsl-cm6a-lr,2061-2080_ssp585,4.160098437,86725.05299999999,16246,20086.24446091399,7139.976957829656,6425.979262046691,39.55422419085738
32,ipsl-cm6a-lr,2081-2100_ssp585,5.849305066,86725.05299999999,16246,13118.588284794632,4853.093406125841,4367.784065513257,26.88528908970366
33,mpi-esm1-2-hr,1851-1870_hist,0.083373661,86725.05299999999,16246,78629.97334696527,18949.25850598481,17054.332655386326,104.97557956042303
34,mpi-esm1-2-hr,1901-1920_hist,0.101656085,86725.05299999999,16246,78933.23015924991,19254.086037405315,17328.677433664783,106.66427079690253
35,mpi-esm1-2-hr,1951-1970_hist,0.353009146,86725.05299999999,16246,81188.89871753167,19321.179556141462,17389.061600527315,107.03595716193104
36,mpi-esm1-2-hr,1995-2014_hist,0.904939372,86725.05299999999,16246,64380.44931317303,16452.924236431107,14807.631812787997,91.1463240969346
