,gcm,period_scenario,temp_ch_ipcc,area_rgi,mass_2020,area_steady,volume_steady,mass_steady,mass_remaining
0,era5,2014-2023,1.2,14524.224,795,7854.63107826421,431.67926302633896,388.5113367237051,48.86935053128366
1,gfdl-esm4,1851-1870_hist,0.231409328,14524.224,795,14805.455217781337,949.6156249914018,854.6540624922616,107.50365565940396
2,gfdl-esm4,1901-1920_hist,0.478289046,14524.224,795,12307.963058227191,763.06658243569,686.7599241921208,86.38489612479508
3,gfdl-esm4,1951-1970_hist,0.392281326,14524.224,795,14912.379044309258,977.2588171211148,879.5329354090032,110.63307363635262
4,gfdl-esm4,1995-2014_hist,0.901467077,14524.224,795,13039.041666767958,844.367218025624,759.9304962230616,95.58874166327819
5,gfdl-esm4,2021-2040_ssp126,1.493792069,14524.224,795,8638.4964627583,491.5393461105467,442.3854114994921,55.64596371062793
6,gfdl-esm4,2041-2060_ssp126,1.678749959,14524.224,795,5444.472232333947,314.87937407452745,283.3914366670747,35.646721593342725
7,gfdl-esm4,2061-2080_ssp126,1.730055687,14524.224,795,5136.281175594166,289.95983404880934,260.9638506439284,32.825641590431246
8,gfdl-esm4,2081-2100_ssp126,1.684476548,14524.224,795,6307.050125738607,372.9264520814867,335.633806873338,42.218088914885286
9,gfdl-esm4,2021-2040_ssp370,1.488564228,14524.224,795,8171.805732018248,465.2571002832998,418.7313902549698,52.6706151264113
10,gfdl-esm4,2041-2060_ssp370,2.049608082,14524.224,795,6018.022600077025,328.4947665592644,295.6452899033379,37.18808678029408
11,gfdl-esm4,2061-2080_ssp370,2.814161775,14524.224,795,3205.191151515998,176.80795726480613,159.1271615383255,20.015995162053525
12,gfdl-esm4,2081-2100_ssp370,3.532319558,14524.224,795,1040.3278453834077,59.33306187574187,53.39975568816768,6.716950401027382
13,gfdl-esm4,2021-2040_ssp585,1.529802668,14524.224,795,10054.624946443666,599.7159151738515,539.7443236564663,67.89236775553036
14,gfdl-esm4,2041-2060_ssp585,2.18911609,14524.224,795,5130.7471394888125,281.61604521747864,253.45444069573074,31.881061722733428
15,gfdl-esm4,2061-2080_ssp585,3.048039704,14524.224,795,2552.9398880264025,141.71932019326096,127.54738817393486,16.043696625652185
16,gfdl-esm4,2081-2100_ssp585,4.001455777,14524.224,795,751.1180530319266,50.34128481066058,45.30715632959453,5.699013374791765
17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,14524.224,795,21522.398417478442,1638.9231964092555,1475.03087676833,185.53847506519872
18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,14524.224,795,23422.8507147458,1820.4380624149412,1638.394256173447,206.08732782055935
19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,14524.224,795,20524.60107063494,1544.8141348757454,1390.3327213881707,174.8846190425372
20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,14524.224,795,13554.430689229348,882.8708753147444,794.5837877832698,99.94764626204652
21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,14524.224,795,7743.313321083702,393.0282912020849,353.72546208187646,44.49376881533037
22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,14524.224,795,4815.53511005425,219.82014792758804,197.8381331348292,24.885299765387323
23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,14524.224,795,2516.6884678653996,104.70061665559928,94.23055499003937,11.852899998747091
24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,14524.224,795,4064.533631125789,188.30763919404228,169.47687527463808,21.317845946495357
25,ipsl-cm6a-lr,2021-2040_ssp370,1.678163601,14524.224,795,6310.345614300013,294.7262960228387,265.25366642055485,33.36524105918929
26,ipsl-cm6a-lr,2041-2060_ssp370,2.594826972,14524.224,795,3642.2001738287818,144.87842508292437,130.39058257463194,16.401331141463135
27,ipsl-cm6a-lr,2061-2080_ssp370,3.513114684,14524.224,795,660.6985400681315,26.749949984311506,24.074954985880357,3.0282962246390386
28,ipsl-cm6a-lr,2081-2100_ssp370,4.677751369,14524.224,795,83.4078416920344,3.5962814754771872,3.236653327929469,0.40712620477100236
29,ipsl-cm6a-lr,2021-2040_ssp585,1.66491004,14524.224,795,5664.626063125963,272.3013977349912,245.07125796149208,30.82657332848957
30,ipsl-cm6a-lr,2041-2060_ssp585,2.84393776,14524.224,795,1435.8921592267607,58.7233099297763,52.85097893679866,6.647921878842598
31,ipsl-cm6a-lr,2061-2080_ssp585,4.160098437,14524.224,795,113.3420847853094,4.821616249747457,4.339454624772712,0.545843349028014
32,ipsl-cm6a-lr,2081-2100_ssp585,5.849305066,14524.224,795,27.574564401115484,1.2278891555884985,1.1051002400296486,0.13900631950058473
33,mpi-esm1-2-hr,1851-1870_hist,0.083373661,14524.224,795,16543.308037534538,1125.0109950489577,1012.509895544062,127.35973528856125
34,mpi-esm1-2-hr,1901-1920_hist,0.101656085,14524.224,795,18306.659570285417,1312.3706669074663,1181.1336002167197,148.57026417820373
