region_class,n_glaciers,rgi_area_km2,vol_2020_m3,experiment,gcm,period_scenario,temp_ch_ipcc,area_steady,volume_steady,mass_remaining
MT_all,3242,281468.73,87727795003681.53,61,mri-esm2-0,2021-2040_ssp585,1.911734937,158424.824730511,45817935720890.27,52.22738781815672
MT_all,3242,281468.73,87727795003681.53,62,mri-esm2-0,2041-2060_ssp585,2.687007085,92450.04938094704,24455419835412.34,27.876478411871698
MT_all,3242,281468.73,87727795003681.53,63,mri-esm2-0,2061-2080_ssp585,3.541685939,58499.96665729799,15040951354075.656,17.14502382448397
MT_all,3242,281468.73,87727795003681.53,64,mri-esm2-0,2081-2100_ssp585,4.594325176,22137.39960058704,5522602761446.701,6.29515737995574
MT_all,3242,281468.73,87727795003681.53,65,ukesm1-0-ll,1851-1870_hist,0.373094842,274914.3081293579,86203169260391.81,98.26209499141551
MT_all,3242,281468.73,87727795003681.53,66,ukesm1-0-ll,1901-1920_hist,0.353528895,293024.400929285,92586444891505.89,105.5383244131697
MT_all,3242,281468.73,87727795003681.53,67,ukesm1-0-ll,1951-1970_hist,0.23742077,276351.6212742226,86088651142420.58,98.13155698123705
MT_all,3242,281468.73,87727795003681.53,68,ukesm1-0-ll,1995-2014_hist,1.058767333,234936.89975282794,70906626521197.73,80.82572520855234
MT_all,3242,281468.73,87727795003681.53,69,ukesm1-0-ll,2021-2040_ssp126,2.176143904,145372.164125665,40680131473364.24,46.37085825724571
MT_all,3242,281468.73,87727795003681.53,70,ukesm1-0-ll,2041-2060_ssp126,2.739835015,95395.31851096684,25459428657343.33,29.02093761307339
MT_all,3242,281468.73,87727795003681.53,71,ukesm1-0-ll,2061-2080_ssp126,2.951472593,83709.57961979028,21831765563831.984,24.885802228262783
MT_all,3242,281468.73,87727795003681.53,72,ukesm1-0-ll,2081-2100_ssp126,3.038482623,76211.74799478754,19642809789722.496,22.3906343353303
MT_all,3242,281468.73,87727795003681.53,73,ukesm1-0-ll,2021-2040_ssp370,2.32331738,148444.3085938449,42392311590966.9,48.32255454407339
MT_all,3242,281468.73,87727795003681.53,74,ukesm1-0-ll,2041-2060_ssp370,3.414120006,57506.33530340407,13813744807837.691,15.74614386154125
MT_all,3242,281468.73,87727795003681.53,75,ukesm1-0-ll,2061-2080_ssp370,4.439976801,26431.973405055156,5901266789066.595,6.72679256194567
MT_all,3242,281468.73,87727795003681.53,76,ukesm1-0-ll,2081-2100_ssp370,5.840495128,7463.31942921619,1675332570458.5388,1.9096941515379848
MT_all,3242,281468.73,87727795003681.53,77,ukesm1-0-ll,2021-2040_ssp585,2.319732626,130786.1500792845,36078735649013.87,41.12577507219896
MT_all,3242,281468.73,87727795003681.53,78,ukesm1-0-ll,2041-2060_ssp585,3.646967578,50766.10584337625,11939759615248.473,13.610007654640603
MT_all,3242,281468.73,87727795003681.53,79,ukesm1-0-ll,2061-2080_ssp585,5.230543689,17649.46051711588,3832504198805.2393,4.368631627689271
MT_all,3242,281468.73,87727795003681.53,80,ukesm1-0-ll,2081-2100_ssp585,6.884361024,2627.7854317978686,485191994701.2502,0.5530653023718297
