region_class,n_glaciers,rgi_area_km2,experiment,gcm,period_scenario,temp_ch_ipcc,AAR_mean_mean,AAR_mean_std,AAR_mean_median,AAR_mean_MAD,AAR_mean_area_weighted_mean,AAR_steady_mean,AAR_steady_std,AAR_steady_median,AAR_steady_MAD,AAR_steady_area_weighted_mean,disequilibrium_mean,disequilibrium_std,disequilibrium_median,disequilibrium_MAD,disequilibrium_area_weighted_mean
MT_all,3242,281468.73,0,era5,2014-2023,1.2,0.48637631439289736,0.16161425757661416,0.5088757846394659,0.0449880552070519,0.5164220840536278,0.7058127961306374,0.09478828727996812,0.7098785775055028,0.00878588567696248,0.7331671793516156,0.6820776663144658,0.18257068740134977,0.7248198381200208,0.048611839798797574,0.7044094892179762
MT_all,3242,281468.73,1,gfdl-esm4,1851-1870_hist,0.231409328,0.6666351869554451,0.15054208734355753,0.7215000451761082,0.0498940680008636,0.6922355650615929,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.9359998569996645,0.16837912725880813,1.0211896891406156,0.03685418184367739,0.9419919404078858
MT_all,3242,281468.73,2,gfdl-esm4,1901-1920_hist,0.478289046,0.5565745156016738,0.14617375898394858,0.5125082980011708,0.0023046162056008512,0.5831955973957708,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.7741966159636506,0.15488522982590228,0.7147807826313277,0.02251840900100105,0.783679174259885
MT_all,3242,281468.73,3,gfdl-esm4,1951-1970_hist,0.392281326,0.6492626868555742,0.15814831366540716,0.7209018564748924,0.03283142323598648,0.68355588998853,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.9146675577435629,0.18127395173278332,1.0309500338713147,0.010568327539343447,0.9354199393216606
MT_all,3242,281468.73,4,gfdl-esm4,1995-2014_hist,0.901467077,0.5812180508091324,0.16992303806661216,0.6140295928915287,0.04116944924791388,0.6156122377329336,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.8067569169462514,0.18615595905468846,0.8679711902346253,0.05483520760024713,0.8328238619538673
MT_all,3242,281468.73,5,gfdl-esm4,2021-2040_ssp126,1.493792069,0.38034763655308007,0.14573105874992276,0.3434365782497381,0.03134599018827333,0.43667143406769515,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.5357450537318043,0.1668194669109123,0.5055180542051512,0.04074137141524237,0.5943326771308526
MT_all,3242,281468.73,6,gfdl-esm4,2041-2060_ssp126,1.678749959,0.4395812112321957,0.16398278407266714,0.4592217065192046,0.03999604292165315,0.4942221053658888,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.6095177817286541,0.1912779255062639,0.651688691855941,0.04564399392663143,0.6660707166511116
MT_all,3242,281468.73,7,gfdl-esm4,2061-2080_ssp126,1.730055687,0.4283247770045449,0.15004111619573754,0.4873298692777782,0.032953868944959774,0.4884057786995528,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.6002545537507351,0.18899728217788211,0.693680590519474,0.04505845353375315,0.6627848436056893
MT_all,3242,281468.73,8,gfdl-esm4,2081-2100_ssp126,1.684476548,0.44293623663485915,0.149144800553603,0.4937531616418151,0.03728769437184301,0.4875534930378126,0.7070865759270517,0.08889575099882777,0.7025277569217172,0.014629426230216125,0.733730819244129,0.6154602912006532,0.18717388371433336,0.699083385550627,0.03343488940458911,0.6587580074584798
MT_all,3242,281468.73,9,gfdl-esm4,2021-2040_ssp370,1.488564228,0.43705110622477783,0.1567591817502784,0.4595139357775192,0.029194154812098555,0.49365416497161424,0.7049657516884761,0.09452973582373919,0.6948657023838789,0.019185705277618093,0.7293957054115398,0.6118279869476253,0.18225437751417867,0.6611842263478703,0.040004328406672174,0.672171427041306
MT_all,3242,281468.73,10,gfdl-esm4,2041-2060_ssp370,2.049608082,0.3781943450452424,0.13897420147742068,0.4029185423833361,0.023113868361740064,0.43634183851645325,0.7049657516884761,0.09452973582373919,0.6948657023838789,0.019185705277618093,0.7293957054115398,0.530214888649499,0.17211486303733994,0.5798509568122899,0.026983874766015714,0.59429979635852
MT_all,3242,281468.73,11,gfdl-esm4,2061-2080_ssp370,2.814161775,0.2538224081709616,0.14367663919041893,0.2689372402925055,0.025823324003122053,0.3125047649866739,0.7049657516884761,0.09452973582373919,0.6948657023838789,0.019185705277618093,0.7293957054115398,0.3673541300706286,0.1874519411791652,0.4188804059658664,0.04116913228280747,0.4382763218515241
MT_all,3242,281468.73,12,gfdl-esm4,2081-2100_ssp370,3.532319558,0.1602107111702502,0.12545973819899864,0.161653591896441,0.03238362905704985,0.22131391172589496,0.7049657516884761,0.09452973582373919,0.6948657023838789,0.019185705277618093,0.7293957054115398,0.22677996758559538,0.16974571697366572,0.23264005021668976,0.04588417646704142,0.29953652328570834
MT_all,3242,281468.73,13,gfdl-esm4,2021-2040_ssp585,1.529802668,0.37718417487372047,0.17072765516769314,0.3472143313268825,0.018459665747390247,0.4365086224853002,0.7263593563904527,0.09641337970707677,0.7460228223925776,0.012557123720813967,0.7516569968103384,0.5179683730402449,0.2184333306336681,0.4822225036462843,0.030729565690999078,0.5824901183481153
MT_all,3242,281468.73,14,gfdl-esm4,2041-2060_ssp585,2.18911609,0.30136983959763625,0.14606490398394478,0.295084829621738,0.032290039148668404,0.3604680561899033,0.7263593563904527,0.09641337970707677,0.7460228223925776,0.012557123720813967,0.7516569968103384,0.41901383454645996,0.17942926793789454,0.421762183564731,0.047476634896501,0.48721900869734386
MT_all,3242,281468.73,15,gfdl-esm4,2061-2080_ssp585,3.048039704,0.20544278628843068,0.12615231684583422,0.2343076483049421,0.040162309452675016,0.26886299413286585,0.7263593563904527,0.09641337970707677,0.7460228223925776,0.012557123720813967,0.7516569968103384,0.28350374614664287,0.1691362407715327,0.3224951683291012,0.046033416353418954,0.3598623692756096
MT_all,3242,281468.73,16,gfdl-esm4,2081-2100_ssp585,4.001455777,0.0815410928538399,0.11297486523516208,0.0590114200357604,0.024088303570176953,0.14288702363298342,0.7263593563904527,0.09641337970707677,0.7460228223925776,0.012557123720813967,0.7516569968103384,0.12695162750278277,0.15149747654614382,0.11228234462888112,0.02300662506142423,0.20344885118529699
MT_all,3242,281468.73,17,ipsl-cm6a-lr,1851-1870_hist,-0.131913088,0.8123496151439917,0.1793250095583417,0.9242223188993114,0.042859674274177695,0.8255877280177523,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,1.1471722436705658,0.23193115224472016,1.2913133009004523,0.06599236541096887,1.1280398300212953
MT_all,3242,281468.73,18,ipsl-cm6a-lr,1901-1920_hist,-0.143528775,0.8154067361190459,0.13973214452157487,0.8852328505567965,0.04509907360884513,0.8275751066492124,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,1.1539859971921733,0.1784491572986924,1.2387318391553332,0.02137231916738258,1.130552357283817
MT_all,3242,281468.73,19,ipsl-cm6a-lr,1951-1970_hist,0.302892464,0.6732950896933457,0.17225654806946053,0.7043504926070492,0.024574109234499042,0.7009475843939563,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,0.9440905889782082,0.20054477362708883,0.977397959803319,0.025723631598884467,0.947908652277234
MT_all,3242,281468.73,20,ipsl-cm6a-lr,1995-2014_hist,0.913312833,0.575844970698793,0.16986979560223556,0.6144002408139752,0.04855963748079867,0.6179963265722205,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,0.7955582530509299,0.18761557604236567,0.8458139305968665,0.05764675699079691,0.8292410914926922
MT_all,3242,281468.73,21,ipsl-cm6a-lr,2021-2040_ssp126,1.636714967,0.4091330044357245,0.135176270690725,0.4579932774621564,0.03299878020067196,0.46220000618340573,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,0.5885442020363862,0.18833276002614643,0.6675165285160931,0.056480867804657,0.6382931047807727
MT_all,3242,281468.73,22,ipsl-cm6a-lr,2041-2060_ssp126,2.049075593,0.35019401344961343,0.19023081304276296,0.4834490204433764,0.07582602529834115,0.4178809257500744,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,0.4907272303399414,0.2561054627535368,0.6681618104645107,0.0905632935242785,0.5648902396255
MT_all,3242,281468.73,23,ipsl-cm6a-lr,2061-2080_ssp126,2.191208244,0.3547152313285983,0.21377729539450865,0.5282841105111747,0.08568896667387482,0.42474679933565607,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,0.5063988457463838,0.2963622670931268,0.750176919276448,0.10485438649495604,0.583876293286514
MT_all,3242,281468.73,24,ipsl-cm6a-lr,2081-2100_ssp126,2.171220561,0.27856177636132345,0.16989227934817894,0.3869679782391769,0.07187573118940435,0.3500526705857576,0.7142379362890873,0.08557516202897215,0.7284940251401966,0.008041347856988179,0.7435388425284266,0.4003240381809772,0.236776758582995,0.5592516451302424,0.08274558653849565,0.4830148987868743
