temp_ch_ipcc,0.05,0.17,0.25,0.5,0.75,0.83,0.95,frac,it,N,final_num_fits,fit_opt,y,source_input,x_col,y_col
-0.1,105.25209308107965,120.68900924838329,145.20003646712632,194.1322170609533,199.53130803128414,201.87152875656747,268.563867685742,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
-0.05,103.272623359907,118.06896151123799,140.96693943258114,188.13292496068405,194.5166904356346,197.7874832607107,263.3139287674521,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.0,101.27861842036319,115.55603063098764,136.83482586650425,182.21082887686737,189.51137262807396,193.66811629567744,257.88151123079285,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.05000000000000002,99.27146595001814,113.15281291809411,132.82154375257682,176.37528482015404,184.5258366213517,189.4977047461517,252.278325591249,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.1,97.25790692697416,110.85986626440643,128.93971417595614,170.63227398054775,179.56970507854925,185.26271234277306,246.49906213475623,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.15,95.25050767911439,108.6665933029205,125.19676638342013,164.9732550085171,174.64337688927085,180.95453632799143,240.5020758658708,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.20000000000000004,93.24521748272544,106.55286591672062,121.60123721587492,159.3590488067419,169.73541257776128,176.55727188128134,234.1725225324616,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.25,91.22670696137071,104.50473060859478,118.15564519231215,153.77402716532134,164.84517776486916,172.07268085707395,227.45798076345932,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.30000000000000004,89.1985648994068,102.50601209830135,114.84517322417317,148.2329600863635,159.97313008600094,167.5098926129745,220.3576438274855,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
0.35,87.16239706580329,100.53407276943291,111.64236537848159,142.7733428730256,155.12062676924396,162.87806615055555,212.9168877754504,0.30999999999999994,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_regional_mass_11_median_k.csv,temp_ch_ipcc,mass_remaining
