area_class,n_glaciers,rgi_area_km2,vol_2020_m3,experiment,gcm,period_scenario,temp_ch_ipcc,area_steady,volume_steady,mass_remaining
10-100 km2,5955,166830.554,22748767581136.9,35,mpi-esm1-2-hr,1951-1970_hist,0.353009146,149008.45006312762,19165104148557.94,84.24677987588873
10-100 km2,5955,166830.554,22748767581136.9,36,mpi-esm1-2-hr,1995-2014_hist,0.904939372,122137.48108695947,14952361392302.05,65.72822610707242
10-100 km2,5955,166830.554,22748767581136.9,37,mpi-esm1-2-hr,2021-2040_ssp126,1.469113359,99564.69382071083,11630658403219.635,51.12654284122049
10-100 km2,5955,166830.554,22748767581136.9,38,mpi-esm1-2-hr,2041-2060_ssp126,1.656830929,92436.12990918472,10608387428329.906,46.63280061433437
10-100 km2,5955,166830.554,22748767581136.9,39,mpi-esm1-2-hr,2061-2080_ssp126,1.695689732,90238.13238248776,10334230221355.18,45.42764870446979
10-100 km2,5955,166830.554,22748767581136.9,40,mpi-esm1-2-hr,2081-2100_ssp126,1.659995843,88919.64520529834,10186289647620.49,44.777325238782964
10-100 km2,5955,166830.554,22748767581136.9,41,mpi-esm1-2-hr,2021-2040_ssp370,1.493779364,93475.8040613164,10766069010028.68,47.3259440170984
10-100 km2,5955,166830.554,22748767581136.9,42,mpi-esm1-2-hr,2041-2060_ssp370,2.092677072,67939.0287955739,7353955070077.749,32.32682844839292
10-100 km2,5955,166830.554,22748767581136.9,43,mpi-esm1-2-hr,2061-2080_ssp370,2.718960922,60205.61102238358,6504431926436.31,28.592458484782856
10-100 km2,5955,166830.554,22748767581136.9,44,mpi-esm1-2-hr,2081-2100_ssp370,3.454510652,46585.501367505545,4957620695303.304,21.792919891687337
10-100 km2,5955,166830.554,22748767581136.9,45,mpi-esm1-2-hr,2021-2040_ssp585,1.528303178,100052.49490650561,11692118798463.248,51.396713060439644
10-100 km2,5955,166830.554,22748767581136.9,46,mpi-esm1-2-hr,2041-2060_ssp585,2.139652727,77804.57484049398,8693664674186.482,38.215980901731136
10-100 km2,5955,166830.554,22748767581136.9,47,mpi-esm1-2-hr,2061-2080_ssp585,2.950347,53392.77739073912,5769918148146.635,25.36365158054103
10-100 km2,5955,166830.554,22748767581136.9,48,mpi-esm1-2-hr,2081-2100_ssp585,3.99079854,31406.593926279013,3174137459727.395,13.953008436199266
10-100 km2,5955,166830.554,22748767581136.9,49,mri-esm2-0,1851-1870_hist,0.190948213,175735.0573049953,24363156490963.266,107.09659942706087
10-100 km2,5955,166830.554,22748767581136.9,50,mri-esm2-0,1901-1920_hist,0.252478266,170036.7766866747,23147933415578.965,101.75467015089228
10-100 km2,5955,166830.554,22748767581136.9,51,mri-esm2-0,1951-1970_hist,0.382652065,165038.64597956417,22165925782244.902,97.43791923314878
10-100 km2,5955,166830.554,22748767581136.9,52,mri-esm2-0,1995-2014_hist,0.922248887,135640.38836598487,17042344241019.648,74.91546159692197
