tidewater_class,n_glaciers,rgi_area_km2,experiment,gcm,period_scenario,temp_ch_ipcc,AAR_mean_mean,AAR_mean_std,AAR_mean_median,AAR_mean_MAD,AAR_mean_area_weighted_mean,AAR_steady_mean,AAR_steady_std,AAR_steady_median,AAR_steady_MAD,AAR_steady_area_weighted_mean,disequilibrium_mean,disequilibrium_std,disequilibrium_median,disequilibrium_MAD,disequilibrium_area_weighted_mean
marine-terminating,3244,281471.243,44,mpi-esm1-2-hr,2081-2100_ssp370,3.454510652,0.15417585944678766,0.14474595080120106,0.0936944826339157,0.026485728248749896,0.22433498986193304,0.7302111878970099,0.09518983796204644,0.753365798402789,0.010013030401106848,0.7555950509944162,0.21164200644423736,0.1920733593774784,0.12558351529286774,0.04220059968098618,0.29416185825599234
marine-terminating,3244,281471.243,45,mpi-esm1-2-hr,2021-2040_ssp585,1.528303178,0.49124536547285996,0.15505991790949822,0.5206660915565573,0.04804673944281879,0.5388653883540633,0.7475374425874963,0.09660608852771584,0.7808787460279253,0.02024946477983869,0.7723319373694127,0.644865748122436,0.17143662155919887,0.6667694494247863,0.050790849037790964,0.6936022525518061
marine-terminating,3244,281471.243,46,mpi-esm1-2-hr,2041-2060_ssp585,2.139652727,0.39331661481268854,0.15498425397984125,0.4572651533371045,0.03591250690669828,0.4592760612741668,0.7475374425874963,0.09660608852771584,0.7808787460279253,0.02024946477983869,0.7723319373694127,0.5210396634142126,0.19046034675977,0.5918829987001449,0.051395359906395266,0.5949476757169322
marine-terminating,3244,281471.243,47,mpi-esm1-2-hr,2061-2080_ssp585,2.950347,0.3161087087649579,0.1675591418731449,0.402067864819958,0.039937429322107504,0.39183669403577426,0.7475374425874963,0.09660608852771584,0.7808787460279253,0.02024946477983869,0.7723319373694127,0.4140000418941663,0.2101507419082633,0.5191358722305944,0.05608762743153084,0.5054464666047179
marine-terminating,3244,281471.243,48,mpi-esm1-2-hr,2081-2100_ssp585,3.99079854,0.1664645265370942,0.1237020924355308,0.2070558225877972,0.04798461875489729,0.24883888109759827,0.7475374425874963,0.09660608852771584,0.7808787460279253,0.02024946477983869,0.7723319373694127,0.22008880870340858,0.16182477394115902,0.2651574570841151,0.0525708155358926,0.3204288676716332
marine-terminating,3244,281471.243,49,mri-esm2-0,1851-1870_hist,0.190948213,0.83043942673646,0.16155929729480517,0.9320999402817074,0.02878249242032449,0.8429193121549345,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,1.2012242211334134,0.2757553191712961,1.315061223747636,0.05826314466763527,1.1787487466444893
marine-terminating,3244,281471.243,50,mri-esm2-0,1901-1920_hist,0.252478266,0.7487870809754139,0.15198754253819927,0.8039204105922817,0.031123715468331037,0.7791443444464153,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,1.0708518086688286,0.2165208005459586,1.1589428485709417,0.017840350695752627,1.0771596712947773
marine-terminating,3244,281471.243,51,mri-esm2-0,1951-1970_hist,0.382652065,0.7550561789899982,0.16957386940962227,0.8490856729111751,0.05204354776458242,0.7863766016437368,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,1.0777025757965646,0.23066546688311657,1.192528508866143,0.034070927827330566,1.0879946991927
marine-terminating,3244,281471.243,52,mri-esm2-0,1995-2014_hist,0.922248887,0.5943037323282309,0.15737294396630247,0.5936900339462811,0.03926758994621399,0.6358733442088554,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,0.8315570841127474,0.1769287268279279,0.8388608485908523,0.04488314087483508,0.8632696164336224
marine-terminating,3244,281471.243,53,mri-esm2-0,2021-2040_ssp126,1.72632431,0.330648060440897,0.14289530794431743,0.2943428253989137,0.03190828864736431,0.3777926097574613,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,0.4622375120554741,0.1789765726817861,0.4267617333762893,0.04655612406925036,0.5133825459868273
marine-terminating,3244,281471.243,54,mri-esm2-0,2041-2060_ssp126,1.996245332,0.3718512337760656,0.16012251948782275,0.4569329968893883,0.04356817287740408,0.4146301226865476,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,0.5261903595600843,0.21799494282769258,0.6515785066056705,0.06078305126524075,0.5701606552505469
marine-terminating,3244,281471.243,55,mri-esm2-0,2061-2080_ssp126,2.09126599,0.34133601888773807,0.15583520975176546,0.3800784097489755,0.03358009268911083,0.38020133763800923,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,0.47656375196558587,0.2052354632986043,0.5250640748251406,0.050898733728918566,0.5146066510483509
marine-terminating,3244,281471.243,56,mri-esm2-0,2081-2100_ssp126,1.94778826,0.3664793612476409,0.13383706739780518,0.3726539286616914,0.03161182090698769,0.41937152610330924,0.7024952132027843,0.09319385521513623,0.6956352691078564,0.02955338888566078,0.7282320825711379,0.5212897051425297,0.17536056037790576,0.5405482633225698,0.032033514242990724,0.5751317042144424
marine-terminating,3244,281471.243,57,mri-esm2-0,2021-2040_ssp370,1.705488886,0.44500960267302697,0.14072244055925553,0.4767947579117958,0.03383110116544463,0.4869637766695925,0.732785975452029,0.09233804153666965,0.7573280582489499,0.015027611157779897,0.7566288987278998,0.6030644369825408,0.17583843443826347,0.6349460978449358,0.03980501431505795,0.6430859896851981
marine-terminating,3244,281471.243,58,mri-esm2-0,2041-2060_ssp370,2.404955866,0.28365751232323305,0.13950538604235097,0.2863505995154728,0.028866246614356966,0.31713754524235405,0.732785975452029,0.09233804153666965,0.7573280582489499,0.015027611157779897,0.7566288987278998,0.4066843256163519,0.1875130513588338,0.42559727782101386,0.04697978999421534,0.44066505462143035
marine-terminating,3244,281471.243,59,mri-esm2-0,2061-2080_ssp370,3.105613809,0.12905884791672798,0.14402672858678064,0.0857416802250512,0.01649409272028525,0.17767981629714988,0.732785975452029,0.09233804153666965,0.7573280582489499,0.015027611157779897,0.7566288987278998,0.1883979714926381,0.19174749286167617,0.1396535630846946,0.018067580130655264,0.24629945616154875
marine-terminating,3244,281471.243,60,mri-esm2-0,2081-2100_ssp370,3.811452497,0.0993254758458932,0.1115305904009848,0.0937468276933138,0.0389258716706418,0.1434331564230778,0.732785975452029,0.09233804153666965,0.7573280582489499,0.015027611157779897,0.7566288987278998,0.13490092427449712,0.15218329118991755,0.12378628610442585,0.04722225863770453,0.18799147225789542
marine-terminating,3244,281471.243,61,mri-esm2-0,2021-2040_ssp585,1.911734937,0.35494277044690503,0.1395366376569171,0.3821685125969321,0.02275635246467808,0.4139804996485328,0.7070585355567955,0.08818226320923518,0.7067760498381747,0.012682765069151558,0.731573198138844,0.4958254344514925,0.17996646525491325,0.5422617601022869,0.04091231280288693,0.5628485587469257
marine-terminating,3244,281471.243,62,mri-esm2-0,2041-2060_ssp585,2.687007085,0.2017087468095136,0.13832162051725466,0.2496962776703621,0.0493364758129792,0.24038525755051648,0.7070585355567955,0.08818226320923518,0.7067760498381747,0.012682765069151558,0.731573198138844,0.2836278963066716,0.18859603597067423,0.3532891044165025,0.06510141455489682,0.3284549749677202
marine-terminating,3244,281471.243,63,mri-esm2-0,2061-2080_ssp585,3.541685939,0.10932107036847404,0.1482325492345738,0.0547627583472606,0.02585762563294145,0.14303486946295207,0.7070585355567955,0.08818226320923518,0.7067760498381747,0.012682765069151558,0.731573198138844,0.1680582180941699,0.19319762621611464,0.1131552103264086,0.020099872959122328,0.2078363886619064
marine-terminating,3244,281471.243,64,mri-esm2-0,2081-2100_ssp585,4.594325176,0.03683090374817801,0.08760088214502937,0.0033283886926864,0.0033283886926864,0.059740437533911936,0.7070585355567955,0.08818226320923518,0.7067760498381747,0.012682765069151558,0.731573198138844,0.05163212391123519,0.12044332870392688,0.0047092550652338555,0.0047092550652338555,0.07864888563620336
marine-terminating,3244,281471.243,65,ukesm1-0-ll,1851-1870_hist,0.373094842,0.7378099963476549,0.14047147768806034,0.7656521396541316,0.0003836021962897451,0.7311942786733381,0.7296410957448627,0.0944955372719957,0.7527756061179461,0.017840708152007,0.7544259981120249,1.0244700927889385,0.22433262176492808,1.024125031229102,0.021657936112192244,0.9767170500219139
