,gcm,period_scenario,temp_ch_ipcc,AAR_steady_mean,AAR_steady_std,AAR_steady_median,AAR_steady_MAD,AAR_steady_area_weighted_mean,AAR_mean_mean,AAR_mean_std,AAR_mean_median,AAR_mean_MAD,AAR_mean_area_weighted_mean,disequilibrium_mean,disequilibrium_std,disequilibrium_median,disequilibrium_MAD,disequilibrium_area_weighted_mean
0,era5,2014-2023,1.2,0.5164714260529644,0.12289920760212565,0.524742111436822,0.03889278616979852,0.5169083299012756,0.42450301927173606,0.29532217103260716,0.39506833197746394,0.24155851265868966,0.28852628679112324,0.8031043328184894,0.5295541806395017,0.7336748587964221,0.3770963722242381,0.5389999692456747
1,gfdl-esm4,1851-1870_hist,0.231409328,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.5269117442070512,0.2717715153373977,0.5329266723523269,0.22585704676708096,0.3739345230935117,1.0117494486535552,0.500117511598762,0.9883624729260236,0.3395763053899402,0.7281060622777812
2,gfdl-esm4,1901-1920_hist,0.478289046,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.4311209048683849,0.2724194963158063,0.3944648975503055,0.2174922287208828,0.2834638514389693,0.8125539126627764,0.4862973352504595,0.7262374410371413,0.33391799562408603,0.5313521831231566
3,gfdl-esm4,1951-1970_hist,0.392281326,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.49013980079687636,0.2663134723897316,0.4749095308333842,0.21771879607464445,0.3439724232654692,0.9345669073116913,0.4780815970701477,0.8856668626475763,0.32131705512246267,0.666843259241591
4,gfdl-esm4,1995-2014_hist,0.901467077,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.39279157136568954,0.2790538667938551,0.3521334504362548,0.22193144678476903,0.26522066752132567,0.7287825045034467,0.48940082383488503,0.6396480445453996,0.3427794597814547,0.4855130263343924
5,gfdl-esm4,2021-2040_ssp126,1.493792069,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.4035270631565392,0.27916534860407993,0.3681455053115096,0.2246569200122599,0.2697518941357874,0.7549626668177244,0.5028908720650133,0.6679881375053899,0.3435803018803985,0.5077880505208792
6,gfdl-esm4,2041-2060_ssp126,1.678749959,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.28748672923240265,0.2679188954586879,0.2128810883345737,0.1782424533191446,0.19227072384699834,0.5411279875926736,0.4904881306881705,0.4058211557748009,0.3168409128621284,0.3677118889531931
7,gfdl-esm4,2061-2080_ssp126,1.730055687,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.31046478223475715,0.27144269349209077,0.24220885744248666,0.18921269689224834,0.1928713670703447,0.5786437896950409,0.49198020121427727,0.44856606924158426,0.31669512375742415,0.3509015809510133
8,gfdl-esm4,2081-2100_ssp126,1.684476548,0.5269684481764946,0.125337332512215,0.5338629068901246,0.0367641391827892,0.5259282458838717,0.2028673841559668,0.2571905354227241,0.09015207498995939,0.09015207498995939,0.14084204483410756,0.36562803135075156,0.4422566763337264,0.19259990250524714,0.19259990250524714,0.241576478797098
9,gfdl-esm4,2021-2040_ssp370,1.488564228,0.5205509494283933,0.12657676382830502,0.5296138758287305,0.03199362366411612,0.5155261182073468,0.29496174934393293,0.2701983721458083,0.2168524248726805,0.1735408266954582,0.18824858403465106,0.5574879561348433,0.48365009490223504,0.4265099000548432,0.31194393781734137,0.3595650132024916
10,gfdl-esm4,2041-2060_ssp370,2.049608082,0.5205509494283933,0.12657676382830502,0.5296138758287305,0.03199362366411612,0.5155261182073468,0.3731276115996744,0.28499485520984774,0.3364144296368235,0.22413872175800414,0.24228478379546145,0.7042516413054205,0.5208516116854273,0.6233719550470136,0.35295337197343635,0.4545814578284653
