temp_ch_ipcc,0.05,0.17,0.25,0.5,0.75,0.83,0.95,frac,it,N,final_num_fits,fit_opt,y,source_input,x_col,y_col
-0.1,1.1941112665550535,1.2499177536090835,1.2451542701223508,1.2343755997399581,1.2606431896837242,1.2553055390146732,1.3040892922402583,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
-0.05,1.1509497469979753,1.2181911976635231,1.2238301569201904,1.2171308831375691,1.241425256920115,1.2452283505882042,1.3001969915284002,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.0,1.1106183674347918,1.1875845065112818,1.202762990444067,1.2013675762859828,1.22465309290648,1.2400587034097887,1.2990590104400488,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.05000000000000002,1.0727658542052112,1.158320283593689,1.1822582394508814,1.1873510434191294,1.2116158576115994,1.2376892489334272,1.30025228029873,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.1,1.037554267607008,1.1303503851794536,1.1620478053838394,1.1750555230381081,1.202586286118696,1.236170392774018,1.3029957897893496,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.15,1.0051168645870383,1.1027529619702674,1.1413369503679112,1.1641447114711596,1.1961099872029053,1.2329079512702836,1.304512808280664,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.20000000000000004,0.9757662625853335,1.0740744450165511,1.1188373851968054,1.1524690197324383,1.189486834126408,1.2250390461147451,1.301248020287264,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.25,0.948755384942539,1.0434669373132834,1.093312231833298,1.137268297804523,1.1799445374049697,1.211270894891797,1.2920717571181608,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.30000000000000004,0.9232556844237291,1.0110758431895914,1.0641877870975582,1.117132518636063,1.166374897904319,1.1921517320874913,1.2774973968782495,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.35,0.8994703499631962,0.9782808514821055,1.0324920234967578,1.0923745422869386,1.1488778740635983,1.168953081498718,1.2586858755533499,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.4,0.8778665966405876,0.9469139839196771,1.0003000362454029,1.0644034675537146,1.1279603380228,1.142657394223704,1.2365961573449507,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.45000000000000007,0.8588749495429188,0.9182664855719033,0.9694336335415322,1.034245482102833,1.1040694464119931,1.1135616998067839,1.2108274534775818,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
0.5000000000000001,0.8432954428502832,0.8929578428456345,0.9406076910057414,1.0027659993773708,1.0777511636058719,1.0819572672534399,1.1807626322508629,0.16999999999999998,2,500,2000,lowess_fit,,/g/data/rd53/wy2165/disequilibrium/pygem_oggm/PyGEM_glacier_stats_area_1-10_median_a.csv,temp_ch_ipcc,disequilibrium_area_weighted_mean
