RGIId,AAR_mean,AAR_steady,disequilibrium
RGI60-13.18420,0.417964576,0.571957501,0.730761596
RGI60-13.18423,0.319525937,0.468180691,0.682484227
RGI60-13.18424,0.428309883,0.556654752,0.76943542
RGI60-13.18427,0.317993698,0.466978818,0.680959577
RGI60-13.18428,0.561824795,0.771622735,0.72810814
RGI60-13.18429,0.365094019,0.466890673,0.78196897
RGI60-13.18430,0.607806109,0.63552196,0.956388837
RGI60-13.18431,0.300786966,0.565260278,0.53212118
RGI60-13.18435,0.341946968,0.531859679,0.642927038
RGI60-13.18437,0.538569019,0.732082334,0.73566728
RGI60-13.18438,0.452173925,0.561761718,0.804921215
RGI60-13.18439,0.372440011,0.521049348,0.714788364
RGI60-13.18440,0.530752908,0.522776363,1.015258045
RGI60-13.18443,0.407176304,0.488338442,0.833799407
RGI60-13.18444,0.651969986,0.72707827,0.896698489
RGI60-13.18447,0.591774252,0.708048607,0.835781959
RGI60-13.18448,0.606383677,0.694300217,0.873373883
RGI60-13.18449,0.497584403,0.694100686,0.716876403
RGI60-13.18451,0.589856641,0.724557204,0.814092575
RGI60-13.18452,0.588411337,0.705383414,0.834172346
RGI60-13.18453,0.472214559,0.61615634,0.766387569
RGI60-13.18456,0.450973904,0.593459998,0.759906153
RGI60-13.18461,0.509265731,0.645297818,0.789194876
RGI60-13.18462,0.520559492,0.633102574,0.822235628
RGI60-13.18465,0.567188783,0.626805865,0.904887485
RGI60-13.18466,0.58179389,0.701572279,0.829271491
RGI60-13.18467,0.405379689,0.57499527,0.705013954
RGI60-13.18469,0.361837244,0.424224461,0.85293819
RGI60-13.18471,0.436999281,0.448929277,0.973425666
RGI60-13.18472,0.440353121,0.530706565,0.829748773
RGI60-13.18474,0.174712003,0.189672835,0.92112296
RGI60-13.18475,0.695443265,,
RGI60-13.18477,0.308596827,0.333840438,0.924384201
RGI60-13.18478,0.445362704,0.555477631,0.801765327
RGI60-13.18481,0.513282729,0.596476023,0.860525334
RGI60-13.18483,0.254693706,0.443750871,0.573956521
RGI60-13.18485,0.292157575,0.488014759,0.59866545
RGI60-13.18494,0.403563022,0.53243647,0.757955257
RGI60-13.18495,0.460582554,0.618809686,0.744304048
RGI60-13.18496,0.458789845,0.64262269,0.713933467
RGI60-13.18508,0.456568018,0.650306234,0.702081565
RGI60-13.18510,0.475927615,0.594220309,0.800927884
RGI60-13.18511,0.421971753,0.527664103,0.799697669
RGI60-13.18514,0.764127956,0.810779944,0.942460358
RGI60-13.18517,0.567265335,0.683758471,0.829628237
RGI60-13.18518,0.369171979,0.483753465,0.763140743
RGI60-13.18519,0.28585643,0.374889672,0.762508151
RGI60-13.18520,0.277786265,0.435337247,0.638094413
RGI60-13.18522,0.61213478,0.713401959,0.858050321
RGI60-13.18523,0.34290661,0.542709641,0.631841751
RGI60-13.18525,0.630082836,0.68811246,0.915668401
RGI60-13.18526,0.400443077,0.559816278,0.715311599
RGI60-13.18527,0.556366382,0.708723313,0.785026219
RGI60-13.18528,0.339485883,0.50622044,0.670628556
RGI60-13.18531,0.423515325,0.606712626,0.698049301
RGI60-13.18538,0.590292367,0.726360827,0.812670982
RGI60-13.18541,0.496524225,0.5521101,0.899321033
RGI60-13.18542,0.60436779,0.655070618,0.922599447
RGI60-13.18546,0.526829569,0.585595487,0.89964759
RGI60-13.18547,0.554426185,0.714645649,0.775805724
RGI60-13.18558,0.566875964,0.613121983,0.92457289
RGI60-13.18560,0.466738829,0.473506291,0.985707767
RGI60-13.18563,0.673980227,0.710829399,0.948160315
RGI60-13.18564,0.530387747,0.612891967,0.865385379
RGI60-13.18565,0.286966312,0.592312654,0.484484521
RGI60-13.18569,0.525069901,0.665701401,0.788746877
RGI60-13.18570,0.258232348,0.418164745,0.617537348
RGI60-13.18572,0.581458808,0.599226808,0.970348456
RGI60-13.18574,0.450150468,0.522911384,0.860854213
RGI60-13.18575,0.73989756,0.713368725,1.037188111
RGI60-13.18576,0.571083557,0.623349766,0.916152677
RGI60-13.18577,0.654173982,0.686981591,0.952243831
RGI60-13.18579,0.322072064,0.441046393,0.730245319
RGI60-13.18581,0.419317117,0.449462604,0.932929933
RGI60-13.18588,0.294574348,0.384211832,0.766697753
RGI60-13.18598,0.175423004,0.242435458,0.723586414
RGI60-13.18599,0.398877171,0.358746919,1.11186229
RGI60-13.18601,0.264928316,0.318777572,0.831075768
RGI60-13.18602,0.305859253,0.392047122,0.780159413
RGI60-13.18603,0.603131502,0.6823392,0.883917415
RGI60-13.18604,0.319663069,0.535142119,0.597342383
RGI60-13.18605,0.348556534,0.490296421,0.710909806
RGI60-13.18607,0.580543874,0.611409218,0.949517699
RGI60-13.18610,0.305378093,0.430194383,0.709860716
RGI60-13.18624,0.122375331,0.303209698,0.403599661
RGI60-13.18629,0.521521621,0.553940887,0.941475224
RGI60-13.18630,0.680479819,0.689608734,0.986762181
RGI60-13.18633,0.331305319,0.474060955,0.698866496
RGI60-13.18638,0.368358519,0.492284891,0.748262897
RGI60-13.18640,0.274552381,0.321303897,0.8544944
RGI60-13.18641,0.385518395,0.408972888,0.942650251
RGI60-13.18642,0.317619891,0.417522345,0.760725491
RGI60-13.18645,0.418305962,0.559686509,0.747393328
RGI60-13.18647,0.608526349,0.708540084,0.85884534
RGI60-13.18648,0.499393609,0.586390459,0.851640066
RGI60-13.18650,0.632837815,,
RGI60-13.18653,0.709493637,0.735941265,0.964062854
RGI60-13.18655,0.494577926,0.614712831,0.804567436
RGI60-13.18660,0.669082526,0.764893066,0.874739956
RGI60-13.18666,0.276682495,0.402005505,0.688255487
RGI60-13.18667,0.2237002,0.267134985,0.837405106
RGI60-13.18670,0.44341508,0.551226618,0.804415218
RGI60-13.18671,0.573138684,0.639460178,0.896285185
RGI60-13.18672,0.435821967,0.453627744,0.960748043
RGI60-13.18673,0.341364202,0.422285057,0.808373861
RGI60-13.18674,0.419037888,0.435654089,0.961859187
RGI60-13.18677,0.455870515,0.51143311,0.891359019
RGI60-13.18680,0.230640714,0.283691731,0.812997664
RGI60-13.18683,0.507502106,0.553842122,0.916329916
RGI60-13.18687,0.396218764,0.493451136,0.802954406
RGI60-13.18688,0.437737179,0.461013866,0.949509791
RGI60-13.18691,0.456714392,0.558534152,0.817701818
RGI60-13.18692,0.555665754,0.622570912,0.892534077
RGI60-13.18700,0.291205946,0.386264242,0.753903453
RGI60-13.18704,0.593920481,0.67852255,0.875314285
RGI60-13.18705,0.541788968,0.61245379,0.884620158
RGI60-13.18706,0.583694399,0.629380539,0.927410942
RGI60-13.18710,0.531662221,0.57509957,0.924469863
RGI60-13.18713,0.171658777,0.318817782,0.538422845
RGI60-13.18719,0.446183942,0.572503874,0.779355323
RGI60-13.18724,0.553001268,0.596340259,0.927325062
RGI60-13.18726,0.647923846,0.625342317,1.036110669
RGI60-13.18728,0.753255277,0.744232966,1.012122966
RGI60-13.18731,0.443505061,0.493208791,0.899223755
RGI60-13.18733,0.627796768,0.67960048,0.923773285
RGI60-13.18734,0.494111678,0.547908497,0.901814227
RGI60-13.18735,0.324051132,0.393289216,0.823951227
RGI60-13.18736,0.338229637,0.349298034,0.968312456
RGI60-13.18738,0.521129051,0.672580665,0.77482015
RGI60-13.18743,0.494375802,0.595699495,0.829908043
RGI60-13.18748,0.452423592,0.534614843,0.846260814
RGI60-13.18749,0.6049015,0.652394795,0.927201604
RGI60-13.18750,0.456829633,0.577748886,0.790706212
RGI60-13.18752,0.663363091,0.753728487,0.880108822
RGI60-13.18753,0.538336016,0.61936909,0.86916836
RGI60-13.18754,0.752084511,0.782065405,0.961664468
RGI60-13.18758,0.551112172,0.517904634,1.064119022
RGI60-13.18761,0.417258215,0.538145973,0.775362515
RGI60-13.18766,0.51087885,0.548293427,0.931761763
RGI60-13.18769,0.224007218,0.356139006,0.628988159
RGI60-13.18770,0.636157711,0.708181369,0.898297722
RGI60-13.18772,0.386266419,0.461661243,0.836687993
RGI60-13.18773,0.297440833,0.5093647,0.583944731
RGI60-13.18778,0.342263203,0.393823843,0.869076896
RGI60-13.18780,0.444656812,0.49091348,0.905774297
RGI60-13.18782,0.497408139,0.570296886,0.872191574
RGI60-13.18784,0.645916417,0.649637516,0.994272037
RGI60-13.18789,0.418193658,0.492693839,0.848790111
RGI60-13.18790,0.809597222,0.836630249,0.967688202
RGI60-13.18791,0.606440391,0.669935831,0.905221609
RGI60-13.18793,0.212914399,0.286710796,0.74261033
RGI60-13.18796,0.587286693,0.612421299,0.958958635
RGI60-13.18801,0.549189852,0.618353777,0.888148294
RGI60-13.18803,0.591869886,0.705428234,0.839022111
RGI60-13.18806,0.520951215,0.655209828,0.79509066
RGI60-13.18807,0.622745268,0.765835467,0.813158041
RGI60-13.18809,0.569746183,0.649575229,0.877105772
RGI60-13.18816,0.412980232,0.529039842,0.780622176
RGI60-13.18823,0.635048109,0.727278011,0.873184806
RGI60-13.18825,0.441222265,0.522111157,0.845073427
RGI60-13.18828,0.527244363,0.60816968,0.866936284
RGI60-13.18830,0.629882857,0.671925317,0.937429862
RGI60-13.18831,0.560786316,0.66911569,0.838100683
RGI60-13.18832,0.619867678,0.65890292,0.940757219
RGI60-13.18833,0.603326885,0.707838644,0.852350871
RGI60-13.18834,0.635683484,0.696380609,0.912839152
RGI60-13.18835,0.2872752,0.406651351,0.706441032
RGI60-13.18843,0.388423511,0.515498393,0.753491216
RGI60-13.18846,0.585447723,0.641108437,0.913180499
RGI60-13.18848,0.493615838,0.574582059,0.859086758
RGI60-13.18850,0.444900722,0.613974406,0.724624216
RGI60-13.18852,0.466270253,0.661953753,0.704384938
RGI60-13.18855,0.451744298,0.639744666,0.706132183
RGI60-13.18858,0.394755975,0.570681304,0.691727541
RGI60-13.18860,0.487185695,0.635354666,0.766793291
RGI60-13.18864,0.687020902,0.716013756,0.959507964
RGI60-13.18868,0.536320306,0.607564328,0.882738308
RGI60-13.18869,0.56390699,0.634424709,0.888847772
RGI60-13.18870,0.517728351,0.533718326,0.970040423
RGI60-13.18871,0.673946625,0.750646309,0.897821807
RGI60-13.18872,0.417596136,0.596618547,0.69993824
RGI60-13.18873,0.49459074,0.694144323,0.712518598
RGI60-13.18874,0.672961511,0.585785191,1.148819603
RGI60-13.18876,0.610303843,0.737599065,0.827419491
RGI60-13.18879,0.433285571,0.479775396,0.903100856
RGI60-13.18880,0.313786826,0.458710201,0.684063327
RGI60-13.18887,0.462038891,0.578462079,0.798736698
RGI60-13.18890,0.489373729,0.635657942,0.769869607
RGI60-13.18891,0.567466389,0.645139294,0.879602893
RGI60-13.18894,0.767034087,0.839370136,0.913821035
RGI60-13.18895,0.443624117,0.496940099,0.892711453
RGI60-13.18898,0.841747329,0.877071818,0.95972452
RGI60-13.18900,0.563245647,0.571740436,0.985142227
RGI60-13.18901,0.802805112,0.820696691,0.978199524
RGI60-13.18906,0.458788064,0.482783312,0.950298098
RGI60-13.18908,0.461476751,0.584608683,0.789377175
RGI60-13.18910,0.669401161,0.654941743,1.022077411
RGI60-13.18913,0.652088449,0.756345681,0.862156637
RGI60-13.18917,0.649835575,0.770622263,0.843260838
RGI60-13.18918,0.493938626,0.580809932,0.850430749
RGI60-13.18919,0.765097373,0.823318611,0.92928468
RGI60-13.18923,0.449467546,0.509266291,0.882578632
RGI60-13.18925,0.347549122,0.474809793,0.731975471
RGI60-13.18929,0.504614883,0.641350356,0.786800659
RGI60-13.18930,0.382337752,0.474527104,0.805723737
RGI60-13.18931,0.777774818,0.748084114,1.039688992
RGI60-13.18937,0.727095227,0.800654273,0.90812633
RGI60-13.18938,0.633011966,0.719301276,0.880037319
RGI60-13.18939,0.67692178,,
RGI60-13.18940,0.690321557,0.71959769,0.959315972
RGI60-13.18941,0.557390877,0.637937438,0.873739092
RGI60-13.18942,0.564214819,0.615459147,0.916738052
RGI60-13.18943,0.335468677,0.391292333,0.857335164
RGI60-13.18950,0.490393145,0.564725164,0.868374877
RGI60-13.18951,0.501289109,0.584393109,0.857794354
RGI60-13.18953,0.494624233,0.560490109,0.882485213
RGI60-13.18954,0.379078775,0.456435951,0.8305191
RGI60-13.18956,0.318927823,0.494683702,0.644710593
RGI60-13.18957,0.704501792,0.746849721,0.943297925
RGI60-13.18958,0.579243675,0.629367875,0.920357867
RGI60-13.18959,0.568749389,0.686474304,0.828507907
RGI60-13.18960,0.679172176,0.756692985,0.897553155
RGI60-13.18961,0.52698576,0.591575464,0.890817472
RGI60-13.18963,0.73453644,0.754084362,0.974077275
RGI60-13.18964,0.510797952,0.602644088,0.847594728
RGI60-13.18965,0.335415727,0.504215838,0.665222514
RGI60-13.18970,0.686504807,0.740063778,0.927629249
RGI60-13.18971,0.517726075,0.607242473,0.852585413
RGI60-13.18972,0.41620587,0.509241327,0.817305761
RGI60-13.18974,0.681187426,0.791870355,0.860225947
RGI60-13.18976,0.53092986,0.653444334,0.812509699
RGI60-13.18979,0.731152969,0.681461162,1.072919499
RGI60-13.18984,0.603507905,0.733966062,0.822255872
RGI60-13.18985,0.401935291,0.627932864,0.640092777
RGI60-13.18986,0.654633083,0.700189651,0.934936816
RGI60-13.18987,0.518414786,0.67117318,0.772400926
RGI60-13.18992,0.574706162,0.690133684,0.832746142
RGI60-13.18995,0.949013483,,
RGI60-13.18998,0.600140633,0.672415073,0.89251514
RGI60-13.18999,0.631449999,0.731777564,0.862898824
RGI60-13.19000,0.557816006,0.682496917,0.817316521
RGI60-13.19004,0.643320672,0.748461763,0.859523765
RGI60-13.19005,0.569720129,0.702470743,0.811023283
RGI60-13.19006,0.556982255,0.642480067,0.866925348
RGI60-13.19007,0.676587062,0.648861447,1.042729638
RGI60-13.19010,0.514312797,0.588293422,0.874245364
RGI60-13.19011,0.44373337,0.555118045,0.79934957
RGI60-13.19014,0.521648088,,
RGI60-13.19015,0.59931487,0.682636446,0.877941507
RGI60-13.19017,0.555818313,0.723138451,0.768619499
RGI60-13.19022,0.309511922,0.377104898,0.820758159
RGI60-13.19024,0.466568892,0.568396522,0.820851067
RGI60-13.19026,0.458520233,0.558103452,0.82156853
RGI60-13.19028,0.650954563,0.654138144,0.995133168
RGI60-13.19029,0.408171983,0.463190866,0.881217686
RGI60-13.19030,0.583607065,0.645661059,0.903890759
RGI60-13.19031,0.251023331,0.293905494,0.854095402
RGI60-13.19032,0.066668865,0.229737443,0.290195906
RGI60-13.19033,0.594369996,0.596601708,0.996259294
RGI60-13.19034,0.555101049,0.558682875,0.993588803
RGI60-13.19037,0.641813782,0.687918937,0.932978797
RGI60-13.19039,0.398173455,0.482537786,0.825165337
RGI60-13.19040,0.55746893,0.569899729,0.978187743
RGI60-13.19042,0.343998011,0.41198463,0.834977778
RGI60-13.19044,0.426008618,0.434055095,0.981462084
RGI60-13.19045,0.176023041,0.321358903,0.547745961
RGI60-13.19047,0.402492897,0.477913682,0.842187432
RGI60-13.19049,0.233921782,0.403338929,0.579963313
RGI60-13.19050,0.405197463,0.468829809,0.864274103
RGI60-13.19051,0.618760438,0.740515803,0.835580328
RGI60-13.19053,0.507778485,0.544860336,0.931942466
RGI60-13.19054,0.430288177,0.401458743,1.071811697
RGI60-13.19056,0.500700228,0.573443245,0.873146964
RGI60-13.19058,0.457796593,0.544792154,0.840314218
RGI60-13.19059,0.74501422,0.78573229,0.948178189
RGI60-13.19061,0.596975041,0.680515143,0.877239907
RGI60-13.19064,0.596508062,0.626924676,0.951482826
RGI60-13.19065,0.438805561,0.529394813,0.828881488
RGI60-13.19070,0.418967794,0.540558838,0.775064182
RGI60-13.19071,0.444749297,0.568352384,0.782523853
RGI60-13.19072,0.421203024,0.514611899,0.818486755
RGI60-13.19073,0.388695982,0.594234972,0.65411159
RGI60-13.19075,0.484824201,0.567740309,0.853954164
RGI60-13.19078,0.252226152,0.376581166,0.669778988
RGI60-13.19079,0.406969586,0.53129726,0.765992255
RGI60-13.19080,0.462800765,0.525735962,0.880291247
RGI60-13.19082,0.470396491,0.559891035,0.840157211
RGI60-13.19083,0.200293145,0.468947286,0.427112281
RGI60-13.19084,0.483403855,0.598975906,0.807050585
RGI60-13.19085,0.699527479,0.752379766,0.929753178
RGI60-13.19089,0.52800212,0.561941414,0.939603501
RGI60-13.19092,0.6087621,0.676726777,0.899568512
RGI60-13.19097,0.627648199,0.761870266,0.82382556
RGI60-13.19099,0.497703563,0.497734816,0.999937209
RGI60-13.19100,0.508313297,0.569427471,0.892674349
RGI60-13.19101,0.647560494,0.640249517,1.011418949
RGI60-13.19105,0.549900095,0.59398989,0.925773493
RGI60-13.19109,0.394767151,0.499117098,0.790930931
RGI60-13.19116,0.448911079,0.516380973,0.86934086
RGI60-13.19117,0.519972278,0.648295797,0.802060232
RGI60-13.19121,0.50960939,0.531632479,0.958574598
RGI60-13.19122,0.564746719,0.680923905,0.829383011
RGI60-13.19123,0.63886316,0.597224813,1.069719721
RGI60-13.19124,0.593726194,0.667070235,0.890050496
RGI60-13.19125,0.513305026,0.531618912,0.965550725
RGI60-13.19129,0.68820053,0.731398283,0.940938127
RGI60-13.19130,0.568594858,0.669044747,0.849860731
RGI60-13.19132,0.300292448,0.302793541,0.991739939
RGI60-13.19133,0.51650217,0.590415817,0.874810864
RGI60-13.19134,0.395010614,0.485503524,0.813610188
RGI60-13.19135,0.510002418,0.638324061,0.798971008
RGI60-13.19144,0.40585523,0.630463776,0.643740761
RGI60-13.19153,0.266013836,0.515864551,0.515666052
RGI60-13.19155,0.781650718,0.797997541,0.979515196
RGI60-13.19157,0.58632957,0.708002671,0.828145986
RGI60-13.19158,0.676340375,0.723668414,0.934599827
RGI60-13.19160,0.52542373,0.617962054,0.850252418
RGI60-13.19164,0.268968827,0.496582919,0.541639305
RGI60-13.19167,0.16599735,0.279154875,0.59464249
RGI60-13.19171,0.284702983,0.386479011,0.736658331
RGI60-13.19173,0.71953299,0.747798639,0.962201525
RGI60-13.19174,0.90756836,0.934436574,0.971246615
RGI60-13.19175,0.355954573,0.409839996,0.868520828
RGI60-13.19176,0.318328383,0.396120985,0.803614035
RGI60-13.19177,0.67793666,0.711607038,0.952684029
RGI60-13.19178,0.349188637,0.465980949,0.749362475
RGI60-13.19180,0.37275509,0.491153565,0.75893797
RGI60-13.19184,0.398616886,0.599107366,0.665351335
RGI60-13.19185,0.388169987,0.572279437,0.678287496
RGI60-13.19194,0.188156697,0.396266651,0.474823447
RGI60-13.19213,0.74385898,0.77476949,0.960103604
RGI60-13.19216,0.67237892,0.813535448,0.826490009
RGI60-13.19219,0.349269604,0.602872131,0.57934276
RGI60-13.19220,0.205150877,0.327836973,0.625771019
RGI60-13.19223,0.41415422,0.568018301,0.729121261
RGI60-13.19224,0.661260719,0.751130366,0.880354128
RGI60-13.19225,0.523876548,0.687387552,0.762126906
RGI60-13.19228,0.320463653,0.519188991,0.617238921
RGI60-13.19246,0.507892283,0.631791737,0.803891938
RGI60-13.19247,0.678987959,0.797140432,0.851779601
RGI60-13.19250,0.468859771,0.587002711,0.798735273
RGI60-13.19253,0.470453961,0.557005229,0.844613186
RGI60-13.19258,0.826343914,0.883367453,0.935447544
RGI60-13.19261,0.957970211,,
RGI60-13.19264,0.780275228,0.816716859,0.955380337
RGI60-13.19267,0.687047986,0.721992807,0.951599488
RGI60-13.19268,0.535494411,0.643236039,0.832500636
RGI60-13.19270,0.847484853,0.878952214,0.964199008
RGI60-13.19271,0.358613055,0.450644704,0.795777809
RGI60-13.19273,0.431173261,0.590287792,0.730445838
RGI60-13.19274,0.374141827,0.578603752,0.646628761
RGI60-13.19275,0.37458562,,
RGI60-13.19285,0.534814623,0.715309177,0.747669175
RGI60-13.19288,0.408841472,0.542263425,0.753953619
RGI60-13.19289,0.612194549,0.709643298,0.862679251
RGI60-13.19290,0.700223078,0.781647985,0.895829185
RGI60-13.19292,0.686639415,0.712837487,0.963248184
RGI60-13.19294,0.552685207,0.656669075,0.841649514
RGI60-13.19295,0.630997892,0.781033769,0.80790091
RGI60-13.19296,0.487784175,0.561580588,0.868591588
RGI60-13.19297,0.205446918,0.3523123,0.583138646
RGI60-13.19298,0.613671923,0.691890333,0.8869497
RGI60-13.19305,0.750670447,0.71740703,1.046366171
RGI60-13.19312,0.641497385,0.811015895,0.79098004
RGI60-13.19315,0.604288465,0.72922223,0.828675321
RGI60-13.19317,0.746739567,0.760307163,0.982155113
RGI60-13.19318,0.318002832,0.434737483,0.731482434
RGI60-13.19321,0.258664336,0.394994464,0.654855598
RGI60-13.19324,0.461375415,0.634906584,0.72668236
RGI60-13.19328,0.457352359,0.507895111,0.900485848
RGI60-13.19329,0.382955433,0.454155577,0.843225212
RGI60-13.19333,0.545037545,0.609269179,0.894575935
RGI60-13.19340,0.480125864,0.529872461,0.906115905
RGI60-13.19342,0.453724712,0.524566688,0.86495144
RGI60-13.19343,0.602328944,0.669323394,0.899907205
RGI60-13.19360,0.267054356,0.451618593,0.591327195
RGI60-13.19366,0.452643448,0.510800223,0.886145753
RGI60-13.19367,0.330686804,0.530448951,0.62340929
RGI60-13.19369,0.368336463,0.431185877,0.854240554
RGI60-13.19370,0.205614204,0.321982859,0.638587421
RGI60-13.19376,0.404576914,0.579108893,0.698619757
RGI60-13.19379,0.513663967,0.525476615,0.977520127
RGI60-13.19383,0.453046778,0.584616206,0.774947347
RGI60-13.19395,0.364376317,0.453473952,0.803522046
RGI60-13.19397,0.378607178,0.6661901,0.568317028
RGI60-13.19402,0.563110112,0.642561648,0.876351887
RGI60-13.19404,0.337329305,0.372382603,0.905867521
RGI60-13.19406,0.214209039,0.263340555,0.813429739
RGI60-13.19407,0.521336718,0.576068372,0.904991046
RGI60-13.19408,0.67813659,0.678893584,0.998884959
RGI60-13.19410,0.322854151,0.330823944,0.975909263
RGI60-13.19419,0.346487784,0.385779816,0.898149073
RGI60-13.19443,0.53846987,0.626187221,0.859918332
RGI60-13.19449,0.401346343,0.521905704,0.769001642
RGI60-13.19450,0.543457509,0.610537627,0.890129427
RGI60-13.19454,0.390713396,0.585495507,0.667320912
RGI60-13.19455,0.553496464,0.677790233,0.81661912
RGI60-13.19456,0.33605572,0.542518003,0.619436993
RGI60-13.19457,0.457078848,0.66868783,0.683545934
RGI60-13.19459,0.378042178,0.482272546,0.78387663
RGI60-13.19463,0.349653986,0.521872494,0.669998879
RGI60-13.19479,0.286879979,0.362875358,0.790574431
RGI60-13.19490,0.684117529,0.759594353,0.900635354
RGI60-13.19492,0.458235453,0.550706534,0.832086464
RGI60-13.19496,0.476835778,0.60449918,0.78881129
RGI60-13.19497,0.626303235,0.700273899,0.894368954
RGI60-13.19500,0.568654553,0.756299156,0.751891032
RGI60-13.19502,0.5030384,0.538680336,0.933834718
RGI60-13.19512,0.70529096,0.692585407,1.018345107
RGI60-13.19515,0.604828516,0.587987259,1.028642213
RGI60-13.19529,0.471465948,0.542111083,0.86968513
RGI60-13.19539,0.476196961,0.592243738,0.804055713
RGI60-13.19541,0.787703184,0.812497378,0.969483971
RGI60-13.19542,0.429629289,0.501152346,0.857282806
RGI60-13.19543,0.4296459,0.521254481,0.824253633
RGI60-13.19545,0.53377612,0.621047777,0.859476742
RGI60-13.19547,0.684129252,0.704020437,0.971746297
RGI60-13.19548,0.742903103,0.796035187,0.933254101
RGI60-13.19552,0.400939802,0.51569772,0.777470573
RGI60-13.19553,0.798664558,0.802234412,0.995550112
RGI60-13.19559,0.56879415,0.665713953,0.85441224
RGI60-13.19561,0.440180037,0.553279935,0.795582868
RGI60-13.19562,0.54419997,0.68249861,0.797364217
RGI60-13.19565,0.71861169,0.732634483,0.980859769
RGI60-13.19567,0.810660864,0.851247649,0.952320826
RGI60-13.19568,0.552741262,0.643755382,0.858620025
RGI60-13.19579,0.498798298,0.648041426,0.769701254
RGI60-13.19586,0.595566868,0.666177441,0.894006358
RGI60-13.19594,0.567082769,0.582850981,0.97294641
RGI60-13.19597,0.461919594,0.50410738,0.916311905
RGI60-13.19599,0.605884649,0.659300928,0.918980428
RGI60-13.19600,0.808317335,0.870848041,0.928195618
RGI60-13.19604,0.755081671,0.790764123,0.954875986
RGI60-13.19612,0.55249398,0.665338038,0.830395901
RGI60-13.19619,0.450157614,0.570775426,0.788677286
RGI60-13.19620,0.297817172,0.477057915,0.624278861
RGI60-13.19622,0.296192769,0.46596939,0.635648554
RGI60-13.19624,0.394299051,0.504109659,0.782169206
RGI60-13.19628,0.372287666,0.567711453,0.655769166
RGI60-13.19629,0.567789584,0.61166542,0.928268242
RGI60-13.19631,0.62583926,0.633427916,0.988019701
RGI60-13.19632,0.32037305,0.353211048,0.907030094
RGI60-13.19634,0.479437637,0.513448982,0.933759057
RGI60-13.19637,0.680593724,0.774847533,0.878358251
RGI60-13.19641,0.333855914,0.401897644,0.830698858
RGI60-13.19642,0.762690226,0.806125476,0.9461185
RGI60-13.19643,0.515489242,0.591685441,0.871221778
RGI60-13.19645,0.428443252,0.599608302,0.714538559
RGI60-13.19646,0.476233273,0.576037184,0.826740505
RGI60-13.19647,0.73731179,0.781683224,0.943236042
RGI60-13.19648,0.792054546,0.796050595,0.994980157
RGI60-13.19651,0.585607704,,
RGI60-13.19654,0.495051632,0.574207076,0.86214826
RGI60-13.19655,0.56282265,0.643415381,0.8747423
RGI60-13.19656,0.602481862,0.795328289,0.757526006
RGI60-13.19660,0.200392829,0.320938162,0.62439701
RGI60-13.19661,0.285760744,0.26144178,1.093018657
RGI60-13.19664,0.328840725,0.462050843,0.711698137
RGI60-13.19669,0.621943912,0.634765241,0.979801462
RGI60-13.19671,0.543913562,0.661736944,0.821948309
RGI60-13.19672,0.863447605,0.858947433,1.00523917
RGI60-13.19677,0.835236346,0.835227884,1.000010132
RGI60-13.19688,0.318147488,0.40625409,0.783124394
RGI60-13.19690,0.56562845,0.693205372,0.815960858
RGI60-13.19691,0.578787931,0.647569106,0.893785582
RGI60-13.19692,0.45897323,0.537443242,0.853993863
RGI60-13.19693,0.903477702,0.913841852,0.988658705
RGI60-13.19695,0.33562481,0.483853405,0.693649784
RGI60-13.19697,0.452967644,0.572601098,0.791070163
RGI60-13.19698,0.400097194,0.516376,0.774817563
RGI60-13.19703,0.646895316,0.691160665,0.935955052
RGI60-13.19716,0.554258235,0.637475773,0.869457724
RGI60-13.19736,0.331624417,0.570177128,0.581616486
RGI60-13.19739,0.528416996,0.671128433,0.787355996
RGI60-13.19740,0.519686185,0.650677903,0.798684238
RGI60-13.19750,0.671960964,0.675787561,0.994337574
RGI60-13.19756,0.360487092,0.533754747,0.675379645
RGI60-13.19757,0.544050046,0.563746119,0.965062158
RGI60-13.19758,0.537527623,0.585527225,0.918023279
RGI60-13.19759,0.511677744,0.638204354,0.801745932
RGI60-13.19760,0.939398886,0.944176561,0.994939851
RGI60-13.19761,0.880402599,0.899297954,0.978988771
RGI60-13.19763,0.62115164,0.666082276,0.932544916
RGI60-13.19775,0.628164153,0.700429584,0.896826986
RGI60-13.19776,0.550299874,0.578081545,0.951941605
RGI60-13.19781,0.482966142,0.663332025,0.728091097
RGI60-13.19782,0.909046747,0.920513134,0.987543484
RGI60-13.19790,0.719840173,0.84338425,0.853513892
RGI60-13.19792,0.914372714,0.919318319,0.994620357
RGI60-13.19794,0.291947085,0.490429566,0.595288509
RGI60-13.19795,0.469680968,0.58137502,0.807879512
RGI60-13.19796,0.446983688,0.539268413,0.828870517
RGI60-13.19797,0.537434141,0.579296098,0.92773651
RGI60-13.19798,0.441962816,0.602353538,0.733726604
RGI60-13.19801,0.624444313,0.761052774,0.820500673
RGI60-13.19802,0.876292458,0.8134383,1.07726973
RGI60-13.19805,0.746870339,,
RGI60-13.19806,0.658360316,0.702539622,0.937114855
RGI60-13.19807,0.426789205,0.485268636,0.879490602
RGI60-13.19810,0.471246859,0.579289394,0.81349126
RGI60-13.19812,0.790572407,0.728266019,1.085554436
RGI60-13.19815,0.673116107,0.761965615,0.883394334
