RGIId,AAR_mean,AAR_steady,disequilibrium
RGI60-13.46770,0.925032643,0.903966411,1.02330422
RGI60-13.46772,0.747201096,0.649501927,1.150421676
RGI60-13.46773,0.851073206,0.869812267,0.9784562
RGI60-13.46775,0.861036349,0.937255783,0.918678086
RGI60-13.46776,0.694827298,0.902515278,0.76987871
RGI60-13.46777,0.698168935,0.865168529,0.806974493
RGI60-13.46778,0.835930416,0.91842589,0.910177321
RGI60-13.46782,0.703831333,0.728178257,0.966564609
RGI60-13.46805,0.687672928,0.764292443,0.89975105
RGI60-13.46807,0.793847656,0.943451586,0.841429139
RGI60-13.46810,0.763617221,0.795632453,0.95976128
RGI60-13.46819,0.639868135,0.691136573,0.925820105
RGI60-13.46828,0.701105663,0.753506284,0.930457619
RGI60-13.46829,0.851073625,,
RGI60-13.46833,0.42785165,0.512183683,0.835348067
RGI60-13.46835,0.743402461,0.688950726,1.079035746
RGI60-13.46836,0.697309947,0.724601691,0.962335522
RGI60-13.46840,0.560283096,0.454892553,1.231682277
RGI60-13.46850,0.635425741,0.171600671,3.702932718
RGI60-13.46872,0.665493121,0.652304112,1.020219111
RGI60-13.46880,0.875181488,0.891398371,0.981807367
RGI60-13.46886,0.775084212,0.771201577,1.005034527
RGI60-13.46887,0.558583616,0.612264209,0.912324464
RGI60-13.46893,0.712005326,,
RGI60-13.46902,0.799223482,,
RGI60-13.46903,0.481454839,0.735559218,0.654542595
RGI60-13.46909,0.505377069,0.697677237,0.724370873
RGI60-13.46910,0.646118821,0.722671321,0.894070101
RGI60-13.46931,0.66748399,0.949578758,0.702926413
RGI60-13.46933,0.712316608,0.779458974,0.913860295
RGI60-13.46940,0.695993829,0.712093278,0.977391377
RGI60-13.46941,0.67854323,0.698615617,0.971268338
RGI60-13.46942,0.625668135,0.716286152,0.873489084
RGI60-13.46945,0.600350708,0.769906265,0.779771169
RGI60-13.46946,0.568910585,0.718020882,0.792331532
RGI60-13.46949,0.605577086,0.75445339,0.802669979
RGI60-13.46950,0.681516018,0.776001978,0.878240052
RGI60-13.46955,0.666413927,0.791378267,0.842092783
RGI60-13.46958,0.423375766,0.863632338,0.490226857
RGI60-13.46961,0.591877817,0.752385792,0.786667988
RGI60-13.46979,0.539564267,0.68853308,0.783643201
RGI60-13.46987,0.677323269,0.757292658,0.894400945
RGI60-13.46993,0.740036621,0.76520388,0.967110388
RGI60-13.47006,0.641094993,0.643695244,0.995960432
RGI60-13.47007,0.980960971,,
RGI60-13.47009,0.593340765,0.716133234,0.828534046
RGI60-13.47012,0.707385041,0.82318813,0.859323665
RGI60-13.47027,0.744968046,0.808019393,0.921968028
RGI60-13.47029,0.512151514,0.678512091,0.754815604
RGI60-13.47031,0.712066188,0.567181679,1.255446383
RGI60-13.47033,0.391111212,0.777199719,0.503231283
RGI60-13.47037,0.466465292,0.667033166,0.699313491
RGI60-13.47047,0.609051849,0.741857304,0.820982479
RGI60-13.47049,0.366315128,0.555721982,0.659169764
RGI60-13.47051,0.495440911,0.71108449,0.696739864
RGI60-13.47053,0.557272443,0.497412272,1.120343173
RGI60-13.47058,0.607094624,0.63811409,0.95138884
RGI60-13.47063,0.475398508,0.644474532,0.737652901
RGI60-13.47066,0.656833752,0.765231731,0.858346204
RGI60-13.47082,0.874712046,0.917084012,0.953797072
RGI60-13.47083,0.64533701,0.71398446,0.903853018
RGI60-13.47117,0.845211675,,
RGI60-13.47119,0.203572481,0.575575844,0.353684893
RGI60-13.47123,0.714361797,0.798848735,0.89423913
RGI60-13.47129,0.160208436,0.306737212,0.522298663
RGI60-13.47131,0.695568356,0.609723093,1.140793853
RGI60-13.47132,0.467972679,0.682759555,0.685413592
RGI60-13.47134,0.678804096,0.652773439,1.039877017
RGI60-13.47135,0.488322262,0.700632849,0.69697312
RGI60-13.47137,0.797362943,0.792317439,1.006368034
RGI60-13.47139,0.867100599,,
RGI60-13.47141,0.34366159,0.494925048,0.694370979
RGI60-13.47150,0.35236128,,
RGI60-13.47152,0.438614678,0.562614884,0.779600202
RGI60-13.47153,0.64781608,0.694227543,0.933146612
RGI60-13.47154,0.521901663,0.725339979,0.719526951
RGI60-13.47159,0.68151085,0.732800572,0.930008622
RGI60-13.47167,0.886026839,0.903393003,0.980776735
RGI60-13.47168,0.603291776,0.768301825,0.785227571
RGI60-13.47169,0.732665236,0.806666374,0.908263019
RGI60-13.47180,0.522909725,0.574712912,0.909862496
RGI60-13.47182,0.541544253,0.627644027,0.86282069
RGI60-13.47184,0.490988133,0.603329252,0.813797991
RGI60-13.47187,0.583014112,0.668668447,0.871903131
RGI60-13.47194,0.52017127,0.655551678,0.793486291
RGI60-13.47200,0.376401974,0.846483463,0.444665478
RGI60-13.47202,0.513827018,0.670787638,0.766005497
RGI60-13.47207,0.712372204,0.725835456,0.981451372
RGI60-13.47208,0.569822957,0.704735795,0.80856253
RGI60-13.47209,0.582640431,,
RGI60-13.47214,0.515656024,0.662940373,0.77783168
RGI60-13.47217,0.37257602,0.511242662,0.72876551
RGI60-13.47223,0.361277799,,
RGI60-13.47228,0.737460589,0.547435246,1.347119308
RGI60-13.47237,0.323594946,0.933996987,0.346462516
RGI60-13.47240,0.404777152,0.616555266,0.656513981
RGI60-13.47243,0.601382447,0.4959748,1.212526215
RGI60-13.47247,0.450798421,0.464228576,0.971069953
RGI60-13.47254,0.4328336,0.598412527,0.723303041
RGI60-13.47259,0.442286124,0.703742944,0.628476814
RGI60-13.47263,0.539983881,0.630259374,0.856764537
RGI60-13.47264,0.672473446,0.767541847,0.876139131
RGI60-13.47270,0.760457386,0.736372451,1.032707545
RGI60-13.47271,0.78345984,0.18408623,4.255939413
RGI60-13.47282,0.782643256,,
RGI60-13.47287,0.495373721,0.690161673,0.717764751
RGI60-13.47291,0.665177758,0.843559658,0.78853671
RGI60-13.47293,0.376287142,0.365673147,1.02902591
RGI60-13.47302,0.285284576,0.924571433,0.308558718
RGI60-13.47305,0.807369308,0.688048207,1.173419681
RGI60-13.47306,0.577726514,0.820636422,0.70399814
RGI60-13.47314,0.706933734,0.7035853,1.004759102
RGI60-13.47316,0.545042254,0.481767976,1.131337657
RGI60-13.47320,0.524307737,0.821906357,0.637916634
RGI60-13.47324,0.520423506,0.695409147,0.748370234
RGI60-13.47328,0.265210141,0.508434262,0.5216213
RGI60-13.47329,0.608579759,0.728401487,0.835500434
RGI60-13.47338,0.55692874,0.571179809,0.975049768
RGI60-13.47342,0.605785363,0.664455885,0.911701403
RGI60-13.47345,0.622018832,0.702613428,0.885293117
RGI60-13.47348,0.527711698,0.637980856,0.827159142
RGI60-13.47350,0.550720133,0.736366734,0.747888393
RGI60-13.47353,0.71303989,0.75546991,0.943836254
RGI60-13.47355,0.622911279,0.693117637,0.898709318
RGI60-13.47356,0.50383503,0.817170778,0.616560264
RGI60-13.47374,0.845890703,0.900970037,0.93886663
RGI60-13.47376,0.782590504,0.758811165,1.031337624
RGI60-13.47378,0.500799056,0.658560426,0.76044511
RGI60-13.47380,0.653821083,0.659897845,0.990791359
RGI60-13.47381,0.732596647,0.726206073,1.008799946
RGI60-13.47382,0.769928357,0.785584833,0.980070293
RGI60-13.47398,0.853001601,0.863966108,0.9873091
RGI60-13.47408,0.539631569,0.735919554,0.733275214
RGI60-13.47409,0.606705172,0.851037467,0.71290066
RGI60-13.47410,0.345582185,0.705271111,0.489999065
RGI60-13.47413,0.474707055,0.60794932,0.780833269
RGI60-13.47418,0.674653942,0.721811095,0.934668289
RGI60-13.47419,0.483177537,0.811985925,0.595056542
RGI60-13.47420,0.655247757,0.712968186,0.919042069
RGI60-13.47421,0.426770521,0.591834582,0.721097641
RGI60-13.47423,0.32020606,0.719233787,0.445204419
RGI60-13.47424,0.380484863,0.526195687,0.723086244
RGI60-13.47427,0.771268836,0.837860663,0.920521598
RGI60-13.47429,0.46053069,0.387344578,1.188943168
RGI60-13.47431,0.50167431,0.756515068,0.663138557
RGI60-13.47433,0.479068474,0.719271081,0.666047178
RGI60-13.47440,0.449491355,0.726593777,0.618628139
RGI60-13.47441,0.588452064,0.754642717,0.779775714
RGI60-13.47447,0.559743514,0.544005248,1.028930358
RGI60-13.47462,0.706079273,0.793808192,0.88948348
RGI60-13.47463,0.503231705,0.69793031,0.721034317
RGI60-13.47475,0.401442468,0.527502608,0.761024612
RGI60-13.47481,0.583723457,0.735336712,0.793817917
RGI60-13.47485,0.641013971,0.738845041,0.867589191
RGI60-13.47493,0.515105425,0.810418397,0.635604308
RGI60-13.47494,0.65858829,0.738095513,0.892280577
RGI60-13.47497,0.777356156,0.811834792,0.957529984
RGI60-13.47499,0.55286388,0.716743102,0.771355704
RGI60-13.47503,0.55533298,0.647414575,0.857770277
RGI60-13.47507,0.547241061,0.658029362,0.831636235
RGI60-13.47511,0.63541918,0.703853818,0.902771519
RGI60-13.47515,0.821062836,0.703858834,1.166516348
RGI60-13.47516,0.62301732,0.66517662,0.93661939
RGI60-13.47519,0.564854488,0.542812323,1.040607341
RGI60-13.47521,0.740043657,0.756874673,0.97776248
RGI60-13.47523,0.686017208,0.718059218,0.955376926
RGI60-13.47527,0.509999487,0.56861339,0.896917829
RGI60-13.47530,0.683677038,0.726043603,0.941647355
RGI60-13.47536,0.490760794,0.752446984,0.652219763
RGI60-13.47538,0.561066798,0.768147578,0.730415371
RGI60-13.47539,0.562738236,0.800136526,0.703302771
RGI60-13.47540,0.535429618,0.57403086,0.932754065
RGI60-13.47541,0.587344738,0.647718909,0.906789551
RGI60-13.47545,0.599103179,0.702172745,0.853213377
RGI60-13.47550,0.501457748,0.740483113,0.67720349
RGI60-13.47551,0.431662017,0.451864062,0.955291764
RGI60-13.47552,0.542584466,0.652939266,0.83098765
RGI60-13.47553,0.674711375,0.769385327,0.876948586
RGI60-13.47555,0.782526027,0.730248544,1.071588616
RGI60-13.47561,0.608745841,0.606259048,1.004101867
RGI60-13.47562,0.741720964,0.815244939,0.909813639
RGI60-13.47564,0.400838774,0.442016913,0.906840354
RGI60-13.47565,0.530663294,0.600414678,0.883827984
RGI60-13.47566,0.622028776,0.796598308,0.780856261
RGI60-13.47570,0.610288673,0.7728148,0.789695893
RGI60-13.47572,0.638344218,0.80390267,0.794056596
RGI60-13.47573,0.69382399,0.75877757,0.914397074
RGI60-13.47580,0.694929135,0.791397833,0.878103408
RGI60-13.47581,0.756188595,0.83149217,0.909435618
RGI60-13.47583,0.531722055,0.708712818,0.750264482
RGI60-13.47584,0.832122207,0.882651752,0.942752569
RGI60-13.47585,0.557902422,0.632058893,0.882674745
RGI60-13.47587,0.470977474,0.614670951,0.766226991
RGI60-13.47589,0.415548244,0.555463088,0.748111356
RGI60-13.47595,0.626533506,,
RGI60-13.47598,0.440563886,0.651378423,0.676356279
RGI60-13.47605,0.498020301,0.753708959,0.660759428
RGI60-13.47607,0.679655977,0.788699086,0.861743077
RGI60-13.47608,0.576779706,0.655519914,0.879881288
RGI60-13.47610,0.635192894,0.794091069,0.799899304
RGI60-13.47611,0.691322799,0.747655216,0.924654552
RGI60-13.47612,0.75913003,0.79599934,0.953681734
RGI60-13.47614,0.386034715,,
RGI60-13.47615,0.478808026,0.500045676,0.95752858
RGI60-13.47617,0.277748247,0.685731109,0.405039589
RGI60-13.47618,0.47001715,0.818727541,0.574082495
RGI60-13.47620,0.664837884,0.637472613,1.042927759
RGI60-13.47622,0.432478256,0.825847941,0.523677828
RGI60-13.47623,0.647120582,0.69634235,0.929313837
RGI60-13.47633,0.493630442,0.818291081,0.603245536
RGI60-13.47637,0.487314105,0.915387347,0.532358358
RGI60-13.47638,0.590300688,0.696709336,0.847269669
RGI60-13.47639,0.528228102,0.554910551,0.951915765
RGI60-13.47641,0.313772852,0.694601585,0.451730688
RGI60-13.47642,0.478426939,0.672077468,0.711862786
RGI60-13.47645,0.483101682,0.598432982,0.807277835
RGI60-13.47652,0.599663329,0.784573557,0.764317536
RGI60-13.47655,0.538099718,0.776145833,0.693297181
RGI60-13.47656,0.522431603,0.566220623,0.922664384
RGI60-13.47657,0.556366912,0.785953834,0.707887523
RGI60-13.47669,0.549568207,0.63430311,0.866412601
RGI60-13.47670,0.419108683,0.731666934,0.572813481
RGI60-13.47675,0.564059375,0.548393913,1.028566076
RGI60-13.47677,0.429208308,0.669081464,0.641488863
RGI60-13.47686,0.382422863,0.834363754,0.458340695
RGI60-13.47691,0.424853509,0.48749295,0.871506981
RGI60-13.47701,0.559868311,,
RGI60-13.47702,0.574339664,0.690366823,0.831934046
RGI60-13.47708,0.337583469,0.934200377,0.361360879
RGI60-13.47710,0.45213407,0.604276203,0.748224186
RGI60-13.47712,0.48566531,0.578951327,0.838870709
RGI60-13.47719,0.780440009,0.695381543,1.12231913
RGI60-13.47720,0.368660466,0.691633669,0.533028514
RGI60-13.47725,0.620279224,0.755695285,0.820806
RGI60-13.47733,0.41815211,0.630542517,0.663162433
RGI60-13.47736,0.582201675,0.46074185,1.263617957
RGI60-13.47737,0.65052042,0.730544188,0.890460058
RGI60-13.47738,0.508965196,0.526758129,0.966221817
RGI60-13.47739,0.719898493,,
RGI60-13.47742,0.633158127,0.859984952,0.736243263
RGI60-13.47743,0.524766082,0.633036781,0.82896618
RGI60-13.47744,0.350308925,0.617315732,0.567471241
RGI60-13.47745,0.699298437,0.71472373,0.978417825
RGI60-13.47746,0.305257874,0.601677684,0.507344517
RGI60-13.47747,0.208506287,0.436401994,0.477784908
RGI60-13.47754,0.564970362,0.771846483,0.731972452
RGI60-13.47760,0.701009485,0.687077046,1.02027784
RGI60-13.47768,0.314663465,0.619787577,0.507695664
RGI60-13.47769,0.53177524,0.524254132,1.014346302
RGI60-13.47771,0.66883307,0.852787614,0.78429032
RGI60-13.47772,0.815850569,0.757005628,1.077733822
RGI60-13.47775,0.343649488,0.702393794,0.489254733
RGI60-13.47776,0.469917983,0.552291811,0.850850898
RGI60-13.47778,0.563237922,0.61821624,0.911069437
RGI60-13.47779,0.521569976,0.625415356,0.833957738
RGI60-13.47780,0.43089618,0.509684151,0.845418048
RGI60-13.47782,0.517384489,0.821809604,0.629567343
RGI60-13.47792,0.674388664,0.776356907,0.868658034
RGI60-13.47793,0.656047242,0.730212102,0.898433811
RGI60-13.47794,0.49608351,0.570910471,0.868933984
RGI60-13.47796,0.431622176,0.550044535,0.784704054
RGI60-13.47807,0.500974853,0.510795803,0.980773236
RGI60-13.47809,0.660094753,0.292136247,2.259544168
RGI60-13.47811,0.324661031,0.936937945,0.346512843
RGI60-13.47815,0.466103033,0.638313589,0.730210106
RGI60-13.47823,0.741173863,0.922717057,0.803251503
RGI60-13.47824,0.53146488,0.938775006,0.566125936
RGI60-13.47825,0.367253158,0.924005651,0.397457697
RGI60-13.47839,0.700551401,0.70847353,0.988818032
RGI60-13.47848,0.456743516,0.718715673,0.635499591
RGI60-13.47850,0.426892305,0.333422266,1.280335324
RGI60-13.47854,0.558160231,0.66245842,0.84255889
RGI60-13.47855,0.626531346,0.650701972,0.962854537
RGI60-13.47860,0.414674078,0.720730106,0.575352791
RGI60-13.47863,0.584518547,0.564116185,1.036166949
RGI60-13.47864,0.454114289,0.700844604,0.647952894
RGI60-13.47867,0.296367045,0.48357552,0.612866104
RGI60-13.47869,0.628631906,0.721832639,0.870883183
RGI60-13.47872,0.559867959,0.428429351,1.306791792
RGI60-13.47874,0.469784965,0.666918468,0.70441139
RGI60-13.47876,0.512163431,0.672220086,0.761898434
RGI60-13.47886,0.291742769,0.38712185,0.753620002
RGI60-13.47887,0.651343897,0.594746365,1.095162467
RGI60-13.47890,0.529342247,0.389610016,1.358646403
RGI60-13.47893,0.30585677,0.683077297,0.447763045
RGI60-13.47904,0.737797101,0.630604734,1.169983449
RGI60-13.47914,0.68862232,0.757256247,0.90936499
RGI60-13.47915,0.502086865,0.458101018,1.09601779
RGI60-13.47916,0.484542526,0.751282971,0.644953426
RGI60-13.47919,0.613130375,0.856917949,0.715506515
RGI60-13.47921,0.430650528,0.42287896,1.018377759
RGI60-13.47923,0.571749022,0.697518708,0.819689875
RGI60-13.47926,0.398338799,0.479401134,0.830909172
RGI60-13.47928,0.430978193,0.397199249,1.08504282
RGI60-13.47929,0.587607079,0.694195546,0.846457576
RGI60-13.47936,0.152344798,0.283338635,0.537677462
RGI60-13.47937,0.3820436,,
RGI60-13.47943,0.510988669,0.618100885,0.826707551
RGI60-13.47955,0.644437019,0.67495811,0.954780764
RGI60-13.47957,0.49663648,0.534358368,0.929407134
RGI60-13.47959,0.471595902,0.519477367,0.907827619
RGI60-13.47971,0.591944114,0.746047386,0.793440369
RGI60-13.47975,0.498178736,0.547783267,0.909444969
RGI60-13.47983,0.39417732,0.471120015,0.836681328
RGI60-13.47984,0.600439966,0.628685986,0.955071338
RGI60-13.47996,0.641656488,0.802129419,0.799941347
RGI60-13.48004,0.64100482,0.686853312,0.933248496
RGI60-13.48010,0.320025797,0.487381852,0.656622309
RGI60-13.48014,0.524353292,0.746469845,0.702444038
RGI60-13.48025,0.743578489,0.914383619,0.813201891
RGI60-13.48029,0.59739588,0.819030558,0.729393884
RGI60-13.48032,0.286048754,0.696552315,0.410663705
RGI60-13.48033,0.515651953,0.694441328,0.742542144
RGI60-13.48039,0.743341531,0.814691259,0.912421144
RGI60-13.48040,0.78874509,0.821632338,0.959973279
RGI60-13.48042,0.420386496,0.804219136,0.522726304
RGI60-13.48047,0.350375765,0.608693421,0.575619438
RGI60-13.48048,0.377960557,0.864524345,0.437189027
RGI60-13.48053,0.689017456,0.870753881,0.791288413
RGI60-13.48058,0.283066926,0.41553907,0.681204119
RGI60-13.48078,0.824346011,0.723110933,1.139999375
RGI60-13.48082,0.427177658,0.533036809,0.801403675
RGI60-13.48083,0.638024061,0.720286779,0.885791715
RGI60-13.48084,0.540857449,0.606845429,0.891260646
RGI60-13.48088,0.57065148,0.541705163,1.053435556
RGI60-13.48092,0.79616166,0.925777198,0.85999273
RGI60-13.48094,0.584207463,0.855756793,0.682679317
RGI60-13.48095,0.872226098,0.807155558,1.0806171
RGI60-13.48096,0.537581864,0.716027639,0.750783678
RGI60-13.48097,0.247348608,0.616173136,0.401427122
RGI60-13.48099,0.490930366,0.537874787,0.9127224
RGI60-13.48133,0.345030931,0.107646859,3.205211321
RGI60-13.48134,0.786919272,,
RGI60-13.48135,0.243638308,0.297866278,0.817945253
RGI60-13.48138,0.335326172,0.613034285,0.546994158
RGI60-13.48146,0.453279451,0.538208282,0.84220081
RGI60-13.48152,0.500078134,0.596134819,0.838867514
RGI60-13.48154,0.48521922,0.765996778,0.633448121
RGI60-13.48156,0.402821063,0.499340477,0.806706209
RGI60-13.48158,0.411645652,0.385092319,1.068953163
RGI60-13.48166,0.711907939,,
RGI60-13.48175,0.712369185,0.724778413,0.982878591
RGI60-13.48181,0.313374027,0.634037714,0.494251399
RGI60-13.48185,0.545011757,0.617419047,0.882725856
RGI60-13.48187,0.627964496,0.771144112,0.814328329
RGI60-13.48188,0.812378594,0.753087909,1.078730098
RGI60-13.48189,0.444592835,0.69003349,0.644306171
RGI60-13.48193,0.836608366,0.861027694,0.971639323
RGI60-13.48207,0.694752404,0.870586107,0.798028361
RGI60-13.48208,0.728441676,0.793119728,0.918451088
RGI60-13.48211,0.726533358,0.690547257,1.052112437
RGI60-13.48213,0.549861572,0.684737518,0.803025331
RGI60-13.48214,0.812956426,0.844700735,0.962419462
RGI60-13.48217,0.289801795,0.625922173,0.462999727
RGI60-13.48221,0.697892292,0.816137231,0.855116353
RGI60-13.48223,0.605083867,0.845984308,0.715242424
RGI60-13.48228,0.756209431,0.79499481,0.951213042
RGI60-13.48230,0.854071612,0.914876875,0.933537217
RGI60-13.48235,0.772096403,,
RGI60-13.48237,0.599212259,0.728630743,0.822381247
RGI60-13.48240,0.487427138,0.599329953,0.813286798
RGI60-13.48244,0.715365242,0.828926096,0.863002439
RGI60-13.48253,0.587992217,0.798073187,0.736764782
RGI60-13.48254,0.515830653,0.857007674,0.601897356
RGI60-13.48255,0.680272336,0.713847937,0.952965331
RGI60-13.48260,0.510682916,0.517151424,0.987492043
RGI60-13.48263,0.730345215,0.767623296,0.951437012
RGI60-13.48266,0.763836192,0.607437016,1.257473897
RGI60-13.48268,0.46777692,0.52110952,0.897655678
RGI60-13.48272,0.708154505,0.714201634,0.991533022
RGI60-13.48273,0.593864137,0.652195292,0.910561826
RGI60-13.48290,0.735929424,0.798956386,0.921113388
RGI60-13.48293,0.802529191,0.793851085,1.010931655
RGI60-13.48308,0.721939249,0.846754593,0.852595611
RGI60-13.48323,0.448236278,0.654337228,0.685023347
RGI60-13.48343,0.782855123,0.52719066,1.48495636
RGI60-13.48345,0.789238909,0.847110585,0.931683446
RGI60-13.48347,0.812334173,0.730767938,1.111617152
RGI60-13.48350,0.79919672,0.795744444,1.004338422
RGI60-13.48371,0.715677094,0.814496338,0.878674416
RGI60-13.48377,0.617609948,0.561045699,1.100819327
RGI60-13.48390,0.483555632,0.531675118,0.909494569
RGI60-13.48391,0.407589737,0.538600467,0.756757117
RGI60-13.48392,0.558224438,0.725215656,0.769735779
RGI60-13.48395,0.522797269,0.608979501,0.858480898
RGI60-13.48398,0.570843566,0.607214779,0.940101568
RGI60-13.48400,0.681130384,0.843768822,0.807247633
RGI60-13.48401,0.578547201,0.724583267,0.798455095
RGI60-13.48403,0.822412832,0.884671624,0.92962497
RGI60-13.48404,0.566270402,,
RGI60-13.48408,0.699443121,0.721878919,0.968920276
RGI60-13.48409,0.544591515,0.559101058,0.974048443
RGI60-13.48411,0.765949734,0.847920397,0.903327408
RGI60-13.48412,0.839507744,0.631541707,1.329298976
RGI60-13.48413,0.584072108,0.80300321,0.727359618
RGI60-13.48414,0.73614191,0.880146233,0.836385913
RGI60-13.48416,0.425376944,0.60099669,0.707785836
RGI60-13.48421,0.542215651,0.584183441,0.92815991
RGI60-13.48422,0.406024931,0.76795147,0.528711705
RGI60-13.48424,0.502801491,0.70572175,0.712464212
RGI60-13.48428,0.611330804,0.919531413,0.664828625
RGI60-13.48437,0.608244046,0.668015275,0.910524158
RGI60-13.48442,0.414309177,0.647894169,0.639470451
RGI60-13.48443,0.754965869,0.702790393,1.074240451
RGI60-13.48448,0.770995488,0.852706709,0.904174296
RGI60-13.48449,0.736116852,0.662778922,1.110652176
RGI60-13.48457,0.557354076,0.65570528,0.850006996
RGI60-13.48459,0.674452739,,
RGI60-13.48462,0.707971857,0.77098548,0.91826873
RGI60-13.48463,0.572863498,0.686328398,0.834678413
RGI60-13.48465,0.829668595,0.91064055,0.91108242
RGI60-13.48472,0.781489728,0.81922153,0.953941881
RGI60-13.48473,0.727744716,0.787471085,0.924154206
RGI60-13.48474,0.729984619,0.819167205,0.89113018
RGI60-13.48478,0.737045248,0.806733432,0.913616839
RGI60-13.48479,0.57464279,0.744020689,0.772347863
RGI60-13.48488,0.633855692,0.749209179,0.846033003
RGI60-13.48489,0.729909893,0.793896063,0.919402333
RGI60-13.48490,0.826337202,0.8778029,0.94136987
RGI60-13.48494,0.67783838,0.698209901,0.970823214
RGI60-13.48495,0.605882325,0.690612064,0.877312107
RGI60-13.48497,0.716671264,0.793427379,0.903260062
RGI60-13.48498,0.752384144,0.811116801,0.927590382
RGI60-13.48515,0.714487648,0.736244482,0.970448899
RGI60-13.48518,0.619093792,0.721527987,0.858031571
RGI60-13.48532,0.514217582,0.585199143,0.878705289
RGI60-13.48534,0.762298869,0.84750567,0.899461675
RGI60-13.48535,0.618053728,0.776509108,0.7959388
RGI60-13.48536,0.716547759,0.799256806,0.896517558
RGI60-13.48542,0.632633748,0.766652952,0.825189215
RGI60-13.48543,0.842241556,,
RGI60-13.48545,0.725895147,0.762751797,0.951679367
RGI60-13.48546,0.610946783,0.763443528,0.80025144
RGI60-13.48547,0.599023043,0.765686186,0.782334923
RGI60-13.48549,0.583103901,0.751366274,0.776058124
RGI60-13.48550,0.713264991,0.792778289,0.899702983
RGI60-13.48551,0.718058236,0.777896717,0.923076574
RGI60-13.48552,0.643870478,0.71628792,0.898898976
RGI60-13.48553,0.670740374,0.743037816,0.902700185
RGI60-13.48554,0.599721457,0.723624492,0.828774404
RGI60-13.48561,0.659197736,0.705511878,0.934353846
RGI60-13.48563,0.754782082,0.712069521,1.059983695
RGI60-13.48565,0.550526917,0.654978229,0.840527048
RGI60-13.48566,0.538603126,0.673182499,0.800084861
RGI60-13.48568,0.566376442,0.719377624,0.787314511
RGI60-13.48569,0.722332426,0.760686612,0.949579517
RGI60-13.48570,0.63562228,0.683142677,0.930438547
RGI60-13.48576,0.595400901,0.649779724,0.916311911
RGI60-13.48578,0.609156318,0.65463002,0.930535263
RGI60-13.48580,0.550963302,0.664680228,0.828914836
RGI60-13.48581,0.680738341,0.772643815,0.881050658
RGI60-13.48583,0.570730763,0.607337896,0.939725261
RGI60-13.48585,0.670199971,0.814649902,0.822684651
RGI60-13.48586,0.674480661,0.754637785,0.893780665
RGI60-13.48588,0.666066783,0.827545922,0.804869876
RGI60-13.48589,0.652687148,0.449835618,1.450945905
RGI60-13.48590,0.632802641,0.748723915,0.845174874
RGI60-13.48593,0.722993371,0.820531531,0.881128078
RGI60-13.48594,0.606437302,0.6524706,0.929447704
RGI60-13.48595,0.593951558,0.592780071,1.001976259
RGI60-13.48602,0.708567655,0.801547134,0.883999985
RGI60-13.48604,0.68576709,0.780499872,0.878625499
RGI60-13.48610,0.656043485,0.659269519,0.995106653
RGI60-13.48614,0.709175601,0.701179444,1.011403867
RGI60-13.48616,0.608673269,0.723633509,0.84113472
RGI60-13.48617,0.787136864,0.88399895,0.890427375
RGI60-13.48619,0.675129403,0.662231563,1.01947633
RGI60-13.48620,0.765127636,0.844545999,0.905963248
RGI60-13.48621,0.675578927,0.849223291,0.795525669
RGI60-13.48628,0.722301869,0.731685562,0.987175239
RGI60-13.48631,0.653580196,0.74576183,0.876392662
RGI60-13.48632,0.611460483,0.704311189,0.868168067
RGI60-13.48645,0.648876574,0.729292972,0.889733754
RGI60-13.48656,0.682104188,0.74294912,0.918103501
RGI60-13.48670,0.707766978,0.777021315,0.910872024
RGI60-13.48676,0.650334972,0.661691733,0.98283678
RGI60-13.48690,0.561360437,0.69000044,0.813565331
RGI60-13.48704,0.900057874,0.880646688,1.022041967
RGI60-13.48716,0.675118954,0.830954837,0.812461669
RGI60-13.48738,0.602669816,0.707428285,0.851916481
RGI60-13.48745,0.738246133,0.715804436,1.031351715
RGI60-13.48748,0.729460928,0.743906661,0.980581256
RGI60-13.48749,0.675036332,0.719695935,0.937946567
RGI60-13.48754,0.844090166,0.835396591,1.010406525
RGI60-13.48755,0.716941383,0.682288968,1.050788473
RGI60-13.48756,0.782906525,0.719052279,1.088803343
RGI60-13.48757,0.78867908,0.847051757,0.931087237
RGI60-13.48765,0.743055321,0.809704253,0.917687314
RGI60-13.48778,0.73854685,0.831358934,0.888360996
RGI60-13.48780,0.657052537,0.77728288,0.845319708
RGI60-13.48781,0.807644753,0.847777421,0.952661315
RGI60-13.48788,0.747666945,0.733309525,1.019578935
RGI60-13.48790,0.823737797,0.794160818,1.037243059
RGI60-13.48793,0.762880008,0.699680135,1.090326808
RGI60-13.48797,0.530007255,0.566236235,0.936017906
RGI60-13.48799,0.797054133,0.781978002,1.019279483
RGI60-13.48817,0.63511004,0.723510046,0.87781786
RGI60-13.48825,0.736725216,0.816111357,0.902726338
RGI60-13.48845,0.723007657,0.775674125,0.932102326
RGI60-13.48863,0.805839541,0.787272167,1.023584441
RGI60-13.48872,0.665723672,0.767118783,0.867823454
RGI60-13.48877,0.804605821,0.833951279,0.964811544
RGI60-13.48879,0.784212555,0.704041159,1.113873167
RGI60-13.48883,0.747401016,0.829662891,0.900849037
RGI60-13.48885,0.673307546,0.763098227,0.882334046
RGI60-13.48900,0.57557118,0.57977984,0.992740934
