RGIId,calving_k,calving_k_nmad,calving_thick,calving_flux_Gta,fa_gta_obs,fa_gta_obs_unc,fa_gta_max,calving_flux_Gta_bndlow,calving_flux_Gta_bndhigh,no_errors,oggm_dynamics,mb_clim_gta,mb_total_gta,mb_clim_mwea,mb_total_mwea,area_km2,mb_total_gta_obs,mb_clim_gta_obs,mb_total_mwea_obs,mb_clim_mwea_obs,calving_flux_Gta_rnd1,calving_k_rnd1,O1Region
RGI60-03.00285,0.05668750000000001,0.020806250000000002,148.83867823025776,0.00024577401038045136,,0.0,0.0,0.0,0.0,1.0,1.0,-0.0010485686335158799,-0.0012943426438963312,-0.28401100582770317,-0.35058034775090235,3.6919999999999997,0.0,-0.001054154503915395,-0.2855239718080702,-0.2855239718080702,0.0,0.0,0.0
RGI60-03.00424,0.05668750000000001,0.020806250000000002,151.62258812173837,0.0016822705552149945,,0.0,0.0,0.0,0.0,1.0,1.0,-0.023098426275607334,-0.02478069683082233,-0.20944494464842894,-0.22469893031466334,110.28399999999999,0.0,-0.023151741957634617,-0.20992838451302653,-0.20992838451302653,0.0,0.0,0.0
RGI60-03.00432,0.05668750000000001,0.020806250000000002,142.18181089829298,0.0010183607690407296,,0.0,0.0,0.0,0.0,1.0,1.0,-0.05025335935242815,-0.051271720121468876,-0.2217086054796004,-0.2262014264350266,226.66400000000002,0.0,-0.05034522188789737,-0.22211388613938413,-0.22211388613938413,0.0,0.0,0.0
RGI60-03.00564,0.05668750000000001,0.020806250000000002,55.381305213944195,2.524986676683262e-06,,0.0,0.0,0.0,0.0,1.0,1.0,-0.002245017479303075,-0.002247542465979758,-0.36973278644648794,-0.3701486274670221,6.072,0.0,-0.0022457749753060797,-0.36985753875264815,-0.36985753875264815,0.0,0.0,0.0
RGI60-03.00572,0.05668750000000001,0.020806250000000002,49.56963971206284,2.858310600368721e-06,,0.0,0.0,0.0,0.0,1.0,1.0,-0.001423429817954589,-0.0014262881285549576,-0.31065687864569813,-0.3112806915222518,4.582,0.0,-0.0014242873111346996,-0.3108440225086642,-0.3108440225086642,0.0,0.0,0.0
RGI60-03.01401,0.05668750000000001,0.020806250000000002,90.70481249107928,6.899220793679519e-05,,0.0,0.0,0.0,0.0,1.0,1.0,-0.0010213784453734379,-0.001090370653310233,-0.3138839721491819,-0.3350862487124256,3.2539999999999996,0.0,-0.0010420761077544762,-0.32024465511815503,-0.32024465511815503,0.0,0.0,0.0
RGI60-03.01404,0.05668750000000001,0.020806250000000002,23.483983461179037,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,-5.2280921172115355e-06,-5.2280921172115355e-06,-0.041824736937692286,-0.041824736937692286,0.125,0.0,-5.2280921172115355e-06,-0.041824736937692286,-0.041824736937692286,0.0,0.0,0.0
RGI60-03.01441,0.045550000000000014,0.020806250000000002,114.00543441545224,4.9528808954419894e-05,,0.0,0.0,3.473378464331235e-07,0.00014278921325366477,1.0,1.0,0.0001695378277346509,0.00012000901878023101,0.28686603677605904,0.20306094548262438,0.591,0.0,0.00015467918504832493,0.26172450938802866,0.26172450938802866,0.0,0.0,0.0
RGI60-03.01443,0.05668750000000001,0.020806250000000002,22.6931105414138,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,-5.920966432429454e-06,-5.920966432429454e-06,-0.4554589563407272,-0.4554589563407272,0.013000000000000001,0.0,-5.920966432429454e-06,-0.4554589563407272,-0.4554589563407272,0.0,0.0,0.0
RGI60-03.01470,0.05668750000000001,0.020806250000000002,46.46781284376323,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,-0.01642938756386633,-0.01642938756386633,-0.5741329173842021,-0.5741329173842021,28.616,0.0,-0.01642938756386633,-0.5741329173842021,-0.5741329173842021,0.0,0.0,0.0
RGI60-03.01484,0.05668750000000001,0.020806250000000002,24.294267844452037,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,-4.7079959768722127e-05,-4.7079959768722127e-05,-0.07872902971358214,-0.07872902971358214,0.598,0.0,-4.7079959768722127e-05,-0.07872902971358214,-0.07872902971358214,0.0,0.0,0.0
RGI60-03.01489,0.05668750000000001,0.020806250000000002,13.629772686261731,0.0,,0.0,0.0,0.0,5.0927116753125284e-05,1.0,1.0,1.3763938053401106e-06,1.3763938053401106e-06,0.057349741889171274,0.05734974188917127,0.024,0.0,1.3763938053401106e-06,0.057349741889171274,0.057349741889171274,0.0,0.0,0.0
