RGIId,calving_k,calving_k_nmad,calving_thick,calving_flux_Gta,fa_gta_obs,fa_gta_obs_unc,fa_gta_max,calving_flux_Gta_bndlow,calving_flux_Gta_bndhigh,no_errors,oggm_dynamics,mb_clim_gta,mb_total_gta,mb_clim_mwea,mb_total_mwea,area_km2,mb_total_gta_obs,mb_clim_gta_obs,mb_total_mwea_obs,mb_clim_mwea_obs,calving_flux_Gta_rnd1,calving_k_rnd1,O1Region
RGI60-07.00322,0.30625,0.09561875000000002,668.9501754617324,0.14023376670467982,,0.0,0.0,0.0,0.0,1.0,1.0,-0.1919103545193687,-0.3321441212240485,-1.066838373642168,-1.846404249467991,179.887,0.0,-0.2112975363690858,-1.1746125977368336,-1.1746125977368336,0.0,0.0,0.0
RGI60-07.00476,0.30625,0.09561875000000002,129.9219764321362,0.0010396224044220254,,0.0,0.0,0.0,0.0,1.0,1.0,-0.029107232127691632,-0.030146854532113656,-0.39107380359391675,-0.4050417785018428,74.429,0.0,-0.029419118849018235,-0.39526419606629454,-0.39526419606629454,0.0,0.0,0.0
RGI60-07.00482,0.30625,0.09561875000000002,683.1325883325327,0.07840334124629414,,0.0,0.0,0.0,0.0,1.0,1.0,-0.0511880811989426,-0.12959142244523675,-0.6211391966865988,-1.5725205975638485,82.41,0.0,-0.05776821938267595,-0.7009855525139661,-0.7009855525139661,0.0,0.0,0.0
RGI60-07.00665,0.30625,0.09561875000000002,60.327603002341824,0.0001497023712284006,,0.0,0.0,0.0,0.0,1.0,1.0,-0.005895704356421988,-0.006045406727650388,-0.5775006716056409,-0.5921644360515613,10.209,0.0,-0.005940615067790508,-0.581899800939417,-0.581899800939417,0.0,0.0,0.0
RGI60-07.00704,0.30625,0.09561875000000002,59.31096683820076,6.147055680755669e-05,,0.0,0.0,0.0,0.0,1.0,1.0,0.00018128807874562836,0.00011981752193807167,0.030336023886483997,0.020049786134215476,5.976,0.0,0.00016284691170336137,0.02725015256080344,0.02725015256080344,0.0,0.0,0.0
RGI60-07.00722,0.30625,0.09561875000000002,49.86605983422635,6.8193615538078e-05,,0.0,0.0,0.0,0.0,1.0,1.0,-0.002347145370193534,-0.002415338985731612,-0.444198593904908,-0.45710427436253076,5.284,0.0,-0.002367603454854957,-0.4480702980421948,-0.4480702980421948,0.0,0.0,0.0
RGI60-07.00723,0.30625,0.09561875000000002,70.40414129194393,0.00045413812173237297,,0.0,0.0,0.0,0.0,1.0,1.0,-0.0062938135958628145,-0.0067479517175951876,-0.7660435243260485,-0.8213183687433284,8.216000000000001,0.0,-0.006430055032382528,-0.7826259776512325,-0.7826259776512325,0.0,0.0,0.0
RGI60-07.00777,0.30625,0.09561875000000002,42.909585035607165,3.1989764129062234e-06,,0.0,0.0,0.0,0.0,1.0,1.0,-0.004726916022388049,-0.004730114998800956,-0.43853010691047856,-0.43882688549967114,10.779000000000002,0.0,-0.004727875715311921,-0.4386191404872363,-0.4386191404872363,0.0,0.0,0.0
RGI60-07.00879,0.30625,0.09561875000000002,136.20563164062963,0.0044284592620185735,,0.0,0.0,0.0,0.0,1.0,1.0,-0.0023642581854722232,-0.006792717447490796,-0.051702637016100055,-0.14854613032476374,45.728,0.0,-0.003692795964077795,-0.08075568500869916,-0.08075568500869916,0.0,0.0,0.0
RGI60-07.00888,0.30625,0.09561875000000002,100.27788721396098,0.002413149764387693,,0.0,0.0,0.0,0.0,1.0,1.0,-0.0015929104989732717,-0.004006060263360965,-0.02986949875252249,-0.07511973341635818,53.32899999999999,0.0,-0.00231685542828958,-0.0434445691516732,-0.0434445691516732,0.0,0.0,0.0
RGI60-07.01327,0.30625,0.09561875000000002,50.35575135498082,0.00010186248149955833,,0.0,0.0,0.0,0.0,1.0,1.0,-0.00032375047615967466,-0.00042561295765923296,-0.11363653076857658,-0.14939029752868832,2.8489999999999998,0.0,-0.0003543092206095421,-0.1243626607966101,-0.1243626607966101,0.0,0.0,0.0
RGI60-07.01437,0.30625,0.09561875000000002,181.24832370349034,0.00016826957083899852,,0.0,0.0,0.0,0.0,1.0,1.0,-0.00041237046956925263,-0.0005806400404082512,-0.2142184257502611,-0.3016311898224681,1.925,0.0,-0.00046285134082095215,-0.2404422549719232,-0.2404422549719232,0.0,0.0,0.0
RGI60-07.01583,0.30625,0.09561875000000002,32.0213233816479,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,8.196147334977313e-05,8.196147334977313e-05,0.018356433001069008,0.018356433001069008,4.465,0.0,8.196147334977313e-05,0.018356433001069008,0.018356433001069008,0.0,0.0,0.0
RGI60-07.01584,0.30625,0.09561875000000002,74.29711001755554,3.506353271090263e-05,,0.0,0.0,0.0,0.0,1.0,1.0,0.0002829877082568994,0.0002479241755459968,0.0576467118062537,0.050504008055815196,4.909,0.0,0.0002724686484436286,0.05550390068112215,0.05550390068112215,0.0,0.0,0.0
