RGIId,calving_k,calving_k_nmad,calving_thick,calving_flux_Gta,fa_gta_obs,fa_gta_obs_unc,fa_gta_max,calving_flux_Gta_bndlow,calving_flux_Gta_bndhigh,no_errors,oggm_dynamics,mb_clim_gta,mb_total_gta,mb_clim_mwea,mb_total_mwea,area_km2,mb_total_gta_obs,mb_clim_gta_obs,mb_total_mwea_obs,mb_clim_mwea_obs,calving_flux_Gta_rnd1,calving_k_rnd1
RGI60-03.00108,0.039671875,0.006992188,553.1608657,0.039822009,0.040109134,0.013289057,0.040109134,0.000204951,0.384442112,1,1,-0.078273913,-0.118383047,-0.15996479,-0.24193398,490.205,-0.118383047,-0.078273913,-0.24193398,-0.15996479,0.039822009,0.039671875
RGI60-03.00113,0.042765625,0.010952344,602.1765709,0.012834731,0.012863388,0.006084466,0.012863388,8.18E-05,10.96569998,1,1,-0.153097081,-0.165960469,-0.153152424,-0.166020462,999.861,-0.165960469,-0.153097081,-0.166020462,-0.153152424,0.012834731,0.042765625
RGI60-03.00123,0.036578125,0.006682813,548.7671452,0.016162772,0.016348336,0.004867472,0.016348336,0.000141473,23.54198673,1,1,-0.252705422,-0.269053758,-0.15861119,-0.168872264,1594.482,-0.269053758,-0.252705422,-0.168872264,-0.15861119,0.016162772,0.036578125
RGI60-03.00175,0.045859375,0.01875,572.5400669,0.006625963,0.006517856,0.006855974,0.006517856,4.04E-05,0.13015783,1,1,-0.068077044,-0.0745949,-0.441731035,-0.484023404,154.181,-0.0745949,-0.068077044,-0.484023404,-0.441731035,0.006625963,0.045859375
RGI60-03.00183,0.038125,0.0084,541.3901414,0.048643139,0.050718381,0.016629413,0.050718381,0.000290924,1.957856444,1,1,-0.137036465,-0.187754846,-0.145718782,-0.199650564,940.826,-0.187754846,-0.137036465,-0.199650564,-0.145718782,0.048643139,0.038125
RGI60-03.00191,0.039671875,0.1125,530.9542641,0.00269346,0.002663126,0.024605879,0.002663126,3.30E-06,11.4034602,1,1,-0.177470178,-0.180133305,-0.230589795,-0.234050037,770.215,-0.180133305,-0.177470178,-0.234050037,-0.230589795,0.00269346,0.039671875
RGI60-03.00237,0.0443125,0.005290625,575.5689283,0.041064998,0.042084178,0.007466656,0.042084178,0.000254319,1.63048002,1,1,-0.192222891,-0.234307068,-0.176900686,-0.215630308,1087.473,-0.234307068,-0.192222891,-0.215630308,-0.176900686,0.041064998,0.0443125
RGI60-03.00251,0.153125,0.0625,366.7272574,0.010126918,0.010148922,0.016173431,0.010148922,4.63E-06,4.621340738,1,1,-0.086569372,-0.096718293,-0.125529854,-0.14024629,690.159,-0.096718293,-0.086569372,-0.14024629,-0.125529854,0.010126918,0.153125
RGI60-03.00283,0.15,0.0625,265.7824674,0.003099656,0.003128454,0.003226084,0.003128454,2.27E-06,4.106801288,1,1,-0.094145896,-0.09727435,-0.140842786,-0.14552297,668.962,-0.09727435,-0.094145896,-0.14552297,-0.140842786,0.003099656,0.15
RGI60-03.00300,0.0566875,0.021904688,196.9777226,0.002883748,0.002973629,0.002035835,0.002973629,2.21E-05,10.05580383,1,1,-0.15828767,-0.161261299,-0.144988127,-0.147711908,1092.603,-0.161261299,-0.15828767,-0.147711908,-0.144988127,0.002883748,0.0566875
RGI60-03.00366,0.0814375,0.04375,316.2107281,0.008583938,0.008902288,0.009098774,0.008902288,2.36E-05,9.12512601,1,1,-0.081646913,-0.0905492,-0.163953743,-0.181830271,498.362,-0.0905492,-0.081646913,-0.181830271,-0.163953743,0.008583938,0.0814375
RGI60-03.00419,0.103125,0.04115625,263.9264638,0.002557289,0.002567096,0.001791122,0.002567096,3.41E-06,1.82609449,1,1,-0.041202342,-0.043769439,-0.193374725,-0.205422864,102.942,-0.043769439,-0.041202342,-0.205422864,-0.193374725,0.002557289,0.103125
RGI60-03.00552,0.5,0.137375,92.94766061,0.00068539,0.000710344,0.000534479,0.000710344,0,0.042941225,1,1,-0.005767738,-0.006478082,-0.341796333,-0.383891314,16.888,-0.006478082,-0.005767738,-0.383891314,-0.341796333,0.00068539,0.5
RGI60-03.00555,0.0938125,0.041953125,122.6538025,0.001157588,0.001142368,0.000853098,0.001142368,2.92E-06,0.137083317,1,1,-0.005197865,-0.006340232,-0.299116661,-0.364855426,17.391,-0.006340232,-0.005197865,-0.364855426,-0.299116661,0.001157588,0.0938125
RGI60-03.00560,0.062875,0.0375,107.0156056,0.000549915,0.00055915,0.000587813,0.00055915,2.70E-06,0.096152109,1,1,-0.002183187,-0.002742336,-0.196596608,-0.246948182,11.114,-0.002742336,-0.002183187,-0.246948182,-0.196596608,0.000549915,0.062875
RGI60-03.00562,0.001,0.025,70.26653139,7.56E-07,9.48E-05,9.00E-05,9.48E-05,7.56E-07,0.031113618,1,1,-0.001247907,-0.001342667,-0.255563538,-0.274969767,4.887,-0.001342667,-0.001247907,-0.274969767,-0.255563538,7.56E-07,0.001
RGI60-03.00571,0.3,0.2,122.3940926,0.000259435,0.000282076,0.000333065,0.000282076,8.20E-08,0.011334219,1,1,-0.001923863,-0.002205939,-0.385425447,-0.441936467,4.995,-0.002205939,-0.001923863,-0.441936467,-0.385425447,0.000259435,0.3
RGI60-03.00832,0.038125,0.002490625,542.0657566,0.044076544,0.045414836,0.006001526,0.045414836,0.000254582,3.543440856,1,1,-0.320039046,-0.365453883,-0.303236936,-0.346267485,1056.23,-0.365453883,-0.320039046,-0.346267485,-0.303236936,0.044076544,0.038125
RGI60-03.01405,0.08453125,0.027117969,173.3856777,0.005115463,0.005045353,0.002728699,0.005045353,4.92E-06,0.035777581,1,1,-0.009781826,-0.014827179,-0.505466205,-0.766179822,19.366,-0.014827179,-0.009781826,-0.766179822,-0.505466205,0.005115463,0.08453125
RGI60-03.01408,0.062875,0.02175,287.076996,0.006218299,0.006092044,0.003534106,0.006092044,6.75E-06,0.037184862,1,1,-0.011116812,-0.017208855,-0.810276916,-1.254310923,13.73,-0.017208855,-0.011116812,-1.254310923,-0.810276916,0.006218299,0.062875
