RGIId,calving_k,calving_k_nmad,calving_thick,calving_flux_Gta,fa_gta_obs,fa_gta_obs_unc,fa_gta_max,calving_flux_Gta_bndlow,calving_flux_Gta_bndhigh,no_errors,oggm_dynamics,mb_clim_gta,mb_total_gta,mb_clim_mwea,mb_total_mwea,area_km2,mb_total_gta_obs,mb_clim_gta_obs,mb_total_mwea_obs,mb_clim_mwea_obs,calving_flux_Gta_rnd1,calving_k_rnd1
RGI60-17.00456,2.9000000000000004,0.8348500000000008,49.016760814578,0.0,0.34,0.11,0.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,113.7,0.0,0.0,0.0,0.0,0.0,2.9000000000000004
RGI60-17.04876,2.9000000000000004,0.8348500000000008,410.7852860990554,0.4193547888482949,0.41,0.14,0.41,1.9943625364781107e-05,0.7712466853069218,1.0,1.0,0.0,0.0,0.0,0.0,163.403,0.0,0.0,0.0,0.0,0.4193547888482949,2.9000000000000004
RGI60-17.04877,2.9000000000000004,0.8348500000000008,142.984048356961,0.04166898757660755,0.72,0.2,0.72,4.3412908056561725e-06,0.08449630634832764,1.0,1.0,0.0,0.0,0.0,0.0,153.243,0.0,0.0,0.0,0.0,0.04166898757660755,2.9000000000000004
RGI60-17.04882,2.9000000000000004,0.8348500000000008,115.77618901643534,0.0189217729063572,0.42,0.12,0.42,2.4007180904571703e-06,0.03737238650514912,1.0,1.0,0.0,0.0,0.0,0.0,104.276,0.0,0.0,0.0,0.0,0.0189217729063572,2.9000000000000004
RGI60-17.04889,2.9000000000000004,0.8348500000000008,107.54886884756836,0.008413963368226498,1.24,0.33,1.24,9.538482267600296e-07,0.025339447593502158,1.0,1.0,0.0,0.0,0.0,0.0,166.96200000000005,0.0,0.0,0.0,0.0,0.008413963368226498,2.9000000000000004
RGI60-17.04918,2.9000000000000004,0.8348500000000008,84.08374764091589,0.00031550968762240856,1.86,0.5,1.86,1.1289846567435837e-07,0.003496465623737992,1.0,1.0,0.0,0.0,0.0,0.0,405.862,0.0,0.0,0.0,0.0,0.00031550968762240856,2.9000000000000004
RGI60-17.04936,2.9000000000000004,0.8348500000000008,128.67837755351013,0.031031381338811132,3.15,0.83,3.15,3.81780097941808e-06,0.07368467744963561,1.0,1.0,0.0,0.0,0.0,0.0,469.756,0.0,0.0,0.0,0.0,0.031031381338811132,2.9000000000000004
RGI60-17.04967,2.9000000000000004,0.8348500000000008,114.9973298143485,0.005473221079634424,0.41,0.12,0.41,7.793182544755056e-07,0.016203368247815292,1.0,1.0,0.0,0.0,0.0,0.0,163.248,0.0,0.0,0.0,0.0,0.005473221079634424,2.9000000000000004
RGI60-17.04971,2.9000000000000004,0.8348500000000008,41.73989278125349,0.0,0.69,0.21,0.69,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,99.318,0.0,0.0,0.0,0.0,0.0,2.9000000000000004
RGI60-17.04997,2.9000000000000004,0.8348500000000008,51.00189385749696,0.00028673276460508513,0.94,0.25,0.94,9.884574893442383e-08,0.0004943668355260094,1.0,1.0,0.0,0.0,0.0,0.0,213.824,0.0,0.0,0.0,0.0,0.00028673276460508513,2.9000000000000004
RGI60-17.05031,2.9000000000000004,0.8348500000000008,216.1676147827824,0.027602516228859317,0.2,0.06,0.2,7.010321889272847e-07,0.0740136100910102,1.0,1.0,0.0,0.0,0.0,0.0,165.106,0.0,0.0,0.0,0.0,0.027602516228859317,2.9000000000000004
RGI60-17.05181,3.5000000000000013,0.5624250000000002,363.10001343317884,2.4284316954787557,2.48,0.76,2.48,3.4305070061016245e-05,3.7759369080518095,1.0,1.0,0.0,0.0,0.0,0.0,1234.714,0.0,0.0,0.0,0.0,2.4284316954787557,3.5000000000000013
RGI60-17.06074,2.9000000000000004,0.8348500000000008,180.6741050777621,0.03595519584148976,1.58,0.44,1.58,1.076823300613465e-06,0.13959949729091606,1.0,1.0,0.0,0.0,0.0,0.0,488.615,0.0,0.0,0.0,0.0,0.03595519584148976,2.9000000000000004
RGI60-17.15771,1.1999999999999995,1.0,203.12455759234246,0.029109224637350387,0.03,0.05,0.03,5.286321222434123e-06,0.3929185081359337,1.0,1.0,0.0,0.0,0.0,0.0,166.546,0.0,0.0,0.0,0.0,0.029109224637350387,1.1999999999999995
RGI60-17.15808,2.9000000000000004,0.8348500000000008,218.43375747502876,0.060102229059591374,0.9903,0.3,0.9903,2.3820615743915484e-06,0.1686914620120267,1.0,1.0,0.0,0.0,0.0,0.0,721.95,0.0,0.0,0.0,0.0,0.060102229059591374,2.9000000000000004
