RGIId,calving_k,calving_k_nmad,calving_thick,calving_flux_Gta,fa_gta_obs,fa_gta_obs_unc,fa_gta_max,calving_flux_Gta_bndlow,calving_flux_Gta_bndhigh,no_errors,oggm_dynamics,mb_clim_gta,mb_total_gta,mb_clim_mwea,mb_total_mwea,area_km2,mb_total_gta_obs,mb_clim_gta_obs,mb_total_mwea_obs,mb_clim_mwea_obs,calving_flux_Gta_rnd1,calving_k_rnd1
RGI60-04.00172,0.25,0.0499,117.12659646210103,0.0005405712964795417,0.000497617532113363,0.00023016465780972134,0.000497617532113363,2.1016143426649352e-07,0.0548431138961037,1.0,1.0,-0.009473492780072687,-0.00997111031218605,-0.949024719403228,-0.998874479121986,9.987,-0.00997111031218605,-0.009473492780072687,-0.998874479121986,-0.949024719403228,0.0005405712964795417,0.25
RGI60-04.00183,0.07525000000000001,0.02363750000000001,118.57897391466776,0.00035842711833076714,0.00037805214423439215,0.0002876829615321794,0.00037805214423439215,1.4179883049328437e-06,0.05911191806871794,1.0,1.0,-0.0058275521495981105,-0.006205604293832501,-0.7022663960819824,-0.7478246871186162,8.302,-0.006205604293832501,-0.0058275521495981105,-0.7478246871186162,-0.7022663960819824,0.00035842711833076714,0.07525000000000001
RGI60-04.03038,0.30000000000000004,0.2,60.27039250244279,6.25565441596192e-05,0.0001438869573884067,0.00015037868093192416,0.0001438869573884067,3.9959438267188524e-08,0.01751462102831506,1.0,1.0,-0.003237341757070829,-0.003381228714459236,-0.3400840629028629,-0.35519944605958464,9.527,-0.003381228714459236,-0.003237341757070829,-0.35519944605958464,-0.3400840629028629,6.25565441596192e-05,0.30000000000000004
RGI60-04.03204,1.4,0.2,73.57970717913561,0.00018308627434233547,0.00012881259217023853,0.00018208806989457318,0.00012881259217023853,0.0,0.007285118990543073,1.0,1.0,-0.013160206703294907,-0.01328901929546515,-0.6807822519793981,-0.6874457739557667,19.341,-0.01328901929546515,-0.013160206703294907,-0.6874457739557667,-0.6807822519793981,0.00018308627434233547,1.4
RGI60-04.03256,0.7,0.2,67.41611578482862,0.00020094720873226648,0.00013936056760862348,0.0002773664468082863,0.00013936056760862348,1.0894653604051652e-09,0.00937409904691002,1.0,1.0,-0.003513321517380156,-0.003652682084988779,-0.4011955091648486,-0.4171094622723729,8.762,-0.003652682084988779,-0.003513321517380156,-0.4171094622723729,-0.4011955091648486,0.00020094720873226648,0.7
RGI60-04.03268,1.959375,0.0027343750000000666,40.74377306894554,0.0,0.0009498857115862883,0.0007783436353382048,0.0009498857115862883,0.0,0.02928377077262532,1.0,1.0,-0.028691313670910736,-0.029641199382497024,-0.58561144706897,-0.6049993340264139,49.019,-0.029641199382497024,-0.028691313670910736,-0.6049993340264139,-0.58561144706897,0.0,1.959375
RGI60-04.03269,0.6,0.07994999999999998,78.66826597806259,0.0003784390007327239,0.0003959533928010194,0.00038941815612093046,0.0003959533928010194,3.4918080744944236e-08,0.04414666252882747,1.0,1.0,-0.01621074949025103,-0.01660670288305205,-0.45942975974127703,-0.4706514970355776,35.302,-0.01660670288305205,-0.01621074949025103,-0.4706514970355776,-0.45942975974127703,0.0003784390007327239,0.6
RGI60-04.03277,0.1,1.9281249999999992,39.541520796688324,0.0,8.144259849522052e-05,0.0003179828394754132,8.144259849522052e-05,0.0,0.01069598713081046,1.0,1.0,-0.023763246302555874,-0.02384468890105109,-0.5905162331506706,-0.5925400802239649,40.26300000000001,-0.02384468890105109,-0.023763246302555874,-0.5925400802239649,-0.5905162331506706,0.0,0.1
RGI60-04.03344,0.1,0.7499999999999999,41.740771498848524,0.0,8.380691838906924e-05,0.00017606091474028595,8.380691838906924e-05,0.0,0.01786625141856197,1.0,1.0,-0.003771092174533471,-0.0038548990929225405,-0.31077832503596386,-0.3176849113822928,12.142,-0.0038548990929225405,-0.003771092174533471,-0.3176849113822928,-0.31077832503596386,0.0,0.1
RGI60-04.03347,0.3250000000000001,0.07985000000000002,116.0923373720053,0.0010497768276267637,0.0009852545549956264,0.0005582614172217853,0.0009852545549956264,3.174721191379018e-07,0.09458264205198008,1.0,1.0,-0.007459865132058044,-0.00844511968705367,-0.35041041883863805,-0.3966905398819855,21.302,-0.00844511968705367,-0.007459865132058044,-0.3966905398819855,-0.35041041883863805,0.0010497768276267637,0.3250000000000001
