RGIId,calving_k,calving_k_nmad,calving_thick,calving_flux_Gta,fa_gta_obs,fa_gta_obs_unc,fa_gta_max,calving_flux_Gta_bndlow,calving_flux_Gta_bndhigh,no_errors,oggm_dynamics,mb_clim_gta,mb_total_gta,mb_clim_mwea,mb_total_mwea,area_km2,mb_total_gta_obs,mb_clim_gta_obs,mb_total_mwea_obs,mb_clim_mwea_obs,calving_flux_Gta_rnd1,calving_k_rnd1
RGI60-05.00268,0.30000000000000004,0.3999999999999999,69.68851213389779,2.2301585006423866e-05,0.00011570482365380825,0.00012706259543173422,0.00011570482365380825,2.3726542672099998e-08,0.005293295397771768,1.0,1.0,-0.002532640098254888,-0.0026483449219086965,-0.5252235450567103,-0.5492186234342062,4.825,-0.0026483449219086965,-0.002532640098254888,-0.5492186234342062,-0.5252235450567103,2.2301585006423866e-05,0.30000000000000004
RGI60-05.00310,3.2531250000000007,0.2626062500000001,70.52481848860822,0.00042883304703530327,0.00033134972519591985,0.00032702167959753085,0.00033134972519591985,0.0,0.003093453139932325,1.0,1.0,-0.01195125350233732,-0.01228260322753324,-0.7714060777018309,-0.7927933900712805,15.504,-0.01228260322753324,-0.01195125350233732,-0.7927933900712805,-0.7714060777018309,0.00042883304703530327,3.2531250000000007
RGI60-05.00313,0.5,0.09999999999999998,85.56048666503148,7.284672249588015e-05,0.0001252908856312242,8.584644826707983e-05,0.0001252908856312242,5.805502925472219e-09,0.008615062379289013,1.0,1.0,-0.004069816489890747,-0.004195107375521971,-0.7451092162145101,-0.7680476936184405,5.466,-0.004195107375521971,-0.004069816489890747,-0.7680476936184405,-0.7451092162145101,7.284672249588015e-05,0.5
RGI60-05.00319,0.1,0.20000000000000004,57.07055684165302,2.069245617673176e-06,6.137273425681124e-05,7.262960408524945e-05,6.137273425681124e-05,2.1757648878100348e-08,0.003689544083941915,1.0,1.0,-0.0010046826154457725,-0.0010660553497025835,-0.3880052612350304,-0.4117072178747962,2.591,-0.0010660553497025835,-0.0010046826154457725,-0.4117072178747962,-0.3880052612350304,2.069245617673176e-06,0.1
RGI60-05.00321,0.1,0.0,76.3896317822062,2.300386013726048e-05,3.9594255551433836e-05,4.7771156853046055e-05,3.9594255551433836e-05,8.790314307046894e-08,0.009311612183208213,1.0,1.0,-0.00342865581770365,-0.003468250073255084,-0.6615860809033961,-0.6692261036263841,5.186,-0.003468250073255084,-0.00342865581770365,-0.6692261036263841,-0.6615860809033961,2.300386013726048e-05,0.1
RGI60-05.00337,0.225,0.12499999999999994,108.99092386961969,0.005225725322484996,0.005385936759114117,0.005447562583955418,0.005385936759114117,6.0300001926635924e-06,1.3994364422407326,1.0,1.0,-0.17237523004106756,-0.17776116680018167,-0.8662295152061578,-0.8932952217271405,199.136,-0.17776116680018167,-0.17237523004106756,-0.8932952217271405,-0.8662295152061578,0.005225725322484996,0.225
RGI60-05.00340,0.1,1.5999999999999996,36.08272537183076,0.0,9.055178084249057e-05,0.00011027288174804104,9.055178084249057e-05,0.0,0.0029461863629691412,1.0,1.0,-0.003148134715448373,-0.003238686496290864,-0.715287927517102,-0.7358622045116564,4.404,-0.003238686496290864,-0.003148134715448373,-0.7358622045116564,-0.715287927517102,0.0,0.1
RGI60-05.00355,0.5,0.2,67.66326628775606,8.628635865904892e-05,0.00011816611315754309,0.00011959124481073528,0.00011816611315754309,2.1556776708933057e-08,0.008955907163170044,1.0,1.0,-0.003842576400978922,-0.003960742514136465,-0.588953997681836,-0.6070653889652805,6.529,-0.003960742514136465,-0.003842576400978922,-0.6070653889652805,-0.588953997681836,8.628635865904892e-05,0.5
RGI60-05.00452,1.4999999999999998,0.5247499999999998,83.58342194439841,0.0004214433796717165,0.0003827083412420424,0.0003683724471227848,0.0003827083412420424,2.3543899876541226e-08,0.009153745999028956,1.0,1.0,-0.021829612277490088,-0.02221232061873213,-0.6872987856327897,-0.6993482428033335,31.786,-0.02221232061873213,-0.021829612277490088,-0.6993482428033335,-0.6872987856327897,0.0004214433796717165,1.4999999999999998
RGI60-05.00457,0.1,3.490625000000001,37.95901228794054,0.0,7.673497830772437e-05,9.935940378677372e-05,7.673497830772437e-05,0.0,0.001833647329169804,1.0,1.0,-0.0083511359552695,-0.008427870933577225,-0.6099788846432879,-0.6155837169358024,13.702,-0.008427870933577225,-0.0083511359552695,-0.6155837169358024,-0.6099788846432879,0.0,0.1
RGI60-05.00460,0.042765625,0.01512890625,472.54220085885817,0.015331893454114181,0.014988282754161666,0.009172800683503804,0.014988282754161666,0.00017541812970802128,10.520030331600257,1.0,1.0,-0.44840081790638414,-0.4633891006605458,-0.7824219364419579,-0.8085752366772377,573.547,-0.4633891006605458,-0.44840081790638414,-0.8085752366772377,-0.7824219364419579,0.015331893454114181,0.042765625
RGI60-05.00798,2.8031250000000005,0.006250000000000089,43.357822462759906,0.0,0.0004369157225677567,0.00043948397655305344,0.0004369157225677567,0.0,0.009411161475978012,1.0,1.0,-0.010363044223291356,-0.010799959945859113,-0.32114755257991656,-0.3346874364174244,32.292,-0.010799959945859113,-0.010363044223291356,-0.3346874364174244,-0.32114755257991656,0.0,2.8031250000000005
