RGIId,lon,lat,thickness_for_area_lost_total,thickness_for_area_lost_total_err,thickness_for_area_gained_total,thickness_for_area_gained_total_err,gate_length_km,net_area_change_per_year_total,net_area_change_per_year_total_error,Discharge_2000_to_2020_per_yr_mean_without_melt,Discharge_2000_to_2020_per_yr_mean_err_without_melt,terminus_gt_change_per_year_total_without_melt,terminus_gt_change_per_year_total_area_error_without_melt,terminus_gt_change_per_year_total_above_water_min,terminus_gt_change_per_year_total_above_water_max,Frontal_ablation_2000_to_2020_AVG_gt_per_yr_mean_without_melt,Frontal_ablation_2000_to_2020_AVG_gt_per_yr_mean_without_melt_err,Above_water_frontal_ablation_2000_to_2020_AVG_gt_per_yr_mean_without_melt_min,Above_water_frontal_ablation_2000_to_2020_AVG_gt_per_yr_mean_without_melt_max,Above_water_frontal_ablation_2000_to_2020_AVG_gt_per_yr_mean_err_without_melt,Frontal_ablation_2000_to_2020_gt_per_yr_mean,Frontal_ablation_2000_to_2020_gt_per_yr_mean_err,fa_mwea,fa_mwea_err,Romain_mwea_raw,Romain_mwea_raw_err,Romain_area_km2,Romain_gta_raw,Romain_gta_raw_err,Romain_gta_mbtot,Romain_gta_mbtot_err,Romain_gta_mbclim,Romain_gta_mbclim_err,Romain_mwea_mbtot,Romain_mwea_mbtot_err,Romain_mwea_mbclim,Romain_mwea_mbclim_err,thick_measured_yn,area_km2
RGI60-01.09810,-148.44322809373998,61.05481508278414,85.0263970814987,48.12713863431121,89.49765258306455,44.748826291532275,1.8459183384822293,-0.04480246353108683,0.006909730559004921,0.04134000545442031,0.009110714830501054,-0.003428452848981199,0.0020113394896473574,-0.0003428452848981199,-0.0017142264244905995,0.0447684583034015,0.009330091707230254,0.041682850739318426,0.043054231878910915,0.009330091707230254,0.01630669555158,0.010368951214513715,0.20683563807205135,0.1315207384480857,-0.6603229712705343,0.09335323617846576,,-0.05205914105804329,0.0073598670679116554,-0.05445905805233013,0.007432549680306225,-0.03815236250075013,0.012757662169817227,-0.6907637409079598,0.09427514917204698,-0.4839281028359085,0.16181936964820212,,78.83890660031977
RGI60-01.10188,-148.17707863696359,61.12114881747693,92.986589291082,12.804480886550335,57.52458120489038,28.76229060244519,0.5204047258565329,-0.00794773974391212,0.004230542806843144,0.0005879289181646008,0.00047982717082465184,-0.0006651298902236089,0.0003657005002330513,-6.651298902236089e-05,-0.00033256494511180445,0.0012530588083882095,0.0006033000660801336,0.0006544419071869617,0.0009204938632764053,0.0006033000660801336,0.0007450768347381102,0.0006958225265508742,0.045809251665854256,0.04278096935431291,-0.2971435408540408,0.09727552492236956,,-0.004832970651808932,0.001582163811260672,-0.005298561574965458,0.0015836931570059436,-0.004553484740227348,0.0017298129968303204,-0.3257692755136233,0.09736955305592959,-0.279960023847769,0.10635337888946522,,16.264767653768132
RGI60-01.10299,-148.12135404831227,61.1222958225855,92.58761726827879,24.131509192836155,62.279647759617355,31.139823879808677,0.697699206894357,-0.0024274514598718122,0.0028286563688550825,0.0013960840864724747,0.0007521558049560332,-0.0002022767520335424,0.0002415326399266081,-2.0227675203354238e-05,-0.00010113837601677118,0.001598360838506017,0.000789985044845138,0.001416311761675829,0.001497222462489246,0.000789985044845138,0.0006967165696058573,0.0005955683310385853,0.036159258297828116,0.030909712866759358,-0.5630102642369358,0.10253479593070604,,-0.010848081471173481,0.0019756403933309935,-0.01098967519759696,0.0019765378772313986,-0.010292958627991103,0.0020643167433963446,-0.5703589112340856,0.10258137491789915,-0.5341996529362575,0.10713705628563862,,19.267999466894626
RGI60-01.10325,-148.12604344865875,61.15108484791102,86.67591289927576,44.99897255210953,87.20575835416149,43.60287917708074,1.5821040559831006,-0.1749326575522742,0.0177511315813126,0.10617734874959167,0.005850536475922174,-0.01364620301031578,0.007218670578344741,-0.001364620301031578,-0.006823101505157889,0.11982355175990746,0.00929182339343338,0.10754196905062324,0.11300045025474954,0.00929182339343338,0.0773418932626454,0.010886677673892786,0.8299676749667367,0.11682660167665031,-1.312002910373714,0.1296305556463298,,-0.12226113391521026,0.012079835035476133,-0.13181347602243132,0.012128792684849924,-0.05447158275978592,0.01629807849923741,-1.414510553188895,0.13015592766282047,-0.5845428782221584,0.1748971708321323,,93.18663316103857
RGI60-01.10355,-147.87203603456047,61.18860178416978,92.82456401159244,15.770617186516152,55.069379190147494,27.534689595073747,0.5378045517928768,-0.00047276800859560967,0.0013772129915850233,0.0006507933621830418,0.000442974423444033,-3.9496035848864644e-05,0.0001152507878416165,-3.949603584886464e-06,-1.9748017924432322e-05,0.0006902893980319063,0.0004577216227399432,0.0006547429657679282,0.0006705413801074741,0.0004577216227399432,0.0005478677963233989,0.0005700788549094705,0.038978347869679554,0.04055856553155266,-0.5226705298005432,0.10907788123666556,,-0.007346497915263258,0.0015331655056432915,-0.007374145140357463,0.0015342250052396483,-0.006826277344034064,0.00163671508440458,-0.5246375064408659,0.10915325990303675,-0.4856591585711863,0.11644497149055917,,14.055695694315812
RGI60-01.10402,-147.81164305031157,61.23274005266407,58.2509834681369,29.12549173406845,114.82287588254988,15.693285488231087,0.8903287734011394,0.012886919201710723,0.004298001790504888,0.0010530071681246873,0.0006645319185093043,0.0013317418116058312,0.0004800057928733358,0.00013317418116058313,0.0006658709058029156,0.0,0.0008197610822121385,0.0009198329869641043,0.0003871362623217717,0.0008197610822121385,0.0003226686770943485,0.0010270602134437956,0.013944247050136983,0.0443847896256725,0.06919395558144054,0.0889954103469373,,0.0016011421792881384,0.0020593461390109873,0.00253336144741222,0.002061905683361839,0.0028560301245065685,0.002303542430501133,0.10948015843409344,0.08910602200929466,0.12342440548423043,0.0995484440282022,,23.13991396840453
RGI60-01.10431,-147.77647332284928,61.25304690695381,89.82089813670096,35.269107482759104,61.449161613455495,30.724580806727747,0.3692361432900704,-0.0243588272659229,0.005666292257337768,0.00023324956713996782,0.00014574159423828026,-0.001969138568323759,0.0008986979371047305,-0.00019691385683237594,-0.0009845692841618796,0.002202388135463727,0.0009104386824204107,0.0004301634239723437,0.0012178188513018474,0.0009104386824204107,0.00012250151086512162,0.0010827817836165565,0.007296061437106275,0.06448934678809086,0.16516914997851145,0.0960779270863502,,0.0027732045015098467,0.001613156814854745,0.0013948075036832154,0.0016167866504958608,0.001517309014548337,0.0019458713894174703,0.0830732712432777,0.09629411628807635,0.09036933268038397,0.11589405800495649,,16.790087627566294
RGI60-01.10575,-147.69621261991898,61.284033143577005,196.2568089009163,98.12840445045812,158.0,33.64054372603068,2.917581616034365,0.05281887540389674,0.010936766584296596,0.6130444528280043,0.0072634242344201535,0.007510844082434117,0.0022306989129126033,0.0007510844082434117,0.003755422041217058,0.6055336087455703,0.00759824645883716,0.6122933684197609,0.6092890307867873,0.00759824645883716,0.5531536467950743,0.011656821312211768,1.2313683815326912,0.02594910342939784,0.04306818244951683,0.05314463258208177,,0.019347030945469645,0.023873560310012233,0.024604621803173528,0.02390200193931127,0.5777582685982479,0.026592991178347618,0.054772039384605106,0.05320794613563244,1.2861404209172962,0.059198323462425435,1,449.2186538902037
RGI60-01.10607,-147.5099339691674,61.15145722991336,86.40522430682594,43.202612153412964,111.79333398782178,38.00703945153539,1.755408897377924,0.007839064968421891,0.005520984234848163,0.09689622657128398,0.0055414429742499365,0.00078871968735032,0.0006168219944504582,7.887196873503201e-05,0.00039435984367516,0.09610750688393366,0.005575666741269768,0.09681735460254896,0.09650186672760884,0.005575666741269768,0.07926840947218494,0.005788425010442022,0.6525503185627962,0.04765124732149723,0.00023383084622716758,0.07256866058681098,,2.8404551708419605e-05,0.008815262422846823,0.0005805083328536436,0.008834246443510071,0.07984891780503858,0.010561712660652204,0.004778838128005162,0.072724940103631,0.6573291566908014,0.08694572033384516,,121.47478472889105
RGI60-01.10612,-147.6012450198965,61.237381529684896,89.0909090909091,34.23294828008871,92.19946402227345,46.09973201113672,1.1584276916082783,-0.01682709780972054,0.0047600890143720655,0.1809298290166884,0.003271152919594593,-0.0013492272971066836,0.000643778645502328,-0.00013492272971066835,-0.0006746136485533418,0.18227905631379504,0.0033339004735860127,0.18106475174639905,0.1816044426652417,0.0033339004735860127,0.16802594956452066,0.004364120346835475,1.1042469611538241,0.028680490386112433,-0.28276120825732515,0.07750175580316078,,-0.04302590107905202,0.011792929090913434,-0.0439703601870267,0.011801001313758464,0.12405558937749396,0.012582097536142072,-0.28896808346093544,0.07755480551107484,0.8152788776928889,0.08268807886659682,1,152.16337963832916
RGI60-01.10689,-147.10706731803336,61.16024075057405,312.35599284436495,29.13775352651897,189.4238969416669,94.71194847083349,14.712074687425982,-2.8922512406832612,0.08065691235240027,3.1603622976636134,0.033494515400296763,-0.8130708070550696,0.07916306149701838,-0.08130708070550696,-0.4065354035275348,3.973433104718684,0.08595738983636853,3.241669378369121,3.5668977011911487,0.08595738983636853,3.4890156961505534,0.12257655058573726,,,,,,-3.272943303457353,0.20883941188736077,-3.842092868395902,0.2091988290239544,-0.3530771722453485,0.24246476201397082,-4.255244593467843,0.23169460412747564,-0.3910446154575144,0.2685377222797786,1,773.2562603950513
RGI60-01.10836,-146.66097416963967,61.16741023502666,90.58880386165536,35.29100524541445,74.93542695858629,37.467713479293145,1.587313408227684,-0.0009067943996772783,0.0015091311841776607,0.004297018652046643,0.0020714351559719727,-7.393087801369123e-05,0.00012636537911493189,-7.393087801369122e-06,-3.6965439006845615e-05,0.004370949530060334,0.0020752859596777236,0.004304411739848012,0.004333984091053489,0.0020752859596777236,0.003192042548397716,0.003188649623386813,0.024658645695931777,0.02463243522584932,-0.5331345805496653,0.09756420647376447,,-0.06901385770011956,0.012629610810957722,-0.06906560931472915,0.012633635426925515,-0.06587356676633142,0.013029820816925776,-0.5335343636695647,0.09759529677964457,-0.508875717973633,0.10065584344022241,,129.4492239257221
RGI60-01.13638,-141.16402154509376,60.17803692358174,89.65443180760477,44.82721590380238,110.7481424325444,40.439312002349155,0.7971329043432528,0.01365575757570295,0.0038851356984064343,0.005869856756161242,0.002973235036721269,0.0013611148065164227,0.0006300584796514769,0.00013611148065164228,0.0006805574032582114,0.00450874194964482,0.0030392598229449976,0.0057337452755096,0.005189299352903029,0.0030392598229449976,0.002233419743819728,0.0035138761035962557,0.01845246289852309,0.029031564089571492,-0.08471303819712467,0.08530021108734043,,-0.010253361467728862,0.01032443076255717,-0.009300581103167366,0.010330408695862476,-0.007067161359347637,0.010911675815152129,-0.07684118859242657,0.08534960063573646,-0.05838872569390347,0.0901520162956248,,121.03640343850729
